ID	FileName	Frame	Kind	SubKind	Tag1	Tag2
553	food25.UITex	0	道具	食物与食材		
554	leather02.UITex	0	道具	皮料		
555	leather09.UITex	0	道具	皮料		
556	meat01.UITex	0	道具	动物与器官		
557	meat03.UITex	0	道具	动物与器官		
558	meat04.UITex	0	道具	动物与器官		
559	medic16.UITex	0	道具	动物与器官		
560	medic31.UITex	0	道具	药品		
561	potion05.UITex	0	道具	药品		
562	potion09.UITex	0	道具	药品		
563	potion13.UITex	0	道具	药品		
564	potion28.UITex	0	道具	药品		
565	potion30.UITex	0	道具	药品		
566	potion32.UITex	0	道具	药品		
567	potion37.UITex	0	道具	药品		
568	potion39.UITex	0	道具	药品		
569	potion48.UITex	0	道具	药品		
570	potion50.UITex	0	道具	药品		
571	potion55.UITex	0	道具	药品		
572	undone.UITex	0	道具	缺资源		
573	veget03.UITex	0	道具	植物		
574	veget05.UITex	0	道具	植物		
575	veget06.UITex	0	道具	植物		
576	veget07.UITex	0	道具	植物		
577	veget11.UITex	0	道具	植物		
578	veget12.UITex	0	道具	植物		
579	mail01.UITex	0	道具	邮箱保留图标		
580	mail02.UITex	0	道具	邮箱保留图标		
581	mail03.UITex	0	道具	邮箱保留图标		
582	mail04.UITex	0	道具	邮箱保留图标		
583	leather11.UITex	0	道具	皮料		
584	koudao_cangbaotu_2.UITex	0	道具	任务特殊		
585	Sc_luodao01.UITex	0	道具	食物与食材		
586	Sc_luodao02.UITex	0	道具	食物与食材		
587	Sc_luodao03.UITex	0	道具	动物与器官		
588	Sc_luodao04.UITex	0	道具	矿石与金属锭		
589	Sc_luodao05.UITex	0	道具	未分类		
590	Sc_luodao06.UITex	0	道具	食物与食材		
591	Sc_luodao07.UITex	0	道具	布料与线团		
592	Sc_luodao08.UITex	0	道具	布料与线团		
593	Sc_luodao09.UITex	0	道具	未分类		
594	Sc_luodao10.UITex	0	道具	包裹		
595	Sc_luodao11.UITex	0	道具	未分类		
596	Sc_chunyang01.UITex	0	道具	未分类		
597	Sc_chunyang02.UITex	0	道具	未分类		
598	Sc_chunyang03.UITex	0	道具	布料与线团		
599	Sc_chunyang04.UITex	0	道具	未分类		
600	Sc_chunyang05.UITex	0	道具	未分类		
601	Sc_chunyang06.UITex	0	道具	植物		
602	Sc_chunyang07.UITex	0	道具	植物		
603	Sc_chunyang08.UITex	0	道具	未分类		
604	Sc_koudao01.UITex	0	道具	包裹		
605	Sc_koudao02.UITex	0	道具	植物		
606	Sc_koudao03.UITex	0	道具	植物		
607	skill_chunyang01.UITex	0	技能	纯阳		
608	skill_chunyang02.UITex	0	技能	纯阳		
609	skill_chunyang03.UITex	0	技能	纯阳		
610	skill_chunyang04.UITex	0	技能	纯阳		
611	skill_chunyang05.UITex	0	技能	纯阳		
612	skill_chunyang06.UITex	0	技能	纯阳		
613	skill_chunyang07.UITex	0	技能	纯阳		
614	skill_chunyang08.UITex	0	技能	纯阳		
615	skill_chunyang09.UITex	0	技能	纯阳		
616	skill_chunyang10.UITex	0	技能	纯阳		
617	skill_chunyang11.UITex	0	技能	纯阳		
618	skill_chunyang12.UITex	0	技能	纯阳		
619	skill_chunyang13.UITex	0	技能	纯阳		
620	skill_chunyang14.UITex	0	技能	纯阳		
621	skill_chunyang15.UITex	0	技能	纯阳		
622	skill_chunyang16.UITex	0	技能	纯阳		
623	skill_chunyang17.UITex	0	技能	纯阳		
624	skill_chunyang18.UITex	0	技能	纯阳		
625	skill_chunyang19.UITex	0	技能	纯阳		
626	skill_chunyang20.UITex	0	技能	纯阳		
627	skill_chunyang21.UITex	0	技能	纯阳		
628	skill_chunyang22.UITex	0	技能	纯阳		
629	skill_chunyang23.UITex	0	技能	纯阳		
630	skill_chunyang24.UITex	0	技能	纯阳		
631	skill_chunyang25.UITex	0	技能	纯阳		
632	skill_tiance01.UITex	0	技能	天策		
633	skill_tiance02.UITex	0	技能	天策		
634	skill_tiance03.UITex	0	技能	天策		
635	skill_tiance04.UITex	0	技能	天策		
636	skill_tiance05.UITex	0	技能	天策		
637	skill_tiance06.UITex	0	技能	天策		
638	skill_tiance07.UITex	0	技能	天策		
639	skill_tiance08.UITex	0	技能	天策		
640	skill_tiance09.UITex	0	技能	天策		
641	skill_tiance10.UITex	0	技能	天策		
642	skill_tiance11.UITex	0	技能	天策		
643	skill_tiance12.UITex	0	技能	天策		
644	skill_tiance13.UITex	0	技能	天策		
645	skill_tiance14.UITex	0	技能	天策		
646	skill_tiance15.UITex	0	技能	天策		
647	skill_tiance16.UITex	0	技能	天策		
648	skill_tiance17.UITex	0	技能	天策		
649	skill_tiance18.UITex	0	技能	天策		
650	skill_tiance19.UITex	0	技能	天策		
651	skill_tiance20.UITex	0	技能	天策		
652	skill_tiance21.UITex	0	技能	天策		
653	skill_tiance22.UITex	0	技能	天策		
654	skill_tiance23.UITex	0	技能	天策		
655	skill_tiance24.UITex	0	技能	天策		
656	skill_tiance25.UITex	0	技能	天策		
657	skill_tiance26.UITex	0	技能	天策		
658	DropItemNew01.UITex	0	道具	未分类		
659	DropItemNew02.UITex	0	道具	包裹		
660	DropItemNew03.UITex	0	道具	未分类		
661	DropItemNew04.UITex	0	道具	未分类		
662	DropItemNew05.UITex	0	道具	未分类		
663	DropItemNew06.UITex	0	道具	未分类		
664	DropItemNew07.UITex	0	道具	动物与器官		
665	DropItemNew08.UITex	0	道具	动物与器官		
666	DropItemNew09.UITex	0	道具	未分类		
667	DropItemNew10.UITex	0	道具	动物与器官		
668	DropItemNew11.UITex	0	道具	未分类		
669	DropItemNew12.UITex	0	道具	布料与线团		
670	DropItemNew13.UITex	0	道具	未分类		
671	DropItemNew14.UITex	0	道具	未分类		
672	DropItemNew15.UITex	0	道具	未分类		
673	DropItemNew16.UITex	0	道具	未分类		
674	DropItemNew17.UITex	0	道具	未分类		
675	DropItemNew18.UITex	0	道具	未分类		
676	DropItemNew19.UITex	0	道具	动物与器官		
677	DropItemNew20.UITex	0	道具	未分类		
678	DropItemNew21.UITex	0	道具	未分类		
679	DropItemNew22.UITex	0	道具	未分类		
680	DropItemNew23.UITex	0	道具	未分类		
681	DropItemNew24.UITex	0	道具	未分类		
682	DropItemNew25.UITex	0	道具	未分类		
683	DropItemNew26.UITex	0	道具	未分类		
684	DropItemNew27.UITex	0	道具	未分类		
685	DropItemNew28.UITex	0	道具	未分类		
686	DropItemNew29.UITex	0	道具	未分类		
687	DropItemNew30.UITex	0	道具	未分类		
688	DropItemNew31.UITex	0	道具	未分类		
689	DropItemNew32.UITex	0	道具	未分类		
690	DropItemNew33.UITex	0	道具	布料与线团		
691	DropItemNew34.UITex	0	道具	布料与线团		
692	DropItemNew35.UITex	0	道具	未分类		
693	DropItemNew36.UITex	0	道具	未分类		
694	DropItemNew37.UITex	0	道具	未分类		
695	DropItemNew38.UITex	0	道具	未分类		
696	DropItemNew39.UITex	0	道具	未分类		
697	DropItemNew40.UITex	0	道具	未分类		
698	DropItemNew41.UITex	0	道具	未分类		
699	DropItemNew42.UITex	0	道具	未分类		
700	DropItemNew43.UITex	0	道具	未分类		
701	DropItemNew44.UITex	0	道具	未分类		
702	DropItemNew45.UITex	0	道具	未分类		
703	DropItemNew46.UITex	0	道具	未分类		
704	DropItemNew47.UITex	0	道具	未分类		
705	DropItemNew48.UITex	0	道具	未分类		
706	DropItemNew49.UITex	0	道具	植物		
707	DropItemNew50.UITex	0	道具	布料与线团		
708	DropItemNew51.UITex	0	道具	未分类		
709	DropItemNew52.UITex	0	道具	布料与线团		
710	DropItemNew53.UITex	0	道具	动物与器官		
711	DropItemNew54.UITex	0	道具	动物与器官		
712	DropItemNew55.UITex	0	道具	未分类		
713	DropItemNew56.UITex	0	道具	未分类		
714	DropItemNew57.UITex	0	道具	动物与器官		
715	DropItemNew58.UITex	0	道具	皮料		
716	DropItemNew59.UITex	0	道具	动物与器官		
717	DropItemNew60.UITex	0	道具	未分类		
718	DropItemNew61.UITex	0	道具	未分类		
719	DropItemNew62.UITex	0	道具	未分类		
720	DropItemNew63.UITex	0	道具	动物与器官		
721	DropItemNew64.UITex	0	道具	未分类		
722	DropItemNew65.UITex	0	道具	未分类		
723	DropItemNew66.UITex	0	道具	未分类		
724	DropItemNew67.UITex	0	道具	未分类		
725	DropItemNew68.UITex	0	道具	未分类		
726	DropItemNew69.UITex	0	道具	未分类		
727	DropItemNew70.UITex	0	道具	未分类		
728	DropItemNew71.UITex	0	道具	动物与器官		
729	DropItemNew72.UITex	0	道具	未分类		
730	DropItemNew73.UITex	0	道具	动物与器官		
731	DropItemNew74.UITex	0	道具	未分类		
732	DropItemNew75.UITex	0	道具	未分类		
733	DropItemNew76.UITex	0	道具	未分类		
734	DropItemNew77.UITex	0	道具	动物与器官		
735	DropItemNew78.UITex	0	道具	动物与器官		
736	DropItemNew79.UITex	0	道具	未分类		
737	DropItemNew80.UITex	0	道具	动物与器官		
738	wpn_brush01.UITex	0	武器	笔		木
739	wpn_brush02.UITex	0	武器	笔		木
740	wpn_brush03.UITex	0	武器	笔		木
741	wpn_brush04.UITex	0	武器	笔		木
742	wpn_brush05.UITex	0	武器	笔		铜
743	wpn_brush06.UITex	0	武器	笔		铜
744	wpn_brush07.UITex	0	武器	笔		铜
745	wpn_brush08.UITex	0	武器	笔		铜
746	wpn_brush09.UITex	0	武器	笔		铁
747	wpn_brush10.UITex	0	武器	笔		铁
748	wpn_brush11.UITex	0	武器	笔		铁
749	wpn_brush12.UITex	0	武器	笔		铁
750	wpn_brush13.UITex	0	武器	笔		银
751	wpn_brush14.UITex	0	武器	笔		银
752	wpn_brush15.UITex	0	武器	笔		银
753	wpn_brush16.UITex	0	武器	笔		银
754	wpn_brush17.UITex	0	武器	笔		金
755	wpn_brush18.UITex	0	武器	笔		金
756	wpn_brush19.UITex	0	武器	笔		金
757	wpn_brush20.UITex	0	武器	笔		金
758	wpn_bullet01.UITex	0	武器	弓弦暗器	石子	
759	wpn_bullet02.UITex	0	武器	弓弦暗器	石子	
760	wpn_bullet03.UITex	0	武器	弓弦暗器	钉子	
761	wpn_bullet04.UITex	0	武器	弓弦暗器	钉子	
762	wpn_bullet05.UITex	0	武器	弓弦暗器	飞刀	
763	wpn_bullet06.UITex	0	武器	弓弦暗器	飞刀	
764	wpn_bullet07.UITex	0	武器	弓弦暗器	飞刀	
765	wpn_bullet08.UITex	0	武器	弓弦暗器	飞镖	
766	wpn_bullet09.UITex	0	武器	弓弦暗器	飞镖	
767	wpn_bullet10.UITex	0	武器	弓弦暗器	飞镖	
768	wpn_bullet11.UITex	0	武器	弓弦暗器	飞镖	
769	wpn_bullet12.UITex	0	武器	弓弦暗器	小箭	
770	wpn_bullet13.UITex	0	武器	弓弦暗器	小箭	
771	wpn_bullet14.UITex	0	武器	弓弦暗器	铁珠	
772	wpn_bullet15.UITex	0	武器	弓弦暗器	铁珠	
773	wpn_double01.UITex	0	武器	双兵	双剑	木
774	wpn_double02.UITex	0	武器	双兵	双剑	木
775	wpn_double03.UITex	0	武器	双兵	双剑	木
776	wpn_double04.UITex	0	武器	双兵	双剑	铁
777	wpn_double05.UITex	0	武器	双兵	双剑	铁
778	wpn_double06.UITex	0	武器	双兵	双剑	铁
779	wpn_double07.UITex	0	武器	双兵	双剑	铜
780	wpn_double08.UITex	0	武器	双兵	双剑	铜
781	wpn_double09.UITex	0	武器	双兵	双剑	铜
782	wpn_double10.UITex	0	武器	双兵	双剑	银
783	wpn_double11.UITex	0	武器	双兵	双剑	银
784	wpn_double12.UITex	0	武器	双兵	双剑	银
785	wpn_double13.UITex	0	武器	双兵	双剑	金
786	wpn_double14.UITex	0	武器	双兵	双剑	金
787	wpn_double15.UITex	0	武器	双兵	双剑	金
788	wpn_double16.UITex	0	武器	双兵	双环	
789	wpn_double17.UITex	0	武器	双兵	双环	
790	wpn_double18.UITex	0	武器	双兵	双钩	
791	wpn_double19.UITex	0	武器	双兵	双钩	
792	wpn_double20.UITex	0	武器	双兵	双刀	
793	wpn_double21.UITex	0	武器	双兵	双刀	
794	wpn_double22.UITex	0	武器	双兵	双扇	
795	wpn_double22b.UITex	0	武器	双兵	双扇	
796	wpn_double23.UITex	0	武器	双兵	双扇	
797	wpn_double23b.UITex	0	武器	双兵	双扇	
798	wpn_longdis01.UITex	0	武器	投掷囊	弹弓	木
799	wpn_longdis02.UITex	0	武器	投掷囊	弹弓	木
800	wpn_longdis03.UITex	0	武器	投掷囊	弹弓	木
801	wpn_longdis04.UITex	0	武器	投掷囊	弹弓	木
802	wpn_longdis05.UITex	0	武器	投掷囊	飞刀袋	
803	wpn_longdis06.UITex	0	武器	投掷囊	飞刀袋	
804	wpn_longdis07.UITex	0	武器	投掷囊	飞刀袋	
805	wpn_longdis08.UITex	0	武器	投掷囊	飞刀袋	
806	wpn_longdis09.UITex	0	武器	投掷囊	暗器袋、暗器囊	
807	wpn_longdis10.UITex	0	武器	投掷囊	暗器袋、暗器囊	
808	wpn_longdis11.UITex	0	武器	投掷囊	暗器袋、暗器囊	
809	wpn_longdis12.UITex	0	武器	投掷囊	暗器袋、暗器囊	
810	wpn_longdis13.UITex	0	武器	投掷囊	袖箭	
811	wpn_longdis14.UITex	0	武器	投掷囊	袖箭	
812	wpn_longdis15.UITex	0	武器	投掷囊	手弩	
813	wpn_longdis16.UITex	0	武器	投掷囊	手弩	
814	wpn_longdis17.UITex	0	武器	投掷囊	发射机关	
815	wpn_longdis18.UITex	0	武器	投掷囊	发射机关	
816	wpn_longdis19.UITex	0	武器	弓弦暗器	发射机关	
817	wpn_longdis20.UITex	0	武器	弓弦暗器	发射机关	
818	wpn_longdis21.UITex	0	武器	投掷囊	抛兜	
819	wpn_longdis22.UITex	0	武器	投掷囊	抛兜	
820	wpn_longdis23.UITex	0	武器	投掷囊	抛兜	
821	wpn_longdis24.UITex	0	武器	投掷囊	抛兜	
822	wpn_spear01.UITex	0	武器	枪		铜
823	wpn_spear02.UITex	0	武器	枪		铜
824	wpn_spear03.UITex	0	武器	枪		铜
825	wpn_spear04.UITex	0	武器	枪		铜
826	wpn_spear05.UITex	0	武器	枪		铁
827	wpn_spear06.UITex	0	武器	枪		铁
828	wpn_spear07.UITex	0	武器	枪		铁
829	wpn_spear08.UITex	0	武器	枪		铁
830	wpn_spear09.UITex	0	武器	枪		银
831	wpn_spear10.UITex	0	武器	枪		银
832	wpn_spear11.UITex	0	武器	枪		银
833	wpn_spear12.UITex	0	武器	枪		银
834	wpn_spear13.UITex	0	武器	枪		金
835	wpn_spear14.UITex	0	武器	枪		金
836	wpn_spear15.UITex	0	武器	枪		金
837	wpn_spear16.UITex	0	武器	枪		金
838	wpn_sword01.UITex	0	武器	剑		木
839	wpn_sword02.UITex	0	武器	剑		木
840	wpn_sword03.UITex	0	武器	剑		木
841	wpn_sword04.UITex	0	武器	剑		
842	wpn_sword05.UITex	0	武器	剑		铜
843	wpn_sword06.UITex	0	武器	剑		铜
844	wpn_sword07.UITex	0	武器	剑		铜
845	wpn_sword08.UITex	0	武器	剑		铜
846	wpn_sword09.UITex	0	武器	剑		铁
847	wpn_sword10.UITex	0	武器	剑		铁
848	wpn_sword11.UITex	0	武器	剑		铁
849	wpn_sword12.UITex	0	武器	剑		铁
850	wpn_sword13.UITex	0	武器	剑		银
851	wpn_sword14.UITex	0	武器	剑		银
852	wpn_sword15.UITex	0	武器	剑		银
853	wpn_sword16.UITex	0	武器	剑		银
854	wpn_sword17.UITex	0	武器	剑		金
855	wpn_sword18.UITex	0	武器	剑		金
856	wpn_sword19.UITex	0	武器	剑		金
857	wpn_sword20.UITex	0	武器	剑		金
858	wpn_wand01.UITex	0	武器	棍	棒	木
859	wpn_wand02.UITex	0	武器	棍	棒	木
860	wpn_wand03.UITex	0	武器	棍	棒	木
861	wpn_wand04.UITex	0	武器	棍	棒	木
862	wpn_wand05.UITex	0	武器	棍	棒	铜
863	wpn_wand06.UITex	0	武器	棍	棒	铜
864	wpn_wand07.UITex	0	武器	棍	棒	铜
865	wpn_wand08.UITex	0	武器	棍	棒	铜
866	wpn_wand09.UITex	0	武器	棍	棒	铁
867	wpn_wand10.UITex	0	武器	棍	棒	铁
868	wpn_wand11.UITex	0	武器	棍	棒	铁
869	wpn_wand12.UITex	0	武器	棍	棒	铁
870	wpn_wand13.UITex	0	武器	棍	棒	银
871	wpn_wand14.UITex	0	武器	棍	棒	银
872	wpn_wand15.UITex	0	武器	棍	棒	银
873	wpn_wand16.UITex	0	武器	棍	棒	银
874	wpn_wand17.UITex	0	武器	棍	棒	金
875	wpn_wand18.UITex	0	武器	棍	棒	金
876	wpn_wand19.UITex	0	武器	棍	棒	金
877	wpn_wand20.UITex	0	武器	棍	棒	金
878	system01.UITex	0	道具	系统		
879	system02.UITex	0	道具	系统		
880	system03.UITex	0	道具	系统		
881	system04.UITex	0	道具	系统		
882	system05.UITex	0	道具	系统		
883	system06.UITex	0	道具	系统		
884	system07.UITex	0	道具	系统		
885	system08.UITex	0	道具	系统		
886	skill_qixiu01.UITex	0	技能	七秀		
887	skill_qixiu02.UITex	0	技能	七秀		
888	skill_qixiu03.UITex	0	技能	七秀		
889	skill_qixiu04.UITex	0	技能	七秀		
890	skill_qixiu05.UITex	0	技能	七秀		
891	skill_qixiu06.UITex	0	技能	七秀		
892	skill_qixiu07.UITex	0	技能	七秀		
893	skill_qixiu08.UITex	0	技能	七秀		
894	skill_qixiu09.UITex	0	技能	七秀		
895	skill_qixiu10.UITex	0	技能	七秀		
896	skill_qixiu11.UITex	0	技能	七秀		
897	skill_qixiu12.UITex	0	技能	七秀		
898	skill_qixiu13.UITex	0	技能	七秀		
899	skill_qixiu14.UITex	0	技能	七秀		
900	skill_qixiu15.UITex	0	技能	七秀		
901	skill_qixiu16.UITex	0	技能	七秀		
902	skill_qixiu17.UITex	0	技能	七秀		
903	skill_qixiu18.UITex	0	技能	七秀		
904	skill_qixiu19.UITex	0	技能	七秀		
905	skill_qixiu20.UITex	0	技能	七秀		
906	skill_qixiu21.UITex	0	技能	七秀		
907	skill_qixiu22.UITex	0	技能	七秀		
908	skill_qixiu23.UITex	0	技能	七秀		
909	skill_qixiu24.UITex	0	技能	七秀		
910	skill_qixiu25.UITex	0	技能	七秀		
911	skill_qixiu26.UITex	0	技能	七秀		
912	skill_qixiu27.UITex	0	技能	七秀		
913	skill_qixiu28.UITex	0	技能	七秀		
914	skill_qixiu29.UITex	0	技能	七秀		
915	skill_qixiu30.UITex	0	技能	七秀		
916	quest_7201.UITex	0	道具	未分类		
917	quest_7202.UITex	0	道具	未分类		
918	quest_7203.UITex	0	道具	动物与器官		
919	quest_7204.UITex	0	道具	未分类		
920	quest_7205.UITex	0	道具	未分类		
921	quest_7206.UITex	0	防具	鞋		
922	quest_7207.UITex	0	道具	植物		
923	quest_7208.UITex	0	道具	未分类		
924	quest_7209.UITex	0	道具	动物与器官		
925	quest_7210.UITex	0	道具	未分类		
926	quest_7211.UITex	0	道具	矿石与金属锭		
927	quest_7212.UITex	0	武器	弓弦暗器		
928	quest_7213.UITex	0	道具	未分类		
929	quest_7214.UITex	0	道具	动物与器官		
930	quest_7215.UITex	0	防具	帽子		
931	quest_7216.UITex	0	道具	未分类		
932	horse_01.UITex	0	防具	马匹相关		
933	quest_7217.UITex	0	道具	未分类		
934	craftstuff_01.UITex	0	道具	布料与线团		
935	craftstuff_02.UITex	0	道具	药品		
936	craftstuff_03.UITex	0	道具	矿石与金属锭		
937	craftstuff_04.UITex	0	道具	植物		
938	craftstuff_05.UITex	0	道具	皮料		
939	craftstuff_06.UITex	0	道具	动物与器官		
940	craftstuff_07.UITex	0	道具	皮料		
941	craftstuff_08.UITex	0	道具	矿石与金属锭		
942	craftstuff_09.UITex	0	道具	药品		
943	craftstuff_10.UITex	0	道具	药品		
944	craftstuff_11.UITex	0	道具	皮料		
945	craftstuff_12.UITex	0	道具	皮料		
946	craftstuff_13.UITex	0	道具	动物与器官		
947	craftstuff_14.UITex	0	道具	皮料		
948	craftstuff_15.UITex	0	防具	帽子		
949	craftstuff_16.UITex	0	道具	矿石与金属锭		
950	craftstuff_17.UITex	0	道具	皮料		
951	craftstuff_18.UITex	0	道具	动物与器官		
952	craftstuff_19.UITex	0	道具	布料与线团		
953	craftstuff_20.UITex	0	道具	植物		
954	craftstuff_21.UITex	0	道具	矿石与金属锭		
955	craftstuff_22.UITex	0	道具	皮料		
956	craftstuff_23.UITex	0	道具	布料与线团		
957	craftstuff_24.UITex	0	道具	植物		
958	craftstuff_25.UITex	0	道具	植物		
959	craftstuff_26.UITex	0	道具	布料与线团		
960	craftstuff_27.UITex	0	道具	皮料		
961	craftstuff_28.UITex	0	道具	动物与器官		
962	craftstuff_29.UITex	0	道具	植物		
963	craftstuff_30.UITex	0	道具	布料与线团		
964	craftstuff_31.UITex	0	道具	植物		
965	craftstuff_32.UITex	0	道具	药品		
966	craftstuff_33.UITex	0	道具	植物		
967	craftstuff_34.UITex	0	道具	植物		
968	craftstuff_35.UITex	0	道具	药品		
969	craftstuff_36.UITex	0	道具	皮料		
970	craftstuff_37.UITex	0	道具	布料与线团		
971	craftstuff_38.UITex	0	道具	皮料		
972	craftstuff_39.UITex	0	武器	弓弦暗器		
973	craftstuff_40.UITex	0	道具	植物		
974	craftstuff_41.UITex	0	道具	植物		
975	craftstuff_42.UITex	0	道具	布料与线团		
976	craftstuff_43.UITex	0	道具	药品		
977	craftstuff_44.UITex	0	道具	皮料		
978	craftstuff_45.UITex	0	道具	动物与器官		
979	craftstuff_46.UITex	0	道具	皮料		
980	reputation_01.UITex	0	防具	帽子		
981	reputation_02.UITex	0	道具	未分类		
982	reputation_03.UITex	0	道具	未分类		
983	reputation_04.UITex	0	武器	弓弦暗器		
984	reading_01.UITex	0	道具	阅读		
985	reading_02.UITex	0	道具	阅读		
986	reading_03.UITex	0	道具	阅读		
987	reading_04.UITex	0	道具	阅读		
988	reading_05.UITex	0	道具	阅读		
989	reading_06.UITex	0	道具	阅读		
990	reading_07.UITex	0	道具	阅读		
991	reading_08.UITex	0	道具	阅读		
992	reading_09.UITex	0	道具	阅读		
993	reading_10.UITex	0	道具	阅读		
994	reading_11.UITex	0	道具	阅读		
995	reading_12.UITex	0	道具	阅读		
996	reading_13.UITex	0	道具	阅读		
997	reading_14.UITex	0	道具	阅读		
998	reading_15.UITex	0	道具	阅读		
999	reading_16.UITex	0	道具	阅读		
1000	reading_17.UITex	0	道具	阅读		
1001	reading_18.UITex	0	道具	阅读		
1002	reading_19.UITex	0	道具	阅读		
1003	reading_20.UITex	0	道具	阅读		
1004	reading_21.UITex	0	道具	阅读		
1005	reading_22.UITex	0	道具	阅读		
1006	reading_23.UITex	0	道具	阅读		
1007	reading_24.UITex	0	道具	阅读		
1008	reading_25.UITex	0	道具	阅读		
1009	reading_26.UITex	0	道具	阅读		
1010	reading_27.UITex	0	道具	阅读		
1011	reading_28.UITex	0	道具	阅读		
1012	reading_29.UITex	0	道具	阅读		
1013	reading_30.UITex	0	道具	阅读		
1014	reading_31.UITex	0	道具	阅读		
1015	reading_32.UITex	0	道具	阅读		
1016	reading_33.UITex	0	道具	阅读		
1017	reading_34.UITex	0	道具	阅读		
1018	reading_35.UITex	0	道具	阅读		
1019	reading_36.UITex	0	道具	阅读		
1020	reading_37.UITex	0	道具	阅读		
1021	def_belt01.UITex	0	防具	腰带		布
1022	def_belt02.UITex	0	防具	腰带		布
1023	def_belt03.UITex	0	防具	腰带		布
1024	def_belt04.UITex	0	防具	腰带		布
1025	def_belt05.UITex	0	防具	腰带		皮
1026	def_belt06.UITex	0	防具	腰带		皮
1027	def_belt07.UITex	0	防具	腰带		皮
1028	def_belt08.UITex	0	防具	腰带		皮
1029	def_belt09.UITex	0	防具	腰带		铜
1030	def_belt10.UITex	0	防具	腰带		铜
1031	def_belt11.UITex	0	防具	腰带		铁
1032	def_belt12.UITex	0	防具	腰带		铁
1033	def_belt13.UITex	0	防具	腰带		银
1034	def_belt14.UITex	0	防具	腰带		银
1035	def_belt15.UITex	0	防具	腰带		金
1036	def_belt16.UITex	0	防具	腰带		金
1037	def_coat01.UITex	0	防具	上衣	长袍	布
1038	def_coat02.UITex	0	防具	上衣	长袍	布
1039	def_coat03.UITex	0	防具	上衣	长袍	布
1040	def_coat04.UITex	0	防具	上衣	长袍	布
1041	def_coat05.UITex	0	防具	上衣	长袍	皮
1042	def_coat06.UITex	0	防具	上衣	长袍	皮
1043	def_coat07.UITex	0	防具	上衣	长袍	皮
1044	def_coat08.UITex	0	防具	上衣	长袍	皮
1045	def_coat09.UITex	0	防具	上衣	短衣	布
1046	def_coat10.UITex	0	防具	上衣	短衣	布
1047	def_coat11.UITex	0	防具	上衣	短衣	布
1048	def_coat12.UITex	0	防具	上衣	短衣	布
1049	def_coat13.UITex	0	防具	上衣	短衣	皮
1050	def_coat14.UITex	0	防具	上衣	短衣	皮
1051	def_coat15.UITex	0	防具	上衣	短衣	皮
1052	def_coat16.UITex	0	防具	上衣	短衣	皮
1053	def_coat17.UITex	0	防具	上衣	铠甲	皮
1054	def_coat18.UITex	0	防具	上衣	铠甲	皮
1055	def_coat19.UITex	0	防具	上衣	铠甲	皮
1056	def_coat20.UITex	0	防具	上衣	铠甲	皮
1057	def_coat21.UITex	0	防具	上衣	铠甲	铜
1058	def_coat22.UITex	0	防具	上衣	铠甲	铜
1059	def_coat23.UITex	0	防具	上衣	铠甲	金
1060	def_coat24.UITex	0	防具	上衣	铠甲	金
1061	def_coat25.UITex	0	防具	上衣	铠甲	铁
1062	def_coat26.UITex	0	防具	上衣	铠甲	铁
1063	def_coat27.UITex	0	防具	上衣	铠甲	银
1064	def_coat28.UITex	0	防具	上衣	铠甲	银
1065	def_cuff01.UITex	0	防具	护臂	缠手	布
1066	def_cuff02.UITex	0	防具	护臂	缠手	布
1067	def_cuff03.UITex	0	防具	护臂	缠手	布
1068	def_cuff04.UITex	0	防具	护臂	缠手	布
1069	def_cuff05.UITex	0	防具	护臂	缠手	皮
1070	def_cuff06.UITex	0	防具	护臂	缠手	皮
1071	def_cuff07.UITex	0	防具	护臂	缠手	皮
1072	def_cuff08.UITex	0	防具	护臂	缠手	皮
1073	def_cuff09.UITex	0	防具	护臂	手套	布
1074	def_cuff10.UITex	0	防具	护臂	手套	布
1075	def_cuff11.UITex	0	防具	护臂	手套	布
1076	def_cuff12.UITex	0	防具	护臂	手套	布
1077	def_cuff13.UITex	0	防具	护臂	手套	皮
1078	def_cuff14.UITex	0	防具	护臂	手套	皮
1079	def_cuff15.UITex	0	防具	护臂	手套	皮
1080	def_cuff16.UITex	0	防具	护臂	手套	皮
1081	def_cuff17.UITex	0	防具	护臂	手套	铜
1082	def_cuff18.UITex	0	防具	护臂	手套	铜
1083	def_cuff19.UITex	0	防具	护臂	手套	铁
1084	def_cuff20.UITex	0	防具	护臂	手套	铁
1085	def_cuff21.UITex	0	防具	护臂	手套	银
1086	def_cuff22.UITex	0	防具	护臂	手套	银
1087	def_cuff23.UITex	0	防具	护臂	手套	金
1088	def_cuff24.UITex	0	防具	护臂	手套	金
1089	def_cuff25.UITex	0	防具	护臂	护腕	布
1090	def_cuff26.UITex	0	防具	护臂	护腕	布
1091	def_cuff27.UITex	0	防具	护臂	护腕	布
1092	def_cuff28.UITex	0	防具	护臂	护腕	布
1093	def_cuff29.UITex	0	防具	护臂	护腕	皮
1094	def_cuff30.UITex	0	防具	护臂	护腕	皮
1095	def_cuff31.UITex	0	防具	护臂	护腕	皮
1096	def_cuff32.UITex	0	防具	护臂	护腕	皮
1097	def_cuff33.UITex	0	防具	护臂	护腕	铜
1098	def_cuff34.UITex	0	防具	护臂	护腕	铜
1099	def_cuff35.UITex	0	防具	护臂	护腕	铁
1100	def_cuff36.UITex	0	防具	护臂	护腕	铁
