TabType	ID	Level	AucGenre	AucSubType	Name	BelongSchool	SetID	MagicKind	MagicType	GetType	PVE_PVP	Get_Force	Get_Desc	BelongMapID	PrestigeRequire
8	1486	50	4	1	风雅刺客吊坠	1		外功	破防	副本			{[温纱儿]}	18	
8	1487	52	4	1	风雅刺客吊坠	1		外功	破防	副本			{[温纱儿]}	18	
8	1488	54	4	1	风雅刺客吊坠	1		外功	破防	副本			{[温纱儿]}	18	
8	1489	56	4	1	风雅刺客吊坠	1		外功	破防	副本			{[温纱儿]}	18	
8	1490	50	4	2	修真石指环	3		内功	破防	副本			{[温纱儿]}	18	
8	1491	52	4	2	修真石指环	3		内功	破防	副本			{[温纱儿]}	18	
8	1492	54	4	2	修真石指环	3		内功	破防	副本			{[温纱儿]}	18	
8	1493	56	4	2	修真石指环	3		内功	破防	副本			{[温纱儿]}	18	
8	1494	41	4	1	黑色刺杀吊坠	3		内功	会心	副本			{[神策暗刺卫]}	14	
8	1495	43	4	1	黑色刺杀吊坠	3		内功	会心	副本			{[神策暗刺卫]}	14	
8	1496	45	4	1	黑色刺杀吊坠	3		内功	会心	副本			{[神策暗刺卫]}	14	
8	1497	47	4	1	黑色刺杀吊坠	3		内功	会心	副本			{[神策暗刺卫]}	14	
8	1498	34	4	2	偷天玉指环	3		外功	会心	副本			{[鲁飞]}	19	
8	1499	36	4	2	偷天玉指环	3		外功	会心	副本			{[鲁飞]}	19	
8	1500	38	4	2	偷天玉指环	3		外功	会心	副本			{[鲁飞]}	19	
8	1501	40	4	2	偷天玉指环	3		外功	会心	副本			{[鲁飞]}	19	
8	1502	33	4	3	玉晶坠	2		治疗		副本			{[华铁颅]}	17	
8	1503	35	4	3	玉晶坠	2		治疗		副本			{[华铁颅]}	17	
8	1504	37	4	3	玉晶坠	2		治疗		副本			{[华铁颅]}	17	
8	1505	39	4	3	玉晶坠	2		治疗		副本			{[华铁颅]}	17	
8	1506	32	4	2	玉流戒	3		内功		副本			{[李千水]}	20	
8	1507	34	4	2	玉流戒	3		内功		副本			{[李千水]}	20	
8	1508	36	4	2	玉流戒	3		内功		副本			{[李千水]}	20	
8	1509	38	4	2	玉流戒	3		内功		副本			{[李千水]}	20	
8	1510	32	4	3	武煌坠饰	1		防御	外防	副本			{[李千水]}	20	
8	1511	34	4	3	武煌坠饰	1		防御	外防	副本			{[李千水]}	20	
8	1512	36	4	3	武煌坠饰	1		防御	外防	副本			{[李千水]}	20	
8	1513	38	4	3	武煌坠饰	1		防御	外防	副本			{[李千水]}	20	
8	1514	58	4	1	徽明项链	5		防御	内防,外防	副本			{[吉汰]}	28	
8	1515	60	4	1	徽明项链	5		防御	内防,外防	副本			{[吉汰]}	28	
8	1516	62	4	1	徽明项链	5		防御	内防,外防	副本			{[吉汰]}	28	
8	1517	64	4	1	徽明项链	5		防御	内防,外防	副本			{[吉汰]}	28	
8	1518	12	4	2	缘·桃李之戒	0	123	内功		任务			{敬师堂前结英雄,换内功·桃李之戒}		
8	1519	30	4	2	缘·桃李之环	0	123	内功	无双	任务	PVE		{抚琴吹奏博欢颜,换内功·桃李之环}		
8	1520	40	4	3	缘·桃李之坠	0	123	内功	无双	任务	PVE		{渡尽劫波师父在,换内功·桃李之坠}		
8	1521	50	4	1	缘·桃李之链	0	123	内功	无双,破防	任务	PVE		{班门弄斧显身手,换内功·桃李之链}		
8	1522	12	4	2	风·桃李之戒	0	127	外功		任务			{敬师堂前结英雄,换外功·桃李之戒}		
8	1523	30	4	2	风·桃李之环	0	127	外功		任务			{换外功·桃李之环,抚琴吹奏博欢颜}		
8	1524	40	4	3	风·桃李之坠	0	127	外功		任务			{换外功·桃李之坠,渡尽劫波师父在}		
8	1525	50	4	1	风·桃李之链	0	127	外功	破防	任务			{班门弄斧显身手,换外功·桃李之链}		
8	1526	140	4	1	萃宇链	3		外功	会心	副本			{[王海银]}	32	
8	1527	142	4	1	萃宇链	3		外功	会心	副本			{[王海银]}	32	
8	1528	144	4	1	萃宇链	3		外功	会心	副本			{[王海银]}	32	
8	1529	146	4	1	萃宇链	3		外功	会心	副本			{[王海银]}	32	
8	1530	140	4	2	杖环	5		内功	无双,破防	副本	PVE		{[朱癸]}	32	
8	1531	142	4	2	杖环	5		内功	无双,破防	副本	PVE		{[朱癸]}	32	
8	1532	144	4	2	杖环	5		内功	无双,破防	副本	PVE		{[朱癸]}	32	
8	1533	146	4	2	杖环	5		内功	无双,破防	副本	PVE		{[朱癸]}	32	
8	1534	140	4	1	参虚	3		内功	会心	副本			{[平等]}	32	
8	1535	142	4	1	参虚	3		内功	会心	副本			{[平等]}	32	
8	1536	144	4	1	参虚	3		内功	会心	副本			{[平等]}	32	
8	1537	146	4	1	参虚	3		内功	会心	副本			{[平等]}	32	
8	1538	140	4	2	虎牙戒	1		外功	破防	副本			{[平等]}	32	
8	1539	142	4	2	虎牙戒	1		外功	破防	副本			{[平等]}	32	
8	1540	144	4	2	虎牙戒	1		外功	破防	副本			{[平等]}	32	
8	1541	146	4	2	虎牙戒	1		外功	破防	副本			{[平等]}	32	
8	1542	140	4	3	意远	2		治疗		副本			{[平等]}	32	
8	1543	142	4	3	意远	2		治疗	会心	副本			{[平等]}	32	
8	1544	144	4	3	意远	2		治疗	会心	副本			{[平等]}	32	
8	1545	146	4	3	意远	2		治疗	会心	副本			{[平等]}	32	
8	1546	140	4	3	无欲刚	3		外功	破防	副本			{[掌火]}	32	
8	1547	142	4	3	无欲刚	3		外功	破防	副本			{[掌火]}	32	
8	1548	144	4	3	无欲刚	3		外功	破防	副本			{[掌火]}	32	
8	1549	146	4	3	无欲刚	3		外功	破防	副本			{[掌火]}	32	
8	1550	140	4	3	维众	5		防御	内防,外防	副本			{[镇恶]}	32	
8	1551	142	4	3	维众	5		防御	无双,内防,外防	副本	PVE		{[镇恶]}	32	
8	1552	144	4	3	维众	5		防御	无双,内防,外防	副本	PVE		{[镇恶]}	32	
8	1553	146	4	3	维众	5		防御	无双,内防,外防	副本	PVE		{[镇恶]}	32	
8	1554	140	4	1	莲丛	5		内功	破防	副本			{[镇恶]}	32	
8	1555	142	4	1	莲丛	5		内功	破防	副本			{[镇恶]}	32	
8	1556	144	4	1	莲丛	5		内功	破防	副本			{[镇恶]}	32	
8	1557	146	4	1	莲丛	5		内功	破防	副本			{[镇恶]}	32	
8	1558	140	4	2	御伤	1		防御	外防	副本			{[镇恶]}	32	
8	1559	142	4	2	御伤	1		防御	无双,外防	副本	PVE		{[镇恶]}	32	
8	1560	144	4	2	御伤	1		防御	无双,外防	副本	PVE		{[镇恶]}	32	
8	1561	146	4	2	御伤	1		防御	无双,外防	副本	PVE		{[镇恶]}	32	
8	1562	145	4	2	混天环	3		内功	会心	副本			{[风火云三使]}	32	
8	1563	147	4	2	混天环	3		内功	会心	副本			{[风火云三使]}	32	
8	1564	149	4	2	混天环	3		内功	会心	副本			{[风火云三使]}	32	
8	1565	151	4	2	混天环	3		内功	会心	副本			{[风火云三使]}	32	
8	1566	145	4	2	断七情	4		治疗	会心	副本			{[风火云三使]}	32	
8	1567	147	4	2	断七情	4		治疗	会心	副本			{[风火云三使]}	32	
8	1568	149	4	2	断七情	4		治疗	会心	副本			{[风火云三使]}	32	
8	1569	151	4	2	断七情	4		治疗	会心	副本			{[风火云三使]}	32	
8	1570	140	4	2	孑一身	4		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1571	142	4	2	孑一身	4		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1572	144	4	2	孑一身	4		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1573	146	4	2	孑一身	4		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1574	140	4	3	尽虚空	5		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1575	142	4	3	尽虚空	5		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1576	144	4	3	尽虚空	5		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1577	146	4	3	尽虚空	5		内功	无双,破防	副本	PVE		{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1578	140	4	1	水墨丹心	2		治疗	会心	副本			{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1579	142	4	1	水墨丹心	2		治疗	会心	副本			{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1580	144	4	1	水墨丹心	2		治疗	会心	副本			{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1581	146	4	1	水墨丹心	2		治疗	会心	副本			{[武煌卫典狱长,伏击武僧,迦兰武僧,戒律僧·邪水,武煌卫玄铁甲兵,诵经僧,炎火僧,明慧僧,武煌卫白耳刀兵,戒律僧·寒冰,武煌卫陷阵斧兵,武煌卫精锐锤兵,迦兰罗汉,武煌卫步伍,戒律僧·炎火,惩戒僧,苦行僧,燎原,狱卒,武煌卫伍长,迦兰武僧头目,武煌卫精锐斧兵,天竺僧头目]}	32	
8	1582	105	4	2	传灯戒	5		内功		副本			{[杨心羽]}	41	
8	1583	107	4	2	传灯戒	5		内功		副本			{[杨心羽]}	41	
8	1584	109	4	2	传灯戒	5		内功		副本			{[杨心羽]}	41	
8	1585	111	4	2	传灯戒	5		内功		副本			{[杨心羽]}	41	
8	1586	105	4	1	果缚链	5		内功		副本			{[朴宗资]}	36	
8	1587	107	4	1	果缚链	5		内功		副本			{[朴宗资]}	36	
8	1588	109	4	1	果缚链	5		内功		副本			{[朴宗资]}	36	
8	1589	111	4	1	果缚链	5		内功		副本			{[朴宗资]}	36	
8	1590	100	4	3	苏武节	2		治疗		副本			{[煞灵魔尸]}	37	
8	1591	102	4	3	苏武节	2		治疗		副本			{[煞灵魔尸]}	37	
8	1592	104	4	3	苏武节	2		治疗		副本			{[煞灵魔尸]}	37	
8	1593	106	4	3	苏武节	2		治疗		副本			{[煞灵魔尸]}	37	
8	1594	105	4	3	推解坠	4		治疗	会心	副本			{[水中月、镜中花、空中云]}	45	
8	1595	107	4	3	推解坠	4		治疗	会心	副本			{[水中月、镜中花、空中云]}	45	
8	1596	109	4	3	推解坠	4		治疗	会心	副本			{[水中月、镜中花、空中云]}	45	
8	1597	111	4	3	推解坠	4		治疗	会心	副本			{[水中月、镜中花、空中云]}	45	
8	1598	115	4	2	一丸封	1		防御	外防	副本			{[阿里曼入教主祭司]}	40	
8	1599	117	4	2	一丸封	1		防御	外防	副本			{[阿里曼入教主祭司]}	40	
8	1600	119	4	2	一丸封	1		防御	外防	副本			{[阿里曼入教主祭司]}	40	
8	1601	121	4	2	一丸封	1		防御	外防	副本			{[阿里曼入教主祭司]}	40	
8	1602	115	4	2	山中宰相戒	2		内功	无双,命中	副本	PVE		{[道衍]}	42	
8	1603	117	4	2	山中宰相戒	2		内功	无双,命中	副本	PVE		{[道衍]}	42	
8	1604	119	4	2	山中宰相戒	2		内功	无双,命中	副本	PVE		{[道衍]}	42	
8	1605	121	4	2	山中宰相戒	2		内功	无双,命中	副本	PVE		{[道衍]}	42	
8	1606	115	4	3	钓鳌坠	4		内功	无双,命中	副本	PVE		{[李裳秋]}	42	
8	1607	117	4	3	钓鳌坠	4		内功	无双,命中	副本	PVE		{[李裳秋]}	42	
8	1608	119	4	3	钓鳌坠	4		内功	无双,命中	副本	PVE		{[李裳秋]}	42	
8	1609	121	4	3	钓鳌坠	4		内功	无双,命中	副本	PVE		{[李裳秋]}	42	
8	1610	115	4	3	项王双瞳坠	1		防御	外防	副本			{[尸灵武者]}	44	
8	1611	117	4	3	项王双瞳坠	1		防御	外防	副本			{[尸灵武者]}	44	
8	1612	119	4	3	项王双瞳坠	1		防御	外防	副本			{[尸灵武者]}	44	
8	1613	121	4	3	项王双瞳坠	1		防御	外防	副本			{[尸灵武者]}	44	
8	1614	115	4	1	青牛真气链	2		内功	无双,命中	副本	PVE		{[谢云流]}	44	
8	1615	117	4	1	青牛真气链	2		内功	无双,命中	副本	PVE		{[谢云流]}	44	
8	1616	119	4	1	青牛真气链	2		内功	无双,命中	副本	PVE		{[谢云流]}	44	
8	1617	121	4	1	青牛真气链	2		内功	无双,命中	副本	PVE		{[谢云流]}	44	
8	1618	115	4	3	彭尸坠	3		内功	会心,无双	副本	PVE		{[齐宗强]}	47	
8	1619	117	4	3	彭尸坠	3		内功	会心,无双	副本	PVE		{[齐宗强]}	47	
8	1620	119	4	3	彭尸坠	3		内功	会心,无双	副本	PVE		{[齐宗强]}	47	
8	1621	121	4	3	彭尸坠	3		内功	会心,无双	副本	PVE		{[齐宗强]}	47	
8	1622	120	4	2	无盐戒	4		内功	无双,命中	副本	PVE		{[熊奎、汪莽]}	47	
8	1623	122	4	2	无盐戒	4		内功	无双,命中	副本	PVE		{[熊奎、汪莽]}	47	
8	1624	124	4	2	无盐戒	4		内功	无双,命中	副本	PVE		{[熊奎、汪莽]}	47	
8	1625	126	4	2	无盐戒	4		内功	无双,命中	副本	PVE		{[熊奎、汪莽]}	47	
8	1626	30	4	5	食	0	0	通用		商店			{}		
8	1627	60	4	1	御厨七宝链·神	0		内功							
8	1628	60	4	1	御厨七宝链·威	0		外功							
8	1629	60	4	2	御厨勾涎戒	0		通用							
8	1630	120	4	2	卯电戒	3		外功	会心,无双		PVE				
8	1631	120	4	2	卯山戒	1		防御	拆招,招架,外防						
8	1632	120	4	2	卯羽戒	4		治疗							
8	1633	120	4	3	卯梅饰	2		内功	无双,破防		PVE				
8	1634	120	4	3	卯定珠	5		防御	外防						
8	1635	120	4	2	卯悟戒	5		内功	命中						
8	1636	120	4	1	卯悟串	5		内功	无双,命中		PVE				
8	1637	145	4	2	那伽定	5		防御	无双,外防,命中	副本	PVE		{[风火云三使]}	46	
8	1638	147	4	2	那伽定	5		防御	无双,外防,命中	副本	PVE		{[风火云三使]}	46	
8	1639	149	4	2	那伽定	5		防御	无双,外防,命中	副本	PVE		{[风火云三使]}	46	
8	1640	151	4	2	那伽定	5		防御	无双,外防,命中	副本,掉落	PVE		{[风火云三使]},{叛逃者的包裹}	46	
8	1641	140	4	1	浮屠道	5		防御	无双,内防,外防,命中	副本	PVE		{[王海银]}	46	
8	1642	142	4	1	浮屠道	5		防御	无双,内防,外防,命中	副本	PVE		{[王海银]}	46	
8	1643	144	4	1	浮屠道	5		防御	无双,内防,外防,命中	副本	PVE		{[王海银]}	46	
8	1644	146	4	1	浮屠道	5		防御	无双,内防,外防,命中	副本	PVE		{[王海银]}	46	
8	1645	140	4	1	姑射链	4		内功	会心,无双	副本	PVE		{[朱癸]}	46	
8	1646	142	4	1	姑射链	4		内功	会心,无双	副本	PVE		{[朱癸]}	46	
8	1647	144	4	1	姑射链	4		内功	会心,无双	副本	PVE		{[朱癸]}	46	
8	1648	146	4	1	姑射链	4		内功	会心,无双	副本	PVE		{[朱癸]}	46	
8	1649	140	4	1	樊哙链	1		防御	无双,外防,命中	副本	PVE		{[平等]}	46	
8	1650	142	4	1	樊哙链	1		防御	无双,外防,命中	副本	PVE		{[平等]}	46	
8	1651	144	4	1	樊哙链	1		防御	无双,外防,命中	副本	PVE		{[平等]}	46	
8	1652	146	4	1	樊哙链	1		防御	无双,外防,命中	副本	PVE		{[平等]}	46	
8	1653	140	4	1	孤鸾舞镜	4		治疗	会心	副本			{[掌火]}	46	
8	1654	142	4	1	孤鸾舞镜	4		治疗	会心	副本			{[掌火]}	46	
8	1655	144	4	1	孤鸾舞镜	4		治疗	会心	副本			{[掌火]}	46	
8	1656	146	4	1	孤鸾舞镜	4		治疗	会心	副本			{[掌火]}	46	
8	1657	140	4	3	魏犨坠	1		防御	拆招,无双,招架,外防,命中	副本	PVE		{[朱癸]}	46	
8	1658	142	4	3	魏犨坠	1		防御	拆招,无双,招架,外防,命中	副本	PVE		{[朱癸]}	46	
8	1659	144	4	3	魏犨坠	1		防御	拆招,无双,招架,外防,命中	副本	PVE		{[朱癸]}	46	
8	1660	146	4	3	魏犨坠	1		防御	拆招,无双,招架,外防,命中	副本	PVE		{[朱癸]}	46	
8	1661	140	4	3	精卫怨	4		内功	会心,无双	副本	PVE		{[平等]}	46	
8	1662	142	4	3	精卫怨	4		内功	会心,无双	副本	PVE		{[平等]}	46	
8	1663	144	4	3	精卫怨	4		内功	会心,无双	副本	PVE		{[平等]}	46	
8	1664	146	4	3	精卫怨	4		内功	会心,无双	副本	PVE		{[平等]}	46	
8	1665	140	4	3	阿耆尼护符	5		内功	会心,无双,命中	副本	PVE		{[掌火]}	46	
8	1666	142	4	3	阿耆尼护符	5		内功	会心,无双,命中	副本	PVE		{[掌火]}	46	
8	1667	144	4	3	阿耆尼护符	5		内功	会心,无双,命中	副本	PVE		{[掌火]}	46	
8	1668	146	4	3	阿耆尼护符	5		内功	会心,无双,命中	副本	PVE		{[掌火]}	46	
8	1669	140	4	3	佽飞勇	1		外功	会心,无双,命中	副本	PVE		{[镇恶]}	46	
8	1670	142	4	3	佽飞勇	1		外功	会心,无双,命中	副本	PVE		{[镇恶]}	46	
8	1671	144	4	3	佽飞勇	1		外功	会心,无双,命中	副本	PVE		{[镇恶]}	46	
8	1672	146	4	3	佽飞勇	1		外功	会心,无双,命中	副本	PVE		{[镇恶]}	46	
8	1673	145	4	3	君平卜	2		内功	会心,无双,命中	副本	PVE		{[风火云三使]}	46	
8	1674	147	4	3	君平卜	2		内功	会心,无双,命中	副本	PVE		{[风火云三使]}	46	
8	1675	149	4	3	君平卜	2		内功	会心,无双,命中	副本	PVE		{[风火云三使]}	46	
8	1676	151	4	3	君平卜	2		内功	会心,无双,命中	副本,掉落	PVE		{[风火云三使]},{叛逃者的包裹}	46	
8	1677	140	4	2	离宫剑芒	3		外功	无双,命中	副本	PVE		{[王海银]}	46	
8	1678	142	4	2	离宫剑芒	3		外功	无双,命中	副本	PVE		{[王海银]}	46	
8	1679	144	4	2	离宫剑芒	3		外功	无双,命中	副本	PVE		{[王海银]}	46	
8	1680	146	4	2	离宫剑芒	3		外功	无双,命中	副本	PVE		{[王海银]}	46	
8	1681	130	4	3	鳌犀怒	0		内功		任务			{我持掌中火，锻鳌犀}		
8	1682	130	4	3	巳山坠	1		防御	拆招,招架,外防						
8	1683	130	4	1	巳雨链	3		内功	会心,无双,命中		PVE				
8	1684	130	4	1	巳山链	1		防御	拆招,招架,外防						
8	1685	130	4	1	巳火链	1		外功	无双,破防		PVE				
8	1686	130	4	3	巳火坠	1		外功	无双,破防		PVE				
8	1687	130	4	1	巳桂链	2		治疗	会心						
8	1688	130	4	2	巳桂戒	2		治疗	会心						
8	1689	130	4	3	巳徵佩	4		治疗							
8	1690	130	4	3	巳商佩	4		内功	无双,破防		PVE				
8	1691	140	4	3	战龙符	1		外功	破防	副本			{[千手观音]}	32	
8	1692	140	4	3	离掌珠	4		内功	会心	副本			{[千手观音]}	32	
8	1693	140	4	3	珠尘梦	2		治疗		副本			{[千手观音]}	32	
8	1694	140	4	3	破无明	5		内功	破防	副本			{[千手观音]}	32	
8	1695	140	4	3	偓佺坠	3		内功	破防	副本			{[千手观音]}	32	
8	1696	140	4	3	毗琉璃之令	5		防御	无双,内防,外防,命中	副本	PVE		{[千手观音]}	32	
8	1697	15	4	5	龙鸣笙	0		通用							
8	1698	22	4	1	金珠璎珞	6		外功		任务			{奇效秘方送佳人}		
8	1699	24	4	3	紫玉佩	6		外功		任务			{好自为之自斟酌}		
8	1700	26	4	2	青雀玛瑙戒	6		外功		任务			{盗与娼·亡命死要钱}		
8	1701	28	4	2	白龙金玉戒	6		外功		任务			{霸刀·傲世狂刀}		
8	1702	25	4	4	黄龙剑谱	0		通用							
8	1703	34	4	2	伯仲指环	6		外功		副本			{[叶芳致]}	51	
8	1704	36	4	2	伯仲指环	6		外功		副本			{[叶芳致]}	51	
8	1705	38	4	2	伯仲指环	6		外功		副本			{[叶芳致]}	51	
8	1706	40	4	2	伯仲指环	6		外功		副本			{[叶芳致]}	51	
8	1707	34	4	1	古越链	6		外功		副本			{[叶芳致]}	51	
8	1708	36	4	1	古越链	6		外功		副本			{[叶芳致]}	51	
8	1709	38	4	1	古越链	6		外功		副本			{[叶芳致]}	51	
8	1710	40	4	1	古越链	6		外功		副本			{[叶芳致]}	51	
8	1711	34	4	3	血蛇佩	6		外功	会心	副本			{[叶无心]}	51	
8	1712	36	4	3	血蛇佩	6		外功	会心	副本			{[叶无心]}	51	
8	1713	38	4	3	血蛇佩	6		外功	会心	副本			{[叶无心]}	51	
8	1714	40	4	3	血蛇佩	6		外功	会心	副本			{[叶无心]}	51	
8	1715	35	4	2	春晖戒	6		外功		副本			{[叶琦菲]}	51	
8	1716	37	4	2	春晖戒	6		外功		副本			{[叶琦菲]}	51	
8	1717	39	4	2	春晖戒	6		外功		副本			{[叶琦菲]}	51	
8	1718	41	4	2	春晖戒	6		外功		副本			{[叶琦菲]}	51	
8	1719	35	4	5	孟秋砚	6		外功		副本,声望,商店		藏剑	{[叶琦菲]},{藏剑乙字声望商},{装饰品店}	51	
8	1720	30	4	4	虬雷重剑	6		外功		任务			{宝剑赠英雄}		
8	1721	20	4	4	伯氏埙	6		外功		任务			{冶剑初成禀庄主}		
8	1734	115	4	2	焕淑戒	6		外功	御劲,破防	声望	PVP	浩气盟	{浩气盟乙字声望道具店}		敬重
8	1735	115	4	2	紫元戒	6		外功	会心,御劲	声望	PVP	恶人谷	{恶人谷乙字声望道具店}		敬重
8	1736	115	4	1	焕淑链	6		外功	御劲,破防	声望	PVP	浩气盟	{浩气盟乙字声望道具店}		敬重
8	1737	115	4	1	紫元链	6		外功	御劲,破防	声望	PVP	恶人谷	{恶人谷乙字声望道具店}		敬重
8	1738	115	4	3	焕淑坠	6		外功	御劲,破防	声望	PVP	浩气盟	{浩气盟乙字声望道具店}		敬重
8	1739	115	4	3	紫元坠	6		外功	御劲,破防	声望	PVP	恶人谷	{恶人谷乙字声望道具店}		敬重
8	1740	62	4	2	血锋戒	6		外功	会心,御劲		PVP				
8	1741	62	4	2	撼岳环	6		外功	御劲,破防		PVP				
8	1742	62	4	1	撼岳护颈	6		外功	御劲,破防		PVP				
8	1743	62	4	1	血锋项链	6		外功	会心,御劲		PVP				
8	1744	62	4	3	撼岳坠	6		外功	御劲,破防		PVP				
8	1745	62	4	3	血锋坠	6		外功	会心,御劲		PVP				
8	1746	130	4	2	开明环	6		外功	化劲,御劲,破防		PVP				
8	1747	130	4	2	宗严戒	6		外功	会心,化劲,御劲		PVP				
8	1748	130	4	1	丹水华	6		外功	化劲,御劲,破防		PVP				
8	1749	130	4	1	宗严垂饰	6		外功	会心,化劲,御劲		PVP				
8	1750	130	4	3	玉英坠饰	6		外功	化劲,御劲,破防		PVP				
8	1751	130	4	3	宗严坠饰	6		外功	会心,化劲,御劲		PVP				
8	1752	50	4	5	飞狐	0		通用							
8	1754	110	4	3	寅君坠	6		外功	无双,破防		PVE				
8	1755	120	4	2	卯秀戒	6		外功	会心,无双		PVE				
8	1757	105	4	2	悬剑戒	6		外功	无双,破防	副本	PVE		{[煞灵魔尸]}	37	
8	1758	107	4	2	悬剑戒	6		外功	无双,破防	副本	PVE		{[煞灵魔尸]}	37	
8	1759	109	4	2	悬剑戒	6		外功	无双,破防	副本	PVE		{[煞灵魔尸]}	37	
8	1760	111	4	2	悬剑戒	6		外功	无双,破防	副本	PVE		{[煞灵魔尸]}	37	
8	1761	115	4	1	玄阴链	6		外功		副本			{[玄阴子]}	42	
8	1762	117	4	1	玄阴链	6		外功		副本			{[玄阴子]}	42	
8	1763	119	4	1	玄阴链	6		外功		副本			{[玄阴子]}	42	
