BookID	SegmentID	BookItemIndex	BookNumber	Sort	SubSort	Type	BookName	SegmentName	Desc	PageNum	PageID_0	PageID_1	PageID_2	PageID_3	PageID_4	PageID_5	PageID_6	PageID_7	PageID_8	PageID_9
42	5	3001	8	3	2	1	琴典	琴典第五章	大唐四典之一，论琴之书。	2	1222	1223								
42	6	2858	8	3	2	1	琴典	琴典第六章	大唐四典之一，论琴之书。	2	1224	1225								
42	7	3001	8	3	2	1	琴典	琴典第七章	大唐四典之一，论琴之书。	4	1226	1229	1230	1231						
42	8	3001	8	3	2	1	琴典	琴典第八章	大唐四典之一，论琴之书。	2	1227	1228								
43	1	3001	8	3	1	2	诗经选录·卷三	木瓜	选于诗经，千古留名。	1	508									
43	2	2858	8	3	1	2	诗经选录·卷三	君子于役	选于诗经，千古留名。	1	509									
43	3	3528	8	3	1	2	诗经选录·卷三	君子阳阳	选于诗经，千古留名。	1	510									
43	4	3528	8	3	1	2	诗经选录·卷三	采葛	选于诗经，千古留名。	1	511									
43	5	2858	8	3	1	2	诗经选录·卷三	丘中有麻	选于诗经，千古留名。	1	512									
43	6	3001	8	3	1	2	诗经选录·卷三	叔于田	选于诗经，千古留名。	1	513									
43	7	3001	8	3	1	2	诗经选录·卷三	羔裘	选于诗经，千古留名。	1	514									
43	8	3001	8	3	1	2	诗经选录·卷三	有女同车	选于诗经，千古留名。	1	515									
44	1	3528	8	3	3	2	隐元兵器谱·笔	笔章第一	大唐武林兵器排行之笔章，隐元会所录。	1	593									
44	2	3001	8	3	3	2	隐元兵器谱·笔	笔章第二	大唐武林兵器排行之笔章，隐元会所录。	1	594									
44	3	2859	8	3	3	2	隐元兵器谱·笔	笔章第三	大唐武林兵器排行之笔章，隐元会所录。	1	595									
44	4	3001	8	3	3	2	隐元兵器谱·笔	笔章第四	大唐武林兵器排行之笔章，隐元会所录。	1	596									
44	5	2859	8	3	3	2	隐元兵器谱·笔	笔章第五	大唐武林兵器排行之笔章，隐元会所录。	1	597									
44	6	3001	8	3	3	2	隐元兵器谱·笔	笔章第六	大唐武林兵器排行之笔章，隐元会所录。	1	598									
44	7	2859	8	3	3	2	隐元兵器谱·笔	笔章第七	大唐武林兵器排行之笔章，隐元会所录。	2	599	600								
44	8	3001	8	3	3	2	隐元兵器谱·笔	笔章第八	大唐武林兵器排行之笔章，隐元会所录。	1	601									
45	1	3001	4	3	3	1	徐淮行医录	徐淮行医录之一	徐淮记述毕生行医足迹的笔记。	5	1872	1873	1874	1875	1876					
45	2	2858	4	3	3	1	徐淮行医录	徐淮行医录之二	徐淮记述毕生行医足迹的笔记。	4	1877	1878	1879	1880						
45	3	2859	4	3	3	1	徐淮行医录	徐淮行医录之三	徐淮记述毕生行医足迹的笔记。	3	1881	1882	1883							
45	4	2859	4	3	3	1	徐淮行医录	徐淮行医录之四	徐淮记述毕生行医足迹的笔记。	5	1884	1885	1886	1887	1888					
46	1	2858	4	3	3	1	大唐江湖录上卷	初唐四杰	记录武林重大事件之书。	3	1898	1899	1900							
46	2	2859	4	3	3	1	大唐江湖录上卷	天下三智惟逊一秋	记录武林重大事件之书。	2	1901	1902								
46	3	3001	4	3	3	1	大唐江湖录上卷	枫华谷之战	记录武林重大事件之书。	2	1903	1904								
46	4	2859	4	3	3	1	大唐江湖录上卷	延载惨变	记录武林重大事件之书。	2	1905	1906								
47	1	2859	7	3	1	2	青岩诗钞·卷三	秋夜长	万花谷文人所编纂的诗歌辑录。	1	548									
47	2	3528	7	3	1	2	青岩诗钞·卷三	滕王阁	万花谷文人所编纂的诗歌辑录。	1	549									
47	3	3001	7	3	1	2	青岩诗钞·卷三	江南弄	万花谷文人所编纂的诗歌辑录。	1	550									
47	4	3001	7	3	1	2	青岩诗钞·卷三	山亭夜宴	万花谷文人所编纂的诗歌辑录。	1	551									
47	5	2859	7	3	1	2	青岩诗钞·卷三	咏风	万花谷文人所编纂的诗歌辑录。	1	552									
47	6	2859	7	3	1	2	青岩诗钞·卷三	怀仙	万花谷文人所编纂的诗歌辑录。	1	553									
47	7	3001	7	3	1	2	青岩诗钞·卷三	杂曲	万花谷文人所编纂的诗歌辑录。	1	554									
48	1	2859	8	3	1	2	青岩诗钞·卷四	塞下曲（一）	万花谷文人所编纂的诗歌辑录。	2	555	556								
48	2	3001	8	3	1	2	青岩诗钞·卷四	塞下曲（二）	万花谷文人所编纂的诗歌辑录。	2	557	558								
48	3	3528	8	3	1	2	青岩诗钞·卷四	初日	万花谷文人所编纂的诗歌辑录。	1	559									
48	4	2859	8	3	1	2	青岩诗钞·卷四	从军行（一）	万花谷文人所编纂的诗歌辑录。	2	560	561								
48	5	2859	8	3	1	2	青岩诗钞·卷四	从军行（二）	万花谷文人所编纂的诗歌辑录。	2	562	563								
48	6	3001	8	3	1	2	青岩诗钞·卷四	从军行（三）	万花谷文人所编纂的诗歌辑录。	3	564	565	566							
48	7	3001	8	3	1	2	青岩诗钞·卷四	出塞	万花谷文人所编纂的诗歌辑录。	1	567									
48	8	2859	8	3	1	2	青岩诗钞·卷四	采莲曲二首	万花谷文人所编纂的诗歌辑录。	1	568									
49	1	2858	8	3	2	2	棋典	棋典第一章	大唐四典之一，论棋之书。	2	1232	1233								
49	2	3528	8	3	2	2	棋典	棋典第二章	大唐四典之一，论棋之书。	2	1234	1235								
49	3	3528	8	3	2	2	棋典	棋典第三章	大唐四典之一，论棋之书。	3	1236	1237	1238							
49	4	2858	8	3	2	2	棋典	棋典第四章	大唐四典之一，论棋之书。	1	1239									
49	5	2858	8	3	2	2	棋典	棋典第五章	大唐四典之一，论棋之书。	1	1240									
49	6	3001	8	3	2	2	棋典	棋典第六章	大唐四典之一，论棋之书。	2	1241	1242								
49	7	3001	8	3	2	2	棋典	棋典第七章	大唐四典之一，论棋之书。	1	1243									
49	8	2858	8	3	2	2	棋典	棋典第八章	大唐四典之一，论棋之书。	1	1244									
50	1	3528	7	3	1	2	太白诗稿·卷三	君道曲	青莲居士李太白的诗稿。	1	569									
50	2	2862	7	3	1	2	太白诗稿·卷三	久别离	青莲居士李太白的诗稿。	1	570									
50	3	2862	7	3	1	2	太白诗稿·卷三	古朗月行	青莲居士李太白的诗稿。	1	571									
50	4	2859	7	3	1	2	太白诗稿·卷三	独不见	青莲居士李太白的诗稿。	1	572									
50	5	3001	7	3	1	2	太白诗稿·卷三	鸣雁行	青莲居士李太白的诗稿。	1	573									
50	6	2859	7	3	1	2	太白诗稿·卷三	妾薄命	青莲居士李太白的诗稿。	1	574									
50	7	2858	7	3	1	2	太白诗稿·卷三	短歌行	青莲居士李太白的诗稿。	1	575									
51	1	2858	8	3	3	1	剑侠武林志·卷二	武林志卷二第一章	记载大唐武林见闻之书。	2	1267	1268								
51	2	2858	8	3	3	1	剑侠武林志·卷二	武林志卷二第二章	记载大唐武林见闻之书。	2	1269	1270								
51	3	3001	8	3	3	1	剑侠武林志·卷二	武林志卷二第三章	记载大唐武林见闻之书。	2	1271	1272								
51	4	2858	8	3	3	1	剑侠武林志·卷二	武林志卷二第四章	记载大唐武林见闻之书。	2	1273	1274								
51	5	2858	8	3	3	1	剑侠武林志·卷二	武林志卷二第五章	记载大唐武林见闻之书。	2	1275	1276								
51	6	2858	8	3	3	1	剑侠武林志·卷二	武林志卷二第六章	记载大唐武林见闻之书。	2	1277	1278								
51	7	2858	8	3	3	1	剑侠武林志·卷二	武林志卷二第七章	记载大唐武林见闻之书。	2	1279	1280								
51	8	3001	8	3	3	1	剑侠武林志·卷二	武林志卷二第八章	记载大唐武林见闻之书。	2	1281	1726								
52	1	2862	8	3	3	2	隐元兵器谱·剑	剑章第一	大唐武林兵器排行之剑章，隐元会所录。	1	584									
52	2	2862	8	3	3	2	隐元兵器谱·剑	剑章第二	大唐武林兵器排行之剑章，隐元会所录。	1	585									
52	3	2862	8	3	3	2	隐元兵器谱·剑	剑章第三	大唐武林兵器排行之剑章，隐元会所录。	1	586									
52	4	2862	8	3	3	2	隐元兵器谱·剑	剑章第四	大唐武林兵器排行之剑章，隐元会所录。	1	587									
52	5	2861	8	3	3	2	隐元兵器谱·剑	剑章第五	大唐武林兵器排行之剑章，隐元会所录。	1	588									
52	6	2862	8	3	3	2	隐元兵器谱·剑	剑章第六	大唐武林兵器排行之剑章，隐元会所录。	1	589									
52	7	2862	8	3	3	2	隐元兵器谱·剑	剑章第七	大唐武林兵器排行之剑章，隐元会所录。	1	590									
52	8	2862	8	3	3	2	隐元兵器谱·剑	剑章第八	大唐武林兵器排行之剑章，隐元会所录。	2	591	592								
53	1	3001	4	3	3	2	昆仑传	昆仑派山训	详细记录昆仑人文地理之书。	1	1889									
53	2	3529	4	3	3	1	昆仑传	昆仑派地理志	详细记录昆仑人文地理之书。	4	1890	1891	1892	1893						
53	3	2858	4	3	3	1	昆仑传	昆仑派风物志	详细记录昆仑人文地理之书。	3	1894	1895	1896							
53	4	2858	4	3	3	2	昆仑传	昆仑派历代掌门弟子	详细记录昆仑人文地理之书。	1	1897									
54	1	2859	7	3	3	2	隐元兵器谱·棍	棍章第一	大唐武林兵器排行之棍章，隐元会所录。	1	602									
54	2	3528	7	3	3	2	隐元兵器谱·棍	棍章第二	大唐武林兵器排行之棍章，隐元会所录。	1	603									
54	3	3001	7	3	3	2	隐元兵器谱·棍	棍章第三	大唐武林兵器排行之棍章，隐元会所录。	1	604									
54	4	2859	7	3	3	2	隐元兵器谱·棍	棍章第四	大唐武林兵器排行之棍章，隐元会所录。	1	605									
54	5	3001	7	3	3	2	隐元兵器谱·棍	棍章第五	大唐武林兵器排行之棍章，隐元会所录。	1	606									
54	6	2861	7	3	3	2	隐元兵器谱·棍	棍章第六	大唐武林兵器排行之棍章，隐元会所录。	1	607									
54	7	2859	7	3	3	2	隐元兵器谱·棍	棍章第七	大唐武林兵器排行之棍章，隐元会所录。	1	608									
55	1	3528	8	3	3	2	隐元兵器谱·枪	枪章第一	大唐武林兵器排行之枪章，隐元会所录。	1	610									
55	2	2861	8	3	3	2	隐元兵器谱·枪	枪章第二	大唐武林兵器排行之枪章，隐元会所录。	1	611									
55	3	2859	8	3	3	2	隐元兵器谱·枪	枪章第三	大唐武林兵器排行之枪章，隐元会所录。	1	612									
55	4	3001	8	3	3	2	隐元兵器谱·枪	枪章第四	大唐武林兵器排行之枪章，隐元会所录。	1	613									
55	5	3001	8	3	3	2	隐元兵器谱·枪	枪章第五	大唐武林兵器排行之枪章，隐元会所录。	1	614									
55	6	2859	8	3	3	2	隐元兵器谱·枪	枪章第六	大唐武林兵器排行之枪章，隐元会所录。	1	615									
55	7	3001	8	3	3	2	隐元兵器谱·枪	枪章第七	大唐武林兵器排行之枪章，隐元会所录。	1	616									
55	8	2859	8	3	3	2	隐元兵器谱·枪	枪章第八	大唐武林兵器排行之枪章，隐元会所录。	1	617									
56	1	3001	8	3	1	2	诗经选录·卷四	鸿雁	选于诗经，千古留名。	1	540									
56	2	2858	8	3	1	2	诗经选录·卷四	白驹	选于诗经，千古留名。	1	541									
56	3	2858	8	3	1	2	诗经选录·卷四	谷风	选于诗经，千古留名。	1	542									
56	4	3001	8	3	1	2	诗经选录·卷四	苕之华	选于诗经，千古留名。	1	543									
56	5	3001	8	3	1	2	诗经选录·卷四	维天之命	选于诗经，千古留名。	1	544									
56	6	3001	8	3	1	2	诗经选录·卷四	我将	选于诗经，千古留名。	1	545									
56	7	3001	8	3	1	2	诗经选录·卷四	臣工	选于诗经，千古留名。	1	546									
56	8	3001	8	3	1	2	诗经选录·卷四	丝衣	选于诗经，千古留名。	1	547									
57	1	3001	8	3	1	2	青岩诗钞·卷五	出石门	万花谷文人所编纂的诗歌辑录。	1	576									
57	2	3001	8	3	1	2	青岩诗钞·卷五	至分陕	万花谷文人所编纂的诗歌辑录。	1	577									
57	3	3528	8	3	1	2	青岩诗钞·卷五	从军行	万花谷文人所编纂的诗歌辑录。	1	578									
57	4	2858	8	3	1	2	青岩诗钞·卷五	王昭君	万花谷文人所编纂的诗歌辑录。	1	579									
57	5	2858	8	3	1	2	青岩诗钞·卷五	渡瓜步江	万花谷文人所编纂的诗歌辑录。	1	580									
57	6	3001	8	3	1	2	青岩诗钞·卷五	秋日送别	万花谷文人所编纂的诗歌辑录。	1	581									
57	7	3001	8	3	1	2	青岩诗钞·卷五	冬日宴	万花谷文人所编纂的诗歌辑录。	1	582									
57	8	2858	8	3	1	2	青岩诗钞·卷五	咏美人在天津桥	万花谷文人所编纂的诗歌辑录。	1	583									
58	1	3001	8	3	2	1	书典	书典第一章	大唐四典之一，论书之书。	4	1245	1246	1247	1685						
58	2	2858	8	3	2	1	书典	书典第二章	大唐四典之一，论书之书。	3	1248	1249	1250							
58	3	3001	8	3	2	1	书典	书典第三章	大唐四典之一，论书之书。	3	1251	1252	1253							
58	4	3001	8	3	2	1	书典	书典第四章	大唐四典之一，论书之书。	4	1254	1255	1256	1257						
58	5	3001	8	3	2	1	书典	书典第五章	大唐四典之一，论书之书。	3	1258	1259	1260							
58	6	3001	8	3	2	1	书典	书典第六章	大唐四典之一，论书之书。	2	1261	1262								
58	7	2858	8	3	2	1	书典	书典第七章	大唐四典之一，论书之书。	2	1263	1264								
58	8	2861	8	3	2	1	书典	书典第八章	大唐四典之一，论书之书。	2	1265	1266								
59	1	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其一	剑侠人物画卷	1	1316									
59	2	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其二	剑侠人物画卷	1	1317									
59	3	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其三	剑侠人物画卷	1	1318									
59	4	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其四	剑侠人物画卷	1	1319									
59	5	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其五	剑侠人物画卷	1	1320									
59	6	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其六	剑侠人物画卷	1	1321									
59	7	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其七	剑侠人物画卷	1	1322									
59	8	2859	8	3	5	3	剑侠人物图鉴·卷一	剑侠人物图鉴卷一其八	剑侠人物画卷	1	1323									
60	1	2859	8	3	3	1	书信辑录	王维林家书	大唐武林书信集。	4	1504	1505	1506	1507						
60	2	2859	8	3	3	1	书信辑录	邀药王入谷书	大唐武林书信集。	3	1789	1790	1791							
60	3	3529	8	3	3	1	书信辑录	邀书圣入谷书	大唐武林书信集。	2	1508	1509								
60	4	2859	8	3	3	1	书信辑录	邀工圣入谷书	大唐武林书信集。	2	1510	1511								
60	5	2862	8	3	3	1	书信辑录	邀少林赴名剑大会书	大唐武林书信集。	2	1512	1513								
60	6	2862	8	3	3	1	书信辑录	邀纯阳赴名剑大会书	大唐武林书信集。	2	1514	1515								
60	7	2859	8	3	3	1	书信辑录	邀七秀赴名剑大会书	大唐武林书信集。	2	1516	1517								
60	8	3001	8	3	3	1	书信辑录	邀天策赴名剑大会书	大唐武林书信集。	2	1518	1519								
61	1	3529	8	3	3	1	刺侠	豫让刺赵襄	关于刺客的记录。	6	1995	1996	1997	1998	1999	2000				
61	2	5486	8	3	3	1	刺侠	专诸刺王僚	关于刺客的记录。	6	2001	2002	2003	2004	2005	2006				
61	3	3529	8	3	3	1	刺侠	要离杀庆忌	关于刺客的记录。	3	2007	2008	2009							
61	4	3001	8	3	3	1	刺侠	曹沫劫桓公	关于刺客的记录。	2	2010	2011								
61	5	3001	8	3	3	1	刺侠	朱亥奉信陵	关于刺客的记录。	3	2012	2013	2014							
61	6	2858	8	3	3	1	刺侠	鉏鸒纵赵盾	关于刺客的记录。	2	2015	2016								
61	7	3001	8	3	3	1	刺侠	朱家显侠义	关于刺客的记录。	2	2017	2018								
61	8	3001	8	3	3	1	刺侠	剧孟有侠气	关于刺客的记录。	1	2019									
62	1	3529	8	3	3	2	隐元兵器谱·双兵	双兵第一	大唐武林兵器排行之双兵章，隐元会所录。	1	618									
62	2	3001	8	3	3	2	隐元兵器谱·双兵	双兵第二	大唐武林兵器排行之双兵章，隐元会所录。	1	619									
62	3	3529	8	3	3	2	隐元兵器谱·双兵	双兵第三	大唐武林兵器排行之双兵章，隐元会所录。	1	620									
62	4	3001	8	3	3	2	隐元兵器谱·双兵	双兵第四	大唐武林兵器排行之双兵章，隐元会所录。	1	621									
62	5	2859	8	3	3	2	隐元兵器谱·双兵	双兵第五	大唐武林兵器排行之双兵章，隐元会所录。	1	622									
62	6	2862	8	3	3	2	隐元兵器谱·双兵	双兵第六	大唐武林兵器排行之双兵章，隐元会所录。	1	623									
62	7	2862	8	3	3	2	隐元兵器谱·双兵	双兵第七	大唐武林兵器排行之双兵章，隐元会所录。	1	624									
62	8	2859	8	3	3	2	隐元兵器谱·双兵	双兵第八	大唐武林兵器排行之双兵章，隐元会所录。	1	1520									
63	1	2858	7	3	5	3	云锦秘要	龙纹图	流传已久的刺绣秘法。	1	1292									
63	2	2858	7	3	5	3	云锦秘要	鸳鸯图	流传已久的刺绣秘法。	1	1293									
63	3	2858	7	3	5	3	云锦秘要	双飞图	流传已久的刺绣秘法。	1	1294									
63	4	2858	7	3	5	3	云锦秘要	牡丹图	流传已久的刺绣秘法。	1	1295									
63	5	2858	7	3	5	3	云锦秘要	腾龙图	流传已久的刺绣秘法。	1	1324									
63	6	2858	7	3	5	3	云锦秘要	青兽图	流传已久的刺绣秘法。	1	1325									
63	7	2858	7	3	5	3	云锦秘要	百花图	流传已久的刺绣秘法。	2	1326									
64	1	2859	5	3	3	1	阳宝笔录·卷一	阳宝笔录卷一第一章	阳宝哥的江湖日志。	4	1521	1522	1865	1866						
64	2	3529	5	3	3	1	阳宝笔录·卷一	阳宝笔录卷一第二章	阳宝哥的江湖日志。	3	1523	1524	1867							
64	3	2859	5	3	3	1	阳宝笔录·卷一	阳宝笔录卷一第三章	阳宝哥的江湖日志。	3	1525	1526	1868							
64	4	2862	5	3	3	1	阳宝笔录·卷一	阳宝笔录卷一第四章	阳宝哥的江湖日志。	3	1527	1528	1869							
64	5	2862	5	3	3	1	阳宝笔录·卷一	阳宝笔录卷一第五章	阳宝哥的江湖日志。	4	1529	1530	1870	1871						
65	1	3001	8	1	3	1	大唐少林书	少林书第一章	少林寺之历史。	2	1531	1532								
65	2	3001	8	1	3	1	大唐少林书	少林书第二章	少林寺之历史。	2	1533	1534								
65	3	3528	8	1	3	1	大唐少林书	少林书第三章	少林寺之历史。	2	1535	1536								
65	4	2859	8	1	3	1	大唐少林书	少林书第四章	少林寺之历史。	2	1537	1538								
65	5	3001	8	1	3	1	大唐少林书	少林书第五章	少林寺之历史。	2	1539	1540								
65	6	3001	8	1	3	1	大唐少林书	少林书第六章	少林寺之历史。	2	1541	1542								
65	7	3001	8	1	3	1	大唐少林书	少林书第七章	少林寺之历史。	2	1543	1544								
65	8	3001	8	1	3	1	大唐少林书	少林书第八章	少林寺之历史。	2	1545	1546								
66	1	3001	8	1	1	1	佛藏拾珠·卷四	穷人品	少林弟子所选编的佛经故事。	3	669	670	671							
66	2	2859	8	1	1	1	佛藏拾珠·卷四	佛像之始品	少林弟子所选编的佛经故事。	4	672	673	674	1687						
66	3	3001	8	1	1	1	佛藏拾珠·卷四	播种真理品	少林弟子所选编的佛经故事。	3	675	676	677							
66	4	3528	8	1	1	1	佛藏拾珠·卷四	金鼠品	少林弟子所选编的佛经故事。	4	678	679	680	1689						
66	5	3001	8	1	1	1	佛藏拾珠·卷四	乾夷王施头品	少林弟子所选编的佛经故事。	4	681	682	683	684						
66	6	3001	8	1	1	1	佛藏拾珠·卷四	断臂求法品	少林弟子所选编的佛经故事。	4	685	686	687	1686						
66	7	2858	8	1	1	1	佛藏拾珠·卷四	罪不可得品	少林弟子所选编的佛经故事。	2	688	689								
66	8	2859	8	1	1	1	佛藏拾珠·卷四	佛性南北品	少林弟子所选编的佛经故事。	3	690	691	1688							
67	1	3001	8	1	1	1	释门逸闻录·卷一	指与月	释门中的奇闻趣事。	2	692	693								
67	2	3001	8	1	1	1	释门逸闻录·卷一	开窍	释门中的奇闻趣事。	3	694	695	1690							
67	3	3001	8	1	1	1	释门逸闻录·卷一	女子出定	释门中的奇闻趣事。	2	697	698								
67	4	3001	8	1	1	1	释门逸闻录·卷一	廓然无圣	释门中的奇闻趣事。	2	699	700								
67	5	3001	8	1	1	1	释门逸闻录·卷一	皮肉骨髓	释门中的奇闻趣事。	2	701	702								
67	6	3001	8	1	1	1	释门逸闻录·卷一	谁缚了你	释门中的奇闻趣事。	2	703	704								
67	7	2858	8	1	1	1	释门逸闻录·卷一	本来无一物	释门中的奇闻趣事。	3	705	706	707							
67	8	3001	8	1	1	1	释门逸闻录·卷一	孤掌之声	释门中的奇闻趣事。	2	708	709								
68	1	2858	8	1	1	2	佛法传宗记	佛法传宗记第一章	东土佛学之传扬史。	1	1332									
68	2	3001	8	1	1	2	佛法传宗记	佛法传宗记第二章	东土佛学之传扬史。	2	1333	1334								
68	3	3001	8	1	1	2	佛法传宗记	佛法传宗记第三章	东土佛学之传扬史。	5	1335	1336	1337	1703	1704					
68	4	3001	8	1	1	2	佛法传宗记	佛法传宗记第四章	东土佛学之传扬史。	5	1338	1339	1705	1706	1707					
68	5	3001	8	1	1	2	佛法传宗记	佛法传宗记第五章	东土佛学之传扬史。	3	1340	1341	1708							
68	6	3001	8	1	1	2	佛法传宗记	佛法传宗记第六章	东土佛学之传扬史。	6	1342	1343	1709	1710	1711	1712				
68	7	3001	8	1	1	2	佛法传宗记	佛法传宗记第七章	东土佛学之传扬史。	3	1344	1345	1713							
68	8	3001	8	1	1	2	佛法传宗记	佛法传宗记要义	东土佛学之传扬史。	2	1346	1347								
69	1	2858	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第一章·因说	记载着天竺迦兰僧的秘密。	2	1348	1349								
69	2	3001	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第二章·缘说	记载着天竺迦兰僧的秘密。	2	1350	1351								
69	3	3001	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第三章·果说	记载着天竺迦兰僧的秘密。	2	1352	1353								
69	4	3001	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第四章·报说	记载着天竺迦兰僧的秘密。	2	1354	1355								
69	5	3001	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第五章·武传	记载着天竺迦兰僧的秘密。	2	1356	1357								
69	6	3001	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第六章·经传	记载着天竺迦兰僧的秘密。	2	1358	1359								
69	7	3001	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第七章·僧传	记载着天竺迦兰僧的秘密。	2	1360	1361								
69	8	3528	8	1	3	1	天竺迦兰僧秘录	迦兰秘录第八章·宝传	记载着天竺迦兰僧的秘密。	2	1362	1363								
70	1	3001	8	3	2	3	画典	画典第一章	大唐四典之一，论画之书。	1	1296									
70	2	3001	8	3	2	3	画典	画典第二章	大唐四典之一，论画之书。	1	1297									
70	3	2858	8	3	2	3	画典	画典第三章	大唐四典之一，论画之书。	1	1298									
70	4	2858	8	3	2	3	画典	画典第四章	大唐四典之一，论画之书。	1	1299									
70	5	3001	8	3	2	3	画典	画典第五章	大唐四典之一，论画之书。	1	1312									
70	6	2858	8	3	2	3	画典	画典第六章	大唐四典之一，论画之书。	1	1313									
70	7	2858	8	3	2	3	画典	画典第七章	大唐四典之一，论画之书。	1	1314									
70	8	3001	8	3	2	3	画典	画典第八章	大唐四典之一，论画之书。	1	1315									
71	1	3001	8	1	1	1	佛藏拾珠·卷五	鹊替哺品	少林弟子所选编的佛经故事。	2	710	711								
71	2	2858	8	1	1	1	佛藏拾珠·卷五	龟衔树品	少林弟子所选编的佛经故事。	2	712	713								
71	3	2858	8	1	1	1	佛藏拾珠·卷五	平望镇犬品	少林弟子所选编的佛经故事。	2	714	715								
71	4	3001	8	1	1	1	佛藏拾珠·卷五	蚁啮械品	少林弟子所选编的佛经故事。	2	716	717								
71	5	3001	8	1	1	1	佛藏拾珠·卷五	犬救火一品	少林弟子所选编的佛经故事。	2	718	719								
71	6	3001	8	1	1	1	佛藏拾珠·卷五	唵嘛呢叭咪吽品	少林弟子所选编的佛经故事。	2	720	721								
71	7	3001	8	1	1	1	佛藏拾珠·卷五	佛曰放下品	少林弟子所选编的佛经故事。	2	722	723								
71	8	3001	8	1	1	1	佛藏拾珠·卷五	五百罗汉品	少林弟子所选编的佛经故事。	2	842	843								
72	1	3528	8	1	1	1	五百阿罗汉传	阿罗汉传第一章	罗汉的故事。	3	844	845	846							
72	2	3001	8	1	1	1	五百阿罗汉传	阿罗汉传第二章	罗汉的故事。	2	847	848								
72	3	2859	8	1	1	1	五百阿罗汉传	阿罗汉传第三章	罗汉的故事。	2	849	850								
72	4	2859	8	1	1	1	五百阿罗汉传	阿罗汉传第四章	罗汉的故事。	2	851	852								
72	5	2858	8	1	1	1	五百阿罗汉传	阿罗汉传第五章	罗汉的故事。	2	853	854								
72	6	3001	8	1	1	1	五百阿罗汉传	阿罗汉传第六章	罗汉的故事。	2	855	856								
72	7	3001	8	1	1	1	五百阿罗汉传	阿罗汉传第七章	罗汉的故事。	3	857	858	859							
72	8	3001	8	1	1	1	五百阿罗汉传	阿罗汉传第八章	罗汉的故事。	3	860	861	862							
73	1	3001	8	1	1	1	释门逸闻录·卷二	背女人	释门中的奇闻趣事。	2	724	725								
73	2	3001	8	1	1	1	释门逸闻录·卷二	蛇身受苦上篇	释门中的奇闻趣事。	3	726	727	728							
73	3	2858	8	1	1	1	释门逸闻录·卷二	蛇身受苦下篇	释门中的奇闻趣事。	3	729	730	731							
73	4	2858	8	1	1	1	释门逸闻录·卷二	千金买冷静上篇	释门中的奇闻趣事。	2	732	733								
73	5	3001	8	1	1	1	释门逸闻录·卷二	千金买冷静下篇	释门中的奇闻趣事。	2	734	735								
73	6	3001	8	1	1	1	释门逸闻录·卷二	父转狗身上篇	释门中的奇闻趣事。	2	736	737								
73	7	3001	8	1	1	1	释门逸闻录·卷二	父转狗身下篇	释门中的奇闻趣事。	3	738	739	740							
73	8	3001	8	1	1	1	释门逸闻录·卷二	猴子陷阱	释门中的奇闻趣事。	2	741	742								
74	1	3001	8	1	1	1	佛藏拾珠·卷六	仙人与小象品	少林弟子所选编的佛经故事。	4	743	744	745	1691						
74	2	3001	8	1	1	1	佛藏拾珠·卷六	破水桶品	少林弟子所选编的佛经故事。	2	746	747								
74	3	3001	8	1	1	1	佛藏拾珠·卷六	蕃僧与鼠品上篇	少林弟子所选编的佛经故事。	2	748	749								
74	4	3001	8	1	1	1	佛藏拾珠·卷六	蕃僧与鼠品下篇	少林弟子所选编的佛经故事。	2	750	751								
74	5	2858	8	1	1	1	佛藏拾珠·卷六	黄金品上篇	少林弟子所选编的佛经故事。	2	752	753								
74	6	2858	8	1	1	1	佛藏拾珠·卷六	黄金品下篇	少林弟子所选编的佛经故事。	2	754	755								
74	7	3001	8	1	1	1	佛藏拾珠·卷六	输赢品	少林弟子所选编的佛经故事。	2	756	757								
74	8	3001	8	1	1	1	佛藏拾珠·卷六	送明月品	少林弟子所选编的佛经故事。	2	758	759								
75	1	2858	8	1	1	2	释门逸闻录·卷三	观音自拜	释门中的奇闻趣事。	2	760	761								
75	2	2858	8	1	1	2	释门逸闻录·卷三	悟性如光	释门中的奇闻趣事。	2	762	763								
75	3	3001	8	1	1	2	释门逸闻录·卷三	破碗	释门中的奇闻趣事。	1	764									
75	4	3001	8	1	1	2	释门逸闻录·卷三	一滴水	释门中的奇闻趣事。	1	766									
75	5	3001	8	1	1	2	释门逸闻录·卷三	平常心	释门中的奇闻趣事。	2	767	768								
75	6	3001	8	1	1	2	释门逸闻录·卷三	死期	释门中的奇闻趣事。	2	769	770								
