ID	Level	TypeID	SkillID	IconID	Name	Desc
321	1	2	248	1847	《袈裟伏魔功·袖纳乾坤》注解绝章	施展招式的消耗降低20%。
322	1	8	248	1853	《袈裟伏魔功·袖纳乾坤》人偶图残页	招式附加效果外功防御提高3%。
323	1	8	248	1853	《袈裟伏魔功·袖纳乾坤》人偶图断篇	招式附加效果外功防御提高3%。
324	1	4	248	1849	《袈裟伏魔功·袖纳乾坤》注释残页	招式附加30%额外的威胁。
325	1	4	248	1849	《袈裟伏魔功·袖纳乾坤》注释断篇	招式附加30%额外的威胁。
326	1	1	441	1857	《奔雷枪术·穿》穴位图残页	调息时间减少0.5秒。
327	1	1	441	1857	《奔雷枪术·穿》穴位图断篇	调息时间减少0.5秒。
328	1	9	441	1865	《奔雷枪术·穿》木刻残页	招式的有效范围增加1尺。
329	1	9	441	1865	《奔雷枪术·穿》木刻断篇	招式的有效范围增加1尺。
330	1	9	441	1865	《奔雷枪术·穿》真传残页	招式的有效距离增加1尺。
331	1	11	441	1867	《奔雷枪术·穿》气血图残页	招式的扇形有效目标人数增加1个。
332	1	11	441	1867	《奔雷枪术·穿》气血图断篇	招式的扇形有效目标人数增加1个。
333	1	1	400	1857	《羽林枪法·穿云》穴位图残页	调息时间减少0.5秒。
334	1	5	400	1861	《羽林枪法·穿云》秘诀残页	会心提高2%。
335	1	5	400	1861	《羽林枪法·穿云》秘诀断篇	会心提高3%。
336	1	7	400	1863	《羽林枪法·穿云》详解残页	命中提高1%。
337	1	7	400	1863	《羽林枪法·穿云》详解断篇	命中提高2%。
338	1	6	400	1862	《羽林枪法·穿云》参悟残页	招式伤害提高3%。
339	1	6	400	1862	《羽林枪法·穿云》参悟断篇	招式伤害提高4%。
340	1	1	428	1857	《游龙骑法·断魂刺》穴位图残页	调息时间减少1秒。
341	1	1	428	1857	《游龙骑法·断魂刺》穴位图断篇	调息时间减少1秒。
342	1	2	428	1858	《游龙骑法·断魂刺》注解残页	施展招式的消耗降低15%。
343	1	2	428	1858	《游龙骑法·断魂刺》注解断篇	施展招式的消耗降低20%。
344	1	9	428	1865	《游龙骑法·断魂刺》真传残页	招式的有效距离增加2尺。
345	1	6	428	1862	《游龙骑法·断魂刺》参悟残页	招式伤害提高3%。
346	1	6	428	1862	《游龙骑法·断魂刺》参悟断篇	招式伤害提高4%。
347	1	1	412	1857	《虎牙令·疾如风》穴位图残页	调息时间减少10秒。
348	1	1	412	1857	《虎牙令·疾如风》穴位图断篇	调息时间减少10秒。
349	1	1	412	1857	《虎牙令·疾如风》穴位图绝章	调息时间减少10秒。
350	1	2	412	1858	《虎牙令·疾如风》注解残页	施展招式的消耗降低20%。
351	1	2	412	1858	《虎牙令·疾如风》注解断篇	施展招式的消耗降低30%。
352	1	8	412	1864	《虎牙令·疾如风》人偶图绝章	招式附加移动速度提高，持续5秒。
353	1	8	412	1864	《虎牙令·疾如风》人偶图残页	招式附加会心提高10%，持续5秒。
354	1	8	412	1864	《虎牙令·疾如风》人偶图断篇	在疾如风下攻击会心后有50%几率获得虎啸。
355	1	5	415	1861	《羽林枪法·龙牙》秘诀绝章	会心提高4%。
356	1	6	415	1862	《羽林枪法·龙牙》参悟绝章	招式伤害提高5%。
357	1	5	415	1861	《羽林枪法·龙牙》秘诀残页	会心提高2%。
358	1	5	415	1861	《羽林枪法·龙牙》秘诀断篇	会心提高3%。
359	1	7	415	1863	《羽林枪法·龙牙》详解残页	命中提高1%。
360	1	7	415	1863	《羽林枪法·龙牙》详解断篇	命中提高2%。
361	1	6	415	1862	《羽林枪法·龙牙》参悟残页	招式伤害提高3%。
362	1	6	415	1862	《羽林枪法·龙牙》参悟断篇	招式伤害提高4%。
363	1	1	423	1857	《奔雷枪术·灭》穴位图残页	调息时间减少1秒。
364	1	2	423	1858	《奔雷枪术·灭》注解残页	施展招式的消耗降低5%。
365	1	2	423	1858	《奔雷枪术·灭》注解断篇	施展招式的消耗降低5%。
366	1	2	423	1858	《奔雷枪术·灭》注解绝章	施展招式的消耗降低5%。
367	1	5	423	1861	《奔雷枪术·灭》秘诀残页	会心提高2%。
368	1	5	423	1861	《奔雷枪术·灭》秘诀断篇	会心提高3%。
369	1	6	423	1862	《奔雷枪术·灭》参悟残页	招式伤害提高3%。
370	1	6	423	1862	《奔雷枪术·灭》参悟断篇	招式伤害提高4%。
371	1	1	401	1857	《羽林枪法·破风》穴位图残页	调息时间减少0.5秒。
372	1	1	401	1857	《羽林枪法·破风》穴位图断篇	调息时间减少1秒。
373	1	2	401	1858	《羽林枪法·破风》注解残页	施展招式的消耗降低10%。
374	1	2	401	1858	《羽林枪法·破风》注解断篇	施展招式的消耗降低20%。
375	1	10	401	1866	《羽林枪法·破风》手抄残页	招式破防效果持续时间增加4秒。
376	1	4	401	1860	《羽林枪法·破风》注释残页	威胁提高10%。
377	1	4	401	1860	《羽林枪法·破风》注释断篇	威胁提高15%。
378	1	1	426	1857	《游龙骑法·破坚阵》穴位图残页	调息时间减少1秒。
379	1	1	426	1857	《游龙骑法·破坚阵》穴位图断篇	调息时间减少1秒。
380	1	1	426	1857	《游龙骑法·破坚阵》穴位图绝章	调息时间减少1秒。
381	1	2	426	1858	《游龙骑法·破坚阵》注解残页	施展招式的消耗降低100%。
382	1	8	426	1864	《游龙骑法·破坚阵》人偶图残页	招式附加绕足效果，持续10秒。
383	1	8	426	1864	《游龙骑法·破坚阵》人偶图断篇	招式附加绕足效果，持续10秒。
384	1	8	426	1864	《游龙骑法·破坚阵》人偶图绝章	招式附加绕足效果，持续10秒。
385	1	1	413	1857	《虎牙令·守如山》穴位图残页	调息时间减少60秒。
386	1	1	413	1857	《虎牙令·守如山》穴位图断篇	调息时间减少60秒。
387	1	1	413	1857	《虎牙令·守如山》穴位图绝章	调息时间减少60秒。
388	1	2	413	1858	《虎牙令·守如山》注解残页	施展招式的消耗降低100%。
389	1	10	413	1866	《虎牙令·守如山》手抄残页	招式效果持续时间增加3秒。
390	1	8	413	1864	《虎牙令·守如山》人偶图残页	招式附加气血恢复，持续15秒，最多叠加3层。
391	1	8	413	1864	《虎牙令·守如山》人偶图断篇	招式附加气血恢复，持续15秒，最多叠加3层。
392	1	8	413	1864	《虎牙令·守如山》人偶图绝章	招式附加气血恢复，持续15秒，最多叠加3层。
393	1	1	418	1857	《奔雷枪术·突》穴位图残页	调息时间减少1秒。
394	1	1	418	1857	《奔雷枪术·突》穴位图断篇	调息时间减少1秒。
395	1	2	418	1858	《奔雷枪术·突》注解残页	施展招式的消耗降低15%。
396	1	2	418	1858	《奔雷枪术·突》注解断篇	施展招式的消耗降低20%。
397	1	9	418	1865	《奔雷枪术·突》真传残页	招式的有效距离增加2尺。
398	1	6	418	1862	《奔雷枪术·突》参悟残页	招式伤害提高3%。
399	1	6	418	1862	《奔雷枪术·突》参悟断篇	招式伤害提高4%。
400	1	1	422	1857	《虎牙令·啸如虎》穴位图残页	调息时间减少10秒。
401	1	1	422	1857	《虎牙令·啸如虎》穴位图断篇	调息时间减少10秒。
402	1	1	422	1857	《虎牙令·啸如虎》穴位图绝章	调息时间减少10秒。
403	1	10	422	1866	《虎牙令·啸如虎》手抄残页	招式效果持续时间增加2秒。
404	1	8	422	1864	《虎牙令·啸如虎》人偶图残页	招式附加外功防御提高10%，持续10秒，最多叠加3层。
405	1	8	422	1864	《虎牙令·啸如虎》人偶图断篇	招式附加外功防御提高10%，持续10秒，最多叠加3层。
406	1	8	422	1864	《虎牙令·啸如虎》人偶图绝章	招式附加外功防御提高10%，持续10秒，最多叠加3层。
407	1	2	427	1858	《游龙骑法·战八方》注解残页	施展招式的消耗降低5%。
408	1	2	427	1858	《游龙骑法·战八方》注解断篇	施展招式的消耗降低10%。
409	1	2	427	1858	《游龙骑法·战八方》注解绝章	施展招式的消耗降低15%。
410	1	9	427	1865	《游龙骑法·战八方》真传残页	招式的有效距离增加2尺。
411	1	11	427	1867	《游龙骑法·战八方》气血图残页	招式的有效目标人数增加1个。
412	1	6	427	1862	《游龙骑法·战八方》参悟残页	招式伤害提高5%。
413	1	6	427	1862	《游龙骑法·战八方》参悟断篇	招式伤害提高5%。
414	1	3	142	1870	《太素九针·长针》经脉图残页	运功时间减少0.25秒。
415	1	3	142	1870	《太素九针·长针》经脉图断篇	运功时间减少0.25秒。
416	1	2	142	1869	《太素九针·长针》注解残页	施展招式的消耗降低5%。
417	1	2	142	1869	《太素九针·长针》注解断篇	施展招式的消耗降低10%。
418	1	9	142	1876	《太素九针·长针》真传残页	招式的有效距离增加4尺。
419	1	8	142	1875	《太素九针·长针》人偶图残页	疗伤成效提高4%。
420	1	8	142	1875	《太素九针·长针》人偶图断篇	疗伤成效提高5%。
421	1	1	132	1868	《养心诀·春泥护花》穴位图残页	调息时间减少3秒。
422	1	1	132	1868	《养心诀·春泥护花》穴位图断篇	调息时间减少3秒。
423	1	1	132	1868	《养心诀·春泥护花》穴位图绝章	调息时间减少3秒。
424	1	2	132	1869	《养心诀·春泥护花》注解残页	施展招式的消耗降低10%。
425	1	2	132	1869	《养心诀·春泥护花》注解断篇	施展招式的消耗降低15%。
426	1	8	132	1875	《养心诀·春泥护花》人偶图残页	招式附加气血恢复，持续9秒，最多叠加2层。
427	1	8	132	1875	《养心诀·春泥护花》人偶图断篇	招式附加气血恢复，持续9秒，最多叠加2层。
428	1	8	132	1875	《养心诀·春泥护花》人偶图绝章	招式附加受到的伤害降低5%。
429	1	3	188	1870	《百花拂穴手·浮花浪蕊》经脉图残页	运功时间减少0.25秒。
430	1	2	188	1869	《百花拂穴手·浮花浪蕊》注解断篇	施展招式的消耗降低25%。
431	1	6	188	1873	《百花拂穴手·浮花浪蕊》参悟残页	招式伤害提高5%。
432	1	6	188	1873	《百花拂穴手·浮花浪蕊》参悟断篇	招式伤害提高10%。
433	1	6	188	1873	《百花拂穴手·浮花浪蕊》参悟绝章	招式伤害提高15%。
434	1	8	188	1875	《百花拂穴手·浮花浪蕊》人偶图残页	招式附加浮花不利气劲，内力消耗提高5%，持续9秒，最多叠加5层。
435	1	8	188	1875	《百花拂穴手·浮花浪蕊》人偶图断篇	招式附加浮花不利气劲，内力消耗提高5%，持续9秒，最多叠加5层。
436	1	3	137	1870	《太素九针·局针》经脉图残页	运功时间减少0.125秒。
437	1	3	137	1870	《太素九针·局针》经脉图断篇	运功时间减少0.125秒。
438	1	2	137	1869	《太素九针·局针》注解残页	施展招式的消耗降低5%。
439	1	2	137	1869	《太素九针·局针》注解断篇	施展招式的消耗降低10%。
440	1	9	137	1876	《太素九针·局针》真传残页	招式的有效距离增加4尺。
441	1	8	137	1875	《太素九针·局针》人偶图残页	疗伤成效提高4%。
442	1	8	137	1875	《太素九针·局针》人偶图断篇	疗伤成效提高5%。
443	1	1	190	1868	《百花拂穴手·兰摧玉折》穴位图残页	调息时间减少0.5秒。
444	1	1	190	1868	《百花拂穴手·兰摧玉折》穴位图断篇	调息时间减少0.5秒。
445	1	1	190	1868	《百花拂穴手·兰摧玉折》穴位图绝章	调息时间减少0.5秒。
446	1	3	190	1870	《百花拂穴手·兰摧玉折》经脉图残页	运功时间减少0.25秒。
447	1	2	190	1869	《百花拂穴手·兰摧玉折》注解残页	施展招式的消耗降低5%。
448	1	2	190	1869	《百花拂穴手·兰摧玉折》注解断篇	施展招式的消耗降低10%。
449	1	10	190	1877	《百花拂穴手·兰摧玉折》手抄残页	招式效果持续时间增加3秒。
450	1	2	133	1869	《养心诀·清风垂露》注解残页	施展招式的消耗降低20%。
451	1	9	133	1876	《养心诀·清风垂露》真传残页	招式的有效距离增加2尺。
452	1	9	133	1876	《养心诀·清风垂露》真传断篇	招式的有效距离增加2尺。
453	1	9	133	1876	《养心诀·清风垂露》真传绝章	招式的有效距离增加2尺。
454	1	8	133	1875	《养心诀·清风垂露》人偶图残页	能卸除额外一个点穴状态。
455	1	8	133	1875	《养心诀·清风垂露》人偶图断篇	能卸除额外一个点穴状态。
456	1	8	133	1875	《养心诀·清风垂露》人偶图绝章	招式立刻恢复一定气血值。
457	1	2	180	1869	《点穴截脉·商阳指》注解残页	施展招式的消耗降低5%。
458	1	2	180	1869	《点穴截脉·商阳指》注解断篇	施展招式的消耗降低5%。
459	1	2	180	1869	《点穴截脉·商阳指》注解绝章	施展招式的消耗降低10%。
460	1	10	180	1877	《点穴截脉·商阳指》手抄残页	招式效果持续时间增加3秒。
461	1	9	180	1876	《点穴截脉·商阳指》真传残页	招式的有效距离增加4尺。
462	1	8	180	1875	《点穴截脉·商阳指》人偶图残页	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。
463	1	8	180	1875	《点穴截脉·商阳指》人偶图断篇	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。
464	1	3	184	1870	《点穴截脉·少明指》经脉图残页	运功时间减少0.125秒。
465	1	3	184	1870	《点穴截脉·少明指》经脉图断篇	运功时间减少0.125秒。
466	1	9	184	1876	《点穴截脉·少明指》真传残页	招式的有效距离增加2尺。
467	1	9	184	1876	《点穴截脉·少明指》真传断篇	招式的有效距离增加2尺。
468	1	9	184	1876	《点穴截脉·少明指》真传绝章	招式的有效距离增加2尺。
469	1	6	184	1873	《点穴截脉·少明指》参悟残页	招式伤害提高20%。
470	1	6	184	1873	《点穴截脉·少明指》参悟断篇	招式伤害提高30%。
471	1	8	184	1875	《点穴截脉·少明指》人偶图残页	能卸除目标额外一个阳性内功气劲。
472	1	3	138	1870	《太素九针·提针》经脉图残页	运功时间减少0.125秒。
473	1	3	138	1870	《太素九针·提针》经脉图断篇	运功时间减少0.125秒。
474	1	2	138	1869	《太素九针·提针》注解残页	施展招式的消耗降低5%。
475	1	2	138	1869	《太素九针·提针》注解断篇	施展招式的消耗降低10%。
476	1	9	138	1876	《太素九针·提针》真传残页	招式的有效距离增加4尺。
477	1	8	138	1875	《太素九针·提针》人偶图残页	疗伤成效提高4%。
478	1	8	138	1875	《太素九针·提针》人偶图断篇	疗伤成效提高5%。
479	1	1	100	1868	《养心诀·星楼月影》穴位图残页	调息时间减少3秒。
480	1	1	100	1868	《养心诀·星楼月影》穴位图断篇	调息时间减少3秒。
481	1	2	100	1869	《养心诀·星楼月影》注解残页	施展招式的消耗降低10%。
482	1	2	100	1869	《养心诀·星楼月影》注解断篇	施展招式的消耗降低15%。
483	1	2	100	1869	《养心诀·星楼月影》注解绝章	施展招式的消耗降低20%。
484	1	8	100	1875	《养心诀·星楼月影》人偶图残页	招式附加气血恢复，持续9秒。
485	1	8	100	1875	《养心诀·星楼月影》人偶图断篇	招式附加化解受到伤害的30%，持续3秒。
486	1	3	179	1870	《点穴截脉·阳明指》经脉图残页	运功时间减少0.125秒。
487	1	3	179	1870	《点穴截脉·阳明指》经脉图断篇	运功时间减少0.125秒。
488	1	2	179	1869	《点穴截脉·阳明指》注解残页	施展招式的消耗降低5%。
489	1	2	179	1869	《点穴截脉·阳明指》注解断篇	施展招式的消耗降低10%。
490	1	5	179	1872	《点穴截脉·阳明指》秘诀残页	会心提高2%。
491	1	5	179	1872	《点穴截脉·阳明指》秘诀断篇	会心提高3%。
492	1	6	179	1873	《点穴截脉·阳明指》参悟残页	招式伤害提高3%。
493	1	6	179	1873	《点穴截脉·阳明指》参悟断篇	招式伤害提高4%。
494	1	3	189	1870	《百花拂穴手·钟林毓秀》经脉图残页	运功时间减少0.125秒。
495	1	3	189	1870	《百花拂穴手·钟林毓秀》经脉图断篇	运功时间减少0.125秒。
496	1	3	189	1870	《百花拂穴手·钟林毓秀》经脉图绝章	运功时间减少0.25秒。
497	1	2	189	1869	《百花拂穴手·钟林毓秀》注解残页	施展招式的消耗降低5%。
498	1	2	189	1869	《百花拂穴手·钟林毓秀》注解断篇	施展招式的消耗降低10%。
499	1	10	189	1877	《百花拂穴手·钟林毓秀》手抄残页	招式效果持续时间增加3秒。
500	1	8	189	1875	《百花拂穴手·钟林毓秀》人偶图残页	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。
501	1	8	189	1875	《百花拂穴手·钟林毓秀》人偶图断篇	招式附加噬骨不利气劲，每层受混元性内功伤害提高2%，持续15秒，最多叠加5层。
502	1	0	0	0	测试	测试
507	1	6	562	1840	《猿公剑法·剑主天地》参悟绝章	招式伤害提高5%。
511	1		0	0	《羽林枪法·龙牙》参悟绝章	招式伤害提高5%。
543	1	0	0	0	藏剑场景教学_霞流宝石	测试
545	1	5	1578	2560	《秀水剑法·平湖断月》秘诀残页	会心提高2%。
546	1	6	1578	2561	《秀水剑法·平湖断月》参悟残页	招式伤害提高3%。
547	1	6	1578	2561	《秀水剑法·平湖断月》参悟断篇	招式伤害提高4%。
548	1	6	1578	2561	《秀水剑法·平湖断月》参悟绝章	招式伤害提高5%。
549	1	9	1578	2564	《秀水剑法·平湖断月》真传残页	招式的有效距离增加1尺。
550	1	8	1578	2563	《秀水剑法·平湖断月》人偶图残页	招式额外获得2点剑气。
551	1	8	1578	2563	《秀水剑法·平湖断月》人偶图断篇	招式额外获得3点剑气。
552	1	5	1581	2560	《秀水剑法·黄龙吐翠》秘诀残页	会心提高2%。
553	1	5	1581	2560	《秀水剑法·黄龙吐翠》秘诀断篇	会心提高3%。
554	1	5	1581	2560	《秀水剑法·黄龙吐翠》秘诀绝章	会心提高4%。
555	1	6	1581	2561	《秀水剑法·黄龙吐翠》参悟残页	招式伤害提高3%。
556	1	6	1581	2561	《秀水剑法·黄龙吐翠》参悟断篇	招式伤害提高4%。
557	1	6	1581	2561	《秀水剑法·黄龙吐翠》参悟绝章	招式伤害提高5%。
558	1	8	1581	2563	《秀水剑法·黄龙吐翠》人偶图残页	招式额外获得2点剑气。
559	1	8	1581	2563	《秀水剑法·黄龙吐翠》人偶图断篇	招式额外获得3点剑气。
560	1	5	1579	2560	《秀水剑法·九溪弥烟》秘诀残页	会心提高2%。
561	1	5	1579	2560	《秀水剑法·九溪弥烟》秘诀断篇	会心提高3%。
562	1	6	1579	2561	《秀水剑法·九溪弥烟》参悟残页	招式伤害提高3%。
563	1	6	1579	2561	《秀水剑法·九溪弥烟》参悟断篇	招式伤害提高4%。
564	1	6	1579	2561	《秀水剑法·九溪弥烟》参悟绝章	招式伤害提高5%。
565	1	9	1579	2564	《秀水剑法·九溪弥烟》真传残页	招式的有效范围增加1尺。
566	1	9	1579	2564	《秀水剑法·九溪弥烟》真传断篇	招式的有效范围增加1尺。
567	1	3	1593	2558	《灵峰剑式·云飞玉皇》经脉图残页	运功时间减少0.25秒。
568	1	3	1593	2558	《灵峰剑式·云飞玉皇》经脉图断篇	运功时间减少0.25秒。
569	1	6	1593	2561	《灵峰剑式·云飞玉皇》参悟残页	招式伤害提高2%。
570	1	6	1593	2561	《灵峰剑式·云飞玉皇》参悟断篇	招式伤害提高3%。
571	1	6	1593	2561	《灵峰剑式·云飞玉皇》参悟绝章	招式伤害提高4%。
572	1	7	1593	2562	《灵峰剑式·云飞玉皇》详解残页	命中提高1%。
573	1	7	1593	2562	《灵峰剑式·云飞玉皇》详解断篇	命中提高2%。
574	1	5	1593	2560	《灵峰剑式·云飞玉皇》秘诀残页	会心提高3%。
575	1	3	1600	2558	《灵峰剑式·夕照雷峰》经脉图残页	运功时间减少0.125秒。
576	1	3	1600	2558	《灵峰剑式·夕照雷峰》经脉图断篇	运功时间减少0.125秒。
577	1	7	1600	2562	《灵峰剑式·夕照雷峰》详解残页	命中提高1%。
578	1	7	1600	2562	《灵峰剑式·夕照雷峰》详解断篇	命中提高2%。
579	1	6	1600	2561	《灵峰剑式·夕照雷峰》参悟残页	招式伤害提高2%。
580	1	6	1600	2561	《灵峰剑式·夕照雷峰》参悟断篇	招式伤害提高3%。
581	1	6	1600	2561	《灵峰剑式·夕照雷峰》参悟绝章	招式伤害提高4%。
582	1	5	1600	2560	《灵峰剑式·夕照雷峰》秘诀残页	会心提高3%。
583	1	6	1645	2561	《灵峰剑式·风来吴山》参悟残页	招式伤害提高2%。
584	1	6	1645	2561	《灵峰剑式·风来吴山》参悟断篇	招式伤害提高3%。
585	1	6	1645	2561	《灵峰剑式·风来吴山》参悟绝章	招式伤害提高4%。
586	1	8	1645	2563	《灵峰剑式·风来吴山》人偶图残页	招式附加目标减速效果，持续3秒。
587	1	8	1645	2563	《灵峰剑式·风来吴山》人偶图断篇	招式附加自身加速效果，持续5秒。
588	1	5	1645	2560	《灵峰剑式·风来吴山》秘诀残页	会心提高2%。
589	1	5	1645	2560	《灵峰剑式·风来吴山》秘诀断篇	会心提高3%。
590	1	1	1646	2556	《君子风·听雷》穴位图残页	调息时间减少0.25秒。
591	1	1	1646	2556	《君子风·听雷》穴位图断篇	调息时间减少0.25秒。
592	1	7	1646	2562	《君子风·听雷》详解残页	命中提高1%。
593	1	7	1646	2562	《君子风·听雷》详解断篇	命中提高2%。
594	1	5	1646	2560	《君子风·听雷》秘诀残页	会心提高2%。
595	1	5	1646	2560	《君子风·听雷》秘诀断篇	会心提高3%。
596	1	6	1646	2561	《君子风·听雷》参悟残页	招式伤害提高3%。
597	1	6	1646	2561	《君子风·听雷》参悟断篇	招式伤害提高4%。
598	1	6	1646	2561	《君子风·听雷》参悟绝章	招式伤害提高5%。
599	1	5	1651	2560	《君子风·断潮》秘诀残页	会心提高2%。
600	1	5	1651	2560	《君子风·断潮》秘诀断篇	会心提高3%。
601	1	5	1651	2560	《君子风·断潮》秘诀绝章	会心提高4%。
602	1	6	1651	2561	《君子风·断潮》参悟残页	招式伤害提高3%。
603	1	6	1651	2561	《君子风·断潮》参悟断篇	招式伤害提高4%。
604	1	6	1651	2561	《君子风·断潮》参悟绝章	招式伤害提高5%。
605	1	8	1656	2563	《君子风·啸日》人偶图残页	施展招式获得10点剑气。
606	1	8	1656	2563	《君子风·啸日》人偶图断篇	招式附加解除自身点穴不利效果。
607	1	8	1656	2563	《君子风·啸日》人偶图绝章	招式附加解除自身混元性不利效果。
608	1	1	1656	2556	《君子风·啸日》穴位图残页	调息时间减少0.5秒。
609	1	1	1656	2556	《君子风·啸日》穴位图断篇	调息时间减少0.5秒。
610	1	1	1656	2556	《君子风·啸日》穴位图绝章	调息时间减少0.5秒。
611	1	1	1664	2556	《西子情·雪断桥》穴位图残页	调息时间减少10秒。
612	1	1	1664	2556	《西子情·雪断桥》穴位图断篇	调息时间减少10秒。
613	1	1	1664	2556	《西子情·雪断桥》穴位图绝章	调息时间减少10秒。
614	1	8	1664	2563	《西子情·雪断桥》人偶图残页	招式额外获得10点剑气。
615	1	8	1664	2563	《西子情·雪断桥》人偶图断篇	招式额外获得10点剑气。
616	1	8	1664	2563	《西子情·雪断桥》人偶图绝章	招式额外获得10点剑气。
617	1	1	1665	2556	《西子情·风吹荷》穴位图残页	调息时间减少2秒。
618	1	1	1665	2556	《西子情·风吹荷》穴位图断篇	调息时间减少3秒。
619	1	1	1665	2556	《西子情·风吹荷》穴位图绝章	调息时间减少5秒。
620	1	10	1665	2565	《西子情·风吹荷》手抄残页	招式效果持续时间增加1秒。
621	1	7	1665	2562	《西子情·风吹荷》详解残页	命中提高1%。
622	1	7	1665	2562	《西子情·风吹荷》详解断篇	命中提高2%。
623	1	9	1665	2564	《西子情·风吹荷》真传残页	招式的有效距离增加1尺。
624	1	9	1665	2564	《西子情·风吹荷》真传断篇	招式的有效距离增加1尺。
625	1	9	1665	2564	《西子情·风吹荷》真传绝章	招式的有效距离增加1尺。
626	1	1	1668	2556	《西子情·云栖松》穴位图残页	调息时间减少10秒。
627	1	1	1668	2556	《西子情·云栖松》穴位图断篇	调息时间减少10秒。
628	1	10	1668	2565	《西子情·云栖松》手抄残页	招式闪躲效果持续时间增加2秒。
629	1	10	1668	2565	《西子情·云栖松》手抄断篇	招式招架效果持续时间增加1秒。
630	1	8	1668	2563	《西子情·云栖松》人偶图绝章	招式附加自身每秒回复剑气2点效果，持续8秒。
631	1	8	1668	2563	《西子情·云栖松》人偶图残页	招式附加自身外功防御提高，持续20秒。
632	1	8	1668	2563	《西子情·云栖松》人偶图断篇	招式附加气血恢复，持续5秒。
639	1	1	0	0	七秀PVP套装效果	绛唇珠袖调息时间减少10s
640	1	1	0	0	少林PVP套装效果	捉影式的调息时间减少3秒
641	1	1	0	0	天策PVP套装效果	突的调息时间减少3秒
642	1	1	0	0	万花PVP套装效果	毫针的调息时间减少2秒
644	1	1	0	0	藏剑PVP套装效果	醉月减1sCD
645	1	1	0	0	纯阳PVP套装效果	“人剑合一”招式调息时间减少1秒
646	1	1	0	0	纯阳PVP套装效果	“三才化生”招式调息时间减少2秒
647	1	7	34	1885	《防身武艺·虹气长空》详解残页	命中提高1%。
648	1	7	34	1885	《防身武艺·虹气长空》详解断篇	命中提高2%。
649	1	7	34	1885	《防身武艺·虹气长空》详解绝章	命中提高3%。
718	1	1	2235	2716	《补天心经·千蝶吐瑞》穴位图残页	调息时间减少10秒。
719	1	1	2235	2716	《补天心经·千蝶吐瑞》穴位图断篇	调息时间减少10秒。
720	1	2	2235	2717	《补天心经·千蝶吐瑞》注解残页	施展招式的消耗降低5%。
721	1	2	2235	2717	《补天心经·千蝶吐瑞》注解断篇	施展招式的消耗降低10%。
722	1	1	2235	2716	《补天心经·千蝶吐瑞》穴位图绝章	调息时间减少10秒。
723	1	8	2235	2723	《补天心经·千蝶吐瑞》人偶图残页	疗伤成效提高4%。
724	1	8	2235	2723	《补天心经·千蝶吐瑞》人偶图断篇	疗伤成效提高5%。
725	1	6	2214	2721	《引魂蛊术·夺命蛊》参悟残页	招式伤害提高10%。
726	1	6	2214	2721	《引魂蛊术·夺命蛊》参悟断篇	招式伤害提高10%。
727	1	6	2214	2721	《引魂蛊术·夺命蛊》参悟绝章	招式伤害提高10%。
728	1	2	2214	2717	《引魂蛊术·夺命蛊》注解残页	施展招式的消耗降低5%。
729	1	2	2214	2717	《引魂蛊术·夺命蛊》注解断篇	施展招式的消耗降低10%。
730	1	9	2214	2724	《引魂蛊术·夺命蛊》真传残页	招式的有效距离增加1尺。
731	1	9	2214	2724	《引魂蛊术·夺命蛊》真传断篇	招式的有效距离增加2尺。
732	1	1	2226	2716	《驭虫奇术·蛊虫献祭》穴位图残页	调息时间减少2秒。
733	1	1	2226	2716	《驭虫奇术·蛊虫献祭》穴位图断篇	调息时间减少3秒。
734	1	2	2226	2717	《驭虫奇术·蛊虫献祭》注解残页	施展招式的消耗降低5%。
735	1	2	2226	2717	《驭虫奇术·蛊虫献祭》注解断篇	施展招式的消耗降低5%。
736	1	2	2226	2717	《驭虫奇术·蛊虫献祭》注解绝章	施展招式的消耗降低10%。
737	1	8	2226	2723	《驭虫奇术·蛊虫献祭》人偶图残页	招式附加气血恢复，持续9秒，最多叠加2层。
738	1	8	2226	2723	《驭虫奇术·蛊虫献祭》人偶图断篇	招式附加气血恢复，持续9秒，最多叠加2层。
739	1	3	2232	2718	《补天心经·冰蚕牵丝》经脉图残页	运功时间减少0.125秒。
740	1	3	2232	2718	《补天心经·冰蚕牵丝》经脉图断篇	运功时间减少0.125秒。
741	1	2	2232	2717	《补天心经·冰蚕牵丝》注解残页	施展招式的消耗降低5%。
742	1	2	2232	2717	《补天心经·冰蚕牵丝》注解断篇	施展招式的消耗降低10%。
743	1	9	2232	2724	《补天心经·冰蚕牵丝》真传残页	招式的有效距离增加2尺。
744	1	8	2232	2723	《补天心经·冰蚕牵丝》人偶图残页	疗伤成效提高4%。
745	1	8	2232	2723	《补天心经·冰蚕牵丝》人偶图断篇	疗伤成效提高5%。
746	1	6	2215	2721	《引魂蛊术·迷心蛊》参悟残页	招式伤害提高10%。
747	1	6	2215	2721	《引魂蛊术·迷心蛊》参悟断篇	招式伤害提高10%。
748	1	6	2215	2721	《引魂蛊术·迷心蛊》参悟绝章	招式伤害提高10%。
