QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Difficulty	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	QuestValueStr1	QuestValueStr2	QuestValueStr3	QuestValueStr4	QuestValueStr5	QuestValueStr6	QuestValueStr7	QuestValueStr8	IsUseScriptedItem	QuestFinishedObjective	QuestFailedObjective
2041	购冰无源	<G>金水镇北吊桥头的任闲书让你去告诉金水镇东边桥头的于老爹说冰块是买不到了，让他另外想办法。	<G>于老爹交待我去洛阳买冰块，我托车夫去看了，说是洛阳的冰块都被朝廷当官的给买走了，我们这些小老百姓怎么能买得到？让<F173 于老爹>另外想法子吧。反正我是托了所有的关系都买不来了。\n<G>你看，此时行路人最多了，我得在这守着替二姑拉拉客人呢。若是跑开一小会二姑准骂我偷懒！你反正要去镇里，就替我去跑个小腿吧？到<F173 镇子东边那座桥的桥头>告诉于老爹，洛阳冰块卖完了，让他另想法子吧。	<G>冰红茶啦！好喝的冰红茶！喝上一口，清凉一夏！\n<H28><G><F174 这位小伙计大声叫卖着，没有理会你。>	<G>啥？你说啥？我听不到！	<G>还是买不到冰块？！唉，果然这节气还是不好买啊！啥时候地窖能再凉快点啊，冬日里我买他个上万块存着！\n<H28><G><F174 咳咳咳……>\n<H28><G>看来只能去那个地方了……		0					0													0		
2042	狂妄的管家前置	<G>无效的目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2043	快报前置	<G>无效目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2044	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2045	敷衍塞责	<G>冰血大营的鬼头一让你把雪狼皮带给马翼交差。	<G><N>我真得谢谢你的帮忙，马翼交给我的任务总算是给完成了。本来我是不想在此对付什么浩气盟，我只想去尝遍天下美食，若不是为了大哥。哼，谁愿意呆在这破地方。不说啦！不说啦！\n<H28><G><N>，你就帮人帮到底，送佛送到西天，把这雪狼皮毛送去给马翼吧！	<G>不怕你笑话，我这人就是好吃！	<G>鬼头一那小子还是没动静么？	<G><F174 马翼数了数。>\n<H28><G>我明明叫那臭小子给我弄二十张皮的，怎么才十八张？又给我偷工减料！		0					0													0	把雪狼皮带给马翼。	
2046	御寒之物	<G>冰血大营的马翼让你把毛皮带给西昆仑高地次层的向冲天做御寒之物。	<G>凛冬将至，最近新增了不少人，之前准备的御寒之物已经远远不够用了。所以才会想到去猎些动物的毛皮来御寒。这几件<F171 狼皮衣>你送去西昆仑高地次层给<F173 向冲天>吧，他最近多了几个手下，都是刚从南方来的，估计受不了寒。\n<H28><G>他奶奶的，若不是因为浩气盟，恶人谷何时这么狼狈过！早点把他们杀回老家就没这么多麻烦事了。	<G>让你跑个腿没什么的吧？	<G><F174 向冲天狠狠地瞪了你一眼。>	<G>原来是送皮大衣的，好久没见过这么好的人了。		0					0													0	将御寒之物交给向冲天。	
2047	天策的求助	<G>去洛水东北边的飘渺林找到天策苏穆武将军。	<G><C>，我是天策府的士兵，奉<F173 苏穆武>将军之命找寻能够出手帮忙的侠士，你能帮忙么？\n<H28><G>将军就在<F173 洛水东北>边的<F173 飘渺林一带>，他率领弟兄们围住了一群刺客，此事事关重大，还愿你出手相助。	<G>此事紧急，还望速去。	<G><F174 从他脸上的沧桑就能看出是位征战多年的将领。>	<G><F174 苏穆武眉头紧皱，看来碰到了难以解决之事。>		0					0													0		
2048	威慑	<G>浩气盟的柳浪让你杀掉那些作恶多端的恶人谷之人。	<G><F174 只见此人衣着光鲜，眉目英朗，气宇轩昂，见你前来，便与你拱手作揖。>\n<H28><G>一路奔波，实为有劳<C>！\n<H28><G>你到瞿塘峡也有些时日了，如今我浩气盟正与那无法无天的恶人谷隔河对峙，急需人手帮忙。\n<H28><G>常言有：英雄造时势！<N>，现正是你为浩气盟立下大功的机会。\n<H28><G>恶人谷之人甚为乖嚣，你去给他们点颜色瞧瞧，好让他们知道何为邪不胜正！	<G>恶人阴险，万事小心。	<G>恶人阴险，万事小心。	<G>惩治恶徒，本就是我浩气盟分内之事！		0					0													0		
2049	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2050	骆宾王墓	<G>英雄擂附近的袁成杰让你前去西南方的骆宾王墓协助长歌门弟子。	<G><N>，我这里还有一桩难事，能帮帮我么？\n<H28><G>这<F173 出镇西南方，经过长蛇谷>后<F173 ，>有一大墓，那乃是长歌门前辈长老<F173 骆宾王之墓>。当年徐敬业大帅起兵反抗武则天，骆长老拍案随之，还愤然写下《讨武氏檄》。可惜天不从人愿，徐帅兵败，骆长老也下落不明，因他是我长歌门前辈长老，故我等门众以他生前随身的一个宝物暂代肉身，葬于这崇山峻岭之间。\n<H28><G>我在长安驻守，便是奉命看守骆长老之墓的。\n<H28><G>只怪我门中狄飞霜心伤爱侣谷碧湖之事，喝酒误事，将墓中藏宝的消息误传了出去，引得江湖上一些贼人纷至谷中，后来消息竟传至神策军一个叫做宋南天的将军耳中，现在神策军和当年隋朝宇文氏叛军两支贼人已赶走了大批的江湖人士，并在谷口死守，谷中急需人救援，还请你不吝援手，速去见我师兄<F173 赖臣功>。	<G>师弟不知道还能与那些人周旋多久……	<G>贼人！休想乔装盗宝！	<G>嗯！你年轻仁义，成杰果然好眼力！		0					0													0		
2051	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2052	初识长歌	<G>听骆宾王墓的赖臣功跟你大概讲述此次围剿陵墓的真实内情和长歌门的概况。	<G>你既然来帮我长歌门，想是从狄师弟那里知道了一些来龙去脉。\n<H28><G>墓中确有骆长老的宝物，是一把剑。<N>，你可知晓当年骆宾王的《讨武氏檄》并非是笔写出，而是用这把剑刻于精石之上。\n<H28><G>神策军屯聚于此并非是为了这把于他无用的剑，也不仅仅是为了讨好武皇。哼哼，那神策来此，是为了墓中另一宝物。\n<H28><G>当年徐敬业带兵打仗的时候，每次胜出回至帐中，总会将当天之战事详细记之，还配以图谱，解析，注名《徐氏兵籍》。后来兵败被杀，这典籍曾一度下落不明，幸得我长歌门人苦心寻觅得之，因骆长老与徐司马相交甚好，便将这兵谱葬于此中。\n<H28><G>至于那宇文叛军，他们以墓中宝物价值连城为由，使计哄得大数十二连环坞之人尾随其至此，无非亦是想得到这墓中的兵籍。	<G>生亦何欢、死亦何苦。为百姓为社稷，我赖臣功死也要死在这墓前。	<G>生亦何欢、死亦何苦。为百姓为社稷，我赖臣功死也要死在这墓前。	<G>我长歌门人虽多为风雅书生，但却一心为国为民，不输兵戎。其实那些宝物，若是英雄好汉来取，送也可以，但神策和宇文那些贼人心肠歹毒，若这宝物落入他手，怕百姓难逃浩劫。		0					0													0		
2053	挑衅	<G>恶人谷据点的王浩北让你去杀掉那些浩气盟的人。	<G><F174 只见此人浓眉虎目，虎背熊腰，见你前来，便伸手示意你过去说话。>\n<H28><G><N>，你可终于到了！\n<H28><G>这一路有否遇到浩气盟那些小龟蛋儿？\n<H28><G><F174 方才还是嘴角轻扬的王浩北霎时变了脸色。>\n<H28><G>他奶奶个熊！浩气盟那些伪君子，满口仁义，却满手血腥。我们恶人谷兄弟与他们隔河对峙多时，浩气盟那些小龟蛋儿就会暗箭伤人，我们已有不少兄弟丧生在他们偷鸡摸狗的暗器之下。有句话怎么说来着？先发制人！我们可得先给他们点厉害瞧瞧！\n<H28><G>兄弟，你武功高强。去把他们的人给灭了，为我逝去的恶人谷弟兄报仇！	<G>去杀他们个片甲不留！	<G>去杀他们个片甲不留！	<G>哈哈，大快人心！		0					0													0		
2054	偷粮解危	<G>骆宾王墓的赖臣功，让你去长蛇谷，盗些粮草回来交给他。	<G>神策德治营的兵士，因在皇城脚下，故不缺粮草，长蛇谷中的十二连环坞贼子，因常驻谷口，故带足了<F171 粮草>，常守不常攻，无非是想用最少的损耗毁了陵墓，夺去宝物。\n<H28><G><N>，烦劳你走趟<F173 西边那条“长蛇谷”>，从那些贼子营中取些<F171 粮草>回来。	<G>好阴险的兵匪。我等定会坚守于此。	<G>好阴险的兵匪。我等定会坚守于此。	<G><C>好身手，赖某此番开了眼界。\n<H28><G>那兵匪之地贼人众多，义士此次想必颇是费了一番周折，真是辛苦了。		0					0													0	将粮草交给赖臣功。	
2055	削敌兵力	<G>骆宾王墓内的杨峰让你去北面的德治营和长蛇谷杀敌。	<G><N>。方才老夫“道听途说”了一些你做过的义事。\n<H28><G>我长歌门门众虽多是些诗人骚客，但个个称侠尚剑，更有甚者，李白自二十岁便仗剑远游。其实我等习武也是等待机会为国效力。\n<H28><G>方才老夫隐约见你在宇文营中的身形，倒是对你的武功颇有些兴趣。倘是平时遇见你，老夫倒真的要和你切磋。但现在的情形……不如这样，你去<F173 德治营>杀些个神策<F172 德治营甲兵>，哦，还有<F173 长蛇谷>那些十二连环坞的<F172 乌合盗匪>，让老夫再见识见识，正巧也可以削他兵力，如何？\n<H28><G>呵呵，敌营凶险非常，倘仅此原因，恐世人会觉老夫不通情理，这样吧，我这里有件宝物，你功成归来，可以与你……	<G>醉扉后花开花落，忘庭前云卷云舒。	<G>醉扉后花开花落，忘庭前云卷云舒。	<G>哎……年轻人果然心浮气躁，老夫还未说完，你便纵身离开，嗯，可见你的确有点底子，适才老夫远望，你虽武艺一般，但基础扎实，如果以后能勤加练习，必大有进步。\n<H28><G>嗯？宝物？\n<H28><G>哦……老夫刚才是说可以与你观赏一下。不过，现下形势紧张，墓外那些可都是无良鼠辈，所以财不可露白。改日<C>若偷闲，可来我长歌，老夫定尽足宾主之仪！		0					0													0	回复杨峰。	
2056	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2057	代询伤情	<G>骆宾王墓的赖臣功让你代他去问下在门口懂医术的丁斌，那些被毒箭所伤的长歌门人病况如何。	<G>不知那些受伤之士现在身况如何，虽然现在那些兵匪按兵不动，暂时歇缓。但为防万一，我要在此守视。\n<H28><G><N>，你代我去问<F173 丁斌>那些伤众现在伤势如何，看还需什么，我即刻着人去办。\n<H28><G>他就在<F173 门口>，是我门中颇懂医术的人，外表儒雅，但性情些许生僻，说话硬些，你莫要在意。	<G>丁斌口气虽硬，但确是外冷内热。	<G>丁斌口气虽硬，但确是外冷内热。	<G><F174 丁斌抬眼斜看了你一眼。>\n<H28><G>不便相告。\n<H28><G><F174 继而继续低头翻着一本草药书。>		0					0													0		
2058	冰河之战	<G>向冲天让你去昆仑冰原西边的冰血岗找到谷蛟龙。	<G>浩气盟那些兔崽子还真硬，与我们对峙了这么多天竟然还能坚持得住！本想严冬一来，他们就该退了去了，结果河都冻住一个月了，他们的人竟然有增无减！真是蝗虫一般惹人烦心！我派谷蛟龙攻入浩气盟，可他竟然还是原地不动！看起来那浩气盟不好对付啊！\n<H28><G>你下了西昆仑高地再往前走一点，便能看到我们的前线营地——<F173 冰血岗>了，去帮<F173 谷蛟龙>就在那里。	<G>真气人！谁他妈要跟他们斗啊！	<G><F174 谷蛟龙能凝视着前方一句话都不说。>	<G>这么两个月下来，兄弟们都疲惫了。大家都提不起什么劲来了。那浩气盟真不好对付！		0					0													0		
2059	传艺之人	<G>找到五个门派传艺人，之后回复车夫。	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2060	缘聚于此	<G>跟凛风峡深处的神秘商人钱德利对话。	<G><C>，你我在此相聚也是一种缘分啊，可有兴趣跟在下聊聊顺便做点交易？	<G>不要看我落魄，我这会有让你大吃一惊的东西的，当然，前提是我们合得来。	<G>不要看我落魄，我这会有让你大吃一惊的东西的，当然，前提是我们合得来。	<G><C>，其实我是一名商人，你可以把我看做是一个杂货商。但是我并不只是卖杂货那么简单，你能想象一个小小的杂货商深入叛军营地来卖针线锅铲么？正所谓天下熙熙皆为利来，天下攘攘皆为利往，若非有数倍的利润我也不做这种刀尖上舔血的买卖啊。只不过现在的我遇到了点麻烦，事情并不像我想象的那样顺利，还需要<C>你帮衬一二。		0					0													0		
2061	投桃报李	<G>凛风峡深处的钱德利让你从骁果营辎重兵和刀卫身上夺回货物。	<G>这群<F172 骁果营辎重兵和刀卫>简直就是一群白痴土匪，我还以为是个人都应该懂得杀鸡取卵不可取的道理。想不到他们根本就不听我讲道理，看见我带来的货物二话不说就开抢。我的两大车货物啊，他们人手一份给抢光了，我肠子都悔青了。还好我留了个心眼，要不然真是偷鸡不成蚀把米，欲哭无泪啊。\n<H28><G><C>，你看着就气度不凡、武艺超群，去<F173 凛风峡>帮我把<F171 货物>弄回来吧。你放心，事成之后会有你意想不到的丰厚谢礼。我钱德利作为一个成功的商人，绝对地遵守承诺，不然您就宰了我。	<G>我大唐的商人都是童叟无欺的，要不怎么那些番人都喜欢来大唐做生意呢？	<G>我大唐的商人都是童叟无欺的，要不怎么那些番人都喜欢来大唐做生意呢？	<G>对对对，就是这些货物。<C>，我就知道你一定会成功的，这不，我给您的报酬已经取出来了。此外还送上些零散银两作为你的路费，当然我这里卖的东西还是要收钱的，一码归一码不是，嘿嘿。\n<H28><G>你看看，这些东西还合你的心意不？\n<H28><G><F174 钱德利打开了一个沾满泥土的箱子，和那些杂货摆在一起，箱子里都是些好东西啊。>\n<H28><G><C>，我这的价格童叟无欺，自然也不敢欺您不是，不过你可不要告诉别人我这里有好东西啊，嘿嘿，我只卖给恩人。		0					0													0	把货物交还给钱德利。	
2062	何时启程	<G>倌塘驿站南部的毛毛让你告诉驿站南口坡地上的杨十六他随时准备启程了。	<G><N>，你能帮我去<F173 驿站南口>问问<F173 杨大叔>什么时候启程前往浩气盟么？我已经准备好了，迫不及待地想早日到浩气盟去实现爹的遗愿。	<G>这一路上多亏杨大叔他们的照顾了。	<G>目前的形势颇有些怪异啊。	<G>毛毛已经准备好了？不过我还不能这么快走，现在遇到了一些棘手的事情，宇文叛军又在南屏山出现了。\n<H28><G><N>，这段时间真是谢谢你了！我会安排人护送毛毛前去浩气盟的。		0					0													0		
2063	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2064	乐之门	<G>英雄擂附近的莫氏，让你去东南谷中城郊破庙找到莫怀恩。	<G><F174 面前这个妇人颇有江湖气息，不过看上去有些烦躁。>\n<H28><G>孩儿他爹<F173 莫怀恩>一大早上就跑出去了，说是要去听琴，这哪门子的事啊，从来没有听说过他还有这雅兴。连饭都没有吃就去了，什么时候回来也不给个准信。\n<H28><G>你帮我把这篮子<F171 饭菜>送给他去吧，他应该和他那些朋友在<F173 东南边山谷>里那个<F173 城郊破庙附近>。	<G>怎么，没找到吗？	<G>这天都快黑了……	<G>哦，夫人送来的？\n<H28><G><F174 他忧郁的眼中闪过一丝喜悦。>		0					0													0		
2065	飞来横祸	<G>听莫怀恩讲述现状。	<G>我们可都上了大当了！\n<H28><G><F174 悲愤之情溢于言表。>\n<H28><G>收到琴魔的请柬，说是来听琴，这可是天下难得的好事啊，哪知道我们四兄弟到了这里，竟收到一张生死令，要我们交出左丞韦的下落。\n<H28><G>左丞韦和我们四个是拜把子的弟兄，不知道左兄弟和琴魔有过什么过节，但是要我莫怀恩出卖弟兄，这种事绝对不行。\n<H28><G>不过琴魔武艺强横，我们奈何他不得，只一个书童，轻而易举点了我们的穴道，困在此处，说是若不交出左兄弟的下落，每两个时辰杀我们一个。\n<H28><G>我莫怀恩绝不是贪生怕死之辈，何况左兄弟已有三年未见，何以得知他的下落？这……这不是强人所难吗？	<G>这可如何是好啊	<G>这可如何是好啊……	<G>这可如何是好啊……		0					0													0		
2066	面见琴魔	<G>与琴魔的弟子对话，找到一些琴魔的线索。	<G><C>，我看你也是练过武的，看在同是江湖人的份上，你替我们跟琴魔求个情，你是局外人，他不会为难你的。\n<H28><G>我们也没有见过琴魔，别说长什么模样，就是男女也不知道，不过<F173 旁边>这位<F173 小童子>自西南抚琴台而来，想必他是琴魔的弟子，你去问问他吧。	<G>我们就靠你了！	<G>无效未完成对话（交任务处）	<G>琴魔居此抚琴台，晋见者须持琴魔弦音令两份，否则不见。		0					0													0		
2067	羽音	<G>在抚琴台附近找到羽，完成听音辨位的考验。	<G>此庙<F173 一旁小路向上走平地处>有一书童，是我五师妹，名唤为<F173 羽>。掌守五音玄阵，破此阵者，可过一关。	<G>没有两份弦音令，谁也不能面见琴魔！	<G>无效未完成对话（交任务处）	<G>唉……\n<H28><G><C>你想见琴魔？		0					0													0		
2068	落弦	<G>去见抚琴台附近的琴魔弟子——徵。	<G>我四师妹，名唤为<F173 徵>，也持有<F171 弦音令>，前日擦琴之时不慎弄断了一根琴弦，被琴魔大人责罚面壁思过。现下身处<F173 山边>，你<F173 沿路直上>便可看到。	<G>徵就在附近，怎可能找她不到？	<G>无效未完成对话（交任务处）	<G>不错，在下就是徵。有话快讲，我本被琴魔大人罚罪面壁，但现在偷懒，休要让她老人家看到才好！		0					0													0		
2069	阴阳两隔	<G>把张聪的死讯转告倌塘驿站南部的石蕙兰。	<G><F174 种种迹象结合石蕙兰的描述，可以肯定这个就是她的相公张聪了。现在看来，张聪应该是被人给杀害的，而且凶手很有可能就是在附近游荡的叛军。唉，还是先把这个噩耗告诉石蕙兰吧。>	<G><F174 这具遗体已经冰凉了。>	<G><C>，你没有找到我相公么？	<G>这不是真的，不是真的，我相公捕蛇去了，又不是去打叛军，怎么会被杀呢。你是骗我的，骗我的……\n<H28><G><F174 石蕙兰已经有些语无伦次了，她接受不了心爱的人离自己而去的事实。>		0					0													0		
2070	空手而归	<G>将抚琴台琴魔的口信带回给北面破庙前的莫怀恩。	<G><F174 你说罢来意，只听得帐内琴音袅袅，不多时，帐外书童模样之人开始说话。>\n<H28><G>传琴魔大人的话，不交出左丞韦的下落，他的兄弟就得死，即便是皇帝老子来求情也不见。\n<H28><G><F174 原来琴魔是用琴音传意给弟子，然后弟子再转述，如此高超之技艺，实在令人咋舌。>\n<H28><G><C>，还是请回，那左丞韦冲撞了琴魔，是他该死，谅你这三两下野狐禅，也断做不得什么大事，莫说是违背琴魔大人的意思去帮那命该如此的背时鬼了，这不是蚍蜉撼大树么。	<G><C>，请回吧，真是蚍蜉撼大树！	<G>怎么？	<G>啊！！这……这如何是好，夫人啊……夫君我遭此横祸，难以安全得返了，你们孤儿寡母，以后如何度日啊！！\n<H28><G><F174 莫怀恩十分难过，低头垂泪，喃喃自语，无心理你。>		0					0													0		
2071	出卖	<G>找到长安城西南角神策武德营牢狱中的左丞韦。	<G><F174 这个人在用腹语和你说悄悄话。>\n<H28><G><C>，我知道<F173 左丞韦>在哪里，他为了躲避琴魔的追杀，躲到<F173 长安城西南的神策武德营大牢>里去了，前些日子他找过我，借了几两银子去，想必是要前后打点打点，如果不出所料，他现在还留在牢里……你看……\n<H28><G><F174 他说着有点吞吞吐吐。>\n<H28><G>我也不是没义气的弟兄，但是这里是几条人命啊，你去会他一会，搞清楚左兄弟究竟是怎么得罪了琴魔，有没有办法能够弥补……	<G>琴魔要找左丞韦，抓我们作甚啊！！	<G>哎……突降杀身之祸啊！！	<G>在下就是左丞韦，快救我出去吧！		0					0													0		
2072	囚徒	<G>替左丞韦在武德营枪兵的身上搜到牢笼钥匙。	<G>那日我到山林里去打猎，听到有琴声，然后……然后就一不小心看到了琴魔的真身，就这么惹来了杀身之祸！唉，你想知道？不行不行，我要是说出去了，就死定了！\n<H28><G><F174 左丞韦说着叹了口气。>\n<H28><G>神策这帮畜生，我上上下下花了二十两银子的茶钱，他们居然嫌不够，把我关在这牢笼里，不见天日，饭也不给吃一口……<C>，既然你来了，就救我出去吧，这牢笼的<F171 钥匙>，就在<F172 武德营枪兵>身上。	<G>神策这群畜生！拿老子银子，放老子鸽子！！	<G>神策这群畜生！拿老子银子，放老子鸽子！！	<G>你……你答应了吗？！如此，左某代家中孤儿寡母给恩人磕头了！		0					0													0	把钥匙交给左丞韦。	
2073	回复	<G>将左丞韦的血书带给玉泉山庄东面抚琴台的琴魔。	<G><C>，此地凶险异常，你把钥匙给我，自己快走吧。不过，我这样回去一定还是会被琴魔追杀的……我左丞韦好歹也是条汉子！\n<H28><G><F174 说着他把左手放在石头上，手起刀落，整个手掌被砍了下来。蘸着鲜血在衣服上写着。>\n<H28><G>我左丞韦发誓，对于琴魔的身份，绝不向外透露半个字，如有违背，誓如此手！\n<H28><G><C>，你替我将此<F171 血书>交给<F173 抚琴台>的<F173 琴魔>，如果他还要为难我，我也就认了，就在天都镇中等他来取命。	<G><F174 左丞韦疼得快晕过去了，直冒冷汗。>	<G>无效未完成对话（交任务处）	<G>把血书交给我吧，琴魔自有考虑。<C>，我再劝你一句，别人的事，休要多管，还是自己保重吧。		0					0													0		
2074	无效任务名称	<G>无效任务目标	<G>无效任务描述	<G>无效未完成对话（接任务处）	<G>无效未完成对话（交任务处）	<G>无效完成对话		0					0													0		
2075	天下武功出少林	<G>驿站的张六爷指点你去见镇子里的澄实大师。	<G><C>，如今少林寺中的罗汉堂首座——<F173 澄实>大师碰巧正在此地，你快去<F173 镇东>拜访于他。能通过澄实大师的接引，加入少林，那可是三生修来的福分啊。若非我实在无法舍弃乞丐这份很有前途的生涯，也真想从此随高僧修行。不过佛渡有缘人，或许你会有这份缘法吧！\n<H28><G>澄实大师乃是罗汉堂首座，少林八大高僧中武功最高者。当年澄实大师闯木人巷只用了半个时辰。少林的木人巷何等之难！寻常弟子是没有资格闯木人巷的，即便是高手中的高手要打过木人巷至少也要花上三个时辰！可见澄实大师的武功造诣在那个时候就已经超乎寻常了！再后来，澄实大师云游四方，江湖上也是难找对手，他慷慨豪放，嫉恶如仇。那个时候他走过的地方一年之内再没有人敢为非作歹。如今当上了罗汉堂首座，他对武学理解之深，更非一般人能领会的。你若有机会可向他讨教两手，那真是受益匪浅啊。	<G>澄实大师方才还给了我十两银钱，真是菩萨心肠。	<G>阿弥陀佛！	<G>阿弥陀佛，少林佛法，普渡众生，施主可有意心向我佛。		0					0													0	去找澄实。	
2076	大唐高僧	<G>浩气营的慧安拜托你去寇岛找到星野神社的法如和尚寻问玄合大师的下落。	<G>阿弥陀佛！实不相瞒，我少林弟子本是要到寇岛去的，未想竟在金水遭此劫难。此事说来话长……\n<H28><G>少林上上代高僧渡明大师在年轻的时候随南洋商队去了室利佛逝国传扬佛法。上月我寺接到消息说，渡明大师坐化西去，其弟子玄合要将大师的舍利子带回少林寺。但其船队却在寇岛遇难，于是，方丈便命贫僧领着弟子们前去寇岛接回玄合。但却在金水遭此劫难，唉！现在弟子们个个重伤，贫僧也难幸免。\n<H28><G>方才看你武艺高强，能否帮贫僧去寇岛打听玄合大师的下落？贫僧听商会的人说，<F173 寇岛>上有个<F173 星野神社>，神社的主持是<F173 法如>大师，在寇岛颇有威信，你可去向他打听玄合大师的下落。	<G>此去寇岛路途遥远，请多多小心，阿弥陀佛，佛祖保佑！	<G>玄合大师的事我已飞鸽传书给少林了。他是被抓去了日轮山城。\n<G>此事先到此为止吧，日轮山城可不是那么容易就能进去的。	<G>玄合大师的事我已飞鸽传书给少林了。他是被抓去了日轮山城。\n<G>此事先到此为止吧，日轮山城可不是那么容易就能进去的。		0					0													0		
2077	天下武功出少林	<G>红衣教营地的洛清让你去拜访营地东南的少林罗汉堂首座——澄实大师。	<G>这位少侠，如今少林寺中的罗汉堂首座——澄实大师正在此地。你若有意，可前去<F173 镇东>拜访于他，若非我实在无法舍弃小偷这份很有前途的生涯，也真想从此随高僧修行。不过佛渡有缘人，或许你会有这份缘法吧！\n<H28><G>所谓天下武功出少林，澄实大师更是罗汉堂首座，少林八大高僧中武功最高者。当年澄实大师闯木人巷只用了半个时辰。少林的木人巷何等之难！即便是高手中的高手要打过木人巷至少也要花上三个时辰！可见澄实大师的武功造诣在那个时候就已经超乎寻常了！\n<H28><G>后来，澄实大师云游修佛，江湖上几乎没有对手，他慷慨豪放，嫉恶如仇。那个时候他走过的地方一年之内再没有人敢为非作歹。如今当上了罗汉堂首座，他对武学理解之深，更非一般人能领会的。你若有机会可向他讨教两手，那真是受益匪浅啊。	<G>澄实大师确是高手中之高手啊！	<G>阿弥陀佛……	<G>阿弥陀佛，少林佛法，普渡众生，施主可有意心向我佛否？		0					0													0		
2078	不明之事	<G>枫林的李仲义要你去南边的乱葬岗找到韩晋。	<G><F174 李仲义很悲痛。>\n<H28><G><N>，真没想到张兄弟居然……究竟是谁下的毒手？\n<H28><G><F174 李仲义突然想起了什么。>\n<H28><G>张兄弟之前曾传书我说他去了<F173 南边的乱葬岗>，遇见了一个叫<F173 韩晋>的人，我现在要安葬好张兄弟的尸骨不能离开，你能帮我去找韩晋么？也许他知道张兄弟的情况。\n<G>然而却不知那韩晋是敌是友，<N>请莫要把张兄的事原本地给说了出去，更不要透露张兄丐帮弟子的身份。多谢了！	<G>可怜的张兄弟。	<G>这里已经很少有人来了。	<G>你说张士忠么？他离开这里已经很长时间了。		0					0													0		
2079	乌金砂	<G>骆宾王墓的丁斌，让你去墓周围的水中采点乌金砂入药。	<G>还需一味药。\n<H28><G><F174 丁斌喃喃自语。>\n<H28><G>东阳草……赤阳，赤为金……\n<H28><G><F171 乌金砂>！\n<H28><G><F174 丁斌突然转向你。>\n<H28><G>去<F173 环陵之水底>取些色乌泽亮之沙回来。	<G>既然毒要凝血，为今只有活血通络才可抑制毒性。	<G>既然毒要凝血，为今只有活血通络才可抑制毒性。	<G>取乌金砂这点小事，的确易如反掌。		0					0													0	将乌金砂交给丁斌。	
2080	镇魔液	<G>乱葬岗的韩晋让你把镇魔用的狼血和毒人骨灰混合物涂抹在乱葬岗的坟墓上。	<G><C>，你看，我把毒人的骨灰和狼血混在一起弄成了这镇魔液。等下就麻烦你<F171 把这个镇魔液涂抹到我兄弟们的坟墓上>去吧，这样毒人即使会攻击同伴抢地盘也会因为有狼血而望而却步了。	<G>生前不能保护兄弟们，只能在他们死后保他们安宁了。	<G>生前不能保护兄弟们，只能在他们死后保他们安宁了。	<G>要说对付毒人啊，还是黑驴蹄子最管用。据说当年的摸金校尉摸金倒斗的时候黑驴蹄子和油灯都是必备的东西，黑驴蹄子自然是用来对付毒人的。灯？灯么，是用来吹的，至于谁吹，为什么要吹灯我就不清楚了……我也只是听人这么说，难辨真假。		0					0					洒液镇魔								1	回复韩晋。	
2081	偷药解毒	<G>骆宾王墓的丁斌，让你潜入东北方的神策德治营取回解药，并直接送到重伤者罗响手中。	<G>这毒发时症状奇特，据我观察四周伤员状况，发现中毒者伤口血液不易凝结，且奇痒难耐，令人不自觉抓挠，致使伤口久久不愈。\n<H28><G>这墓地地处谷底，我门众守是守得，要攻却也难，只因缺乏药材，老夫的药怎么都不能根治毒性。此毒极易入体，稍有些许创口便可中毒。\n<H28><G>照此看来，想必那神策营地里定有解药。\n<H28><G><C>，再请你去一趟东北的神策<F173 德治营>，取来<F171 解药>，代我直接交给伤得最重的<F173 罗响>，让他先行服下。	<G>区区几瓶解药也拿不到吗。	<G>神策的弓箭上是什么毒，身上时痒时痛。	<G>这药是你自神策军营取来的？！\n<H28><G>难怪我服了丁斌的药物不见彻底痊愈，原来是需特制解药，没想到神策此番做事如此周密！		0					0													0	将箭毒的解药交给罗响。	
