ID	Length	String
STR_TIP_SCREEN_RESOLUTION	32	改变游戏分辨率。适当降低分辨率可以提高运行速度。\n头顶文字的大小会随着分辨率的大小改变而改变（需重启客户端）。
STR_TIP_SCREEN_REFRESH	32	改变显示器刷新率,越高的刷新率可以让屏幕上的闪动率看上去更低。（只有在全屏模式才可以修改。）
STR_SCREEN_UV	8	界面缩放
STR_TIP_SCREEN_UV	32	调节用户界面的比例，比例为1的时候界面表现可达到最佳效果。
STR_TIP_SCREEN_UVPERSENT	32	改变用户界面比例。
STR_UISET_CAMERA	16	镜头设置
STR_UISET_C1	16	从不追随
STR_UISET_C2	16	智能追随
STR_UISET_C3	16	总是追随
STR_UISET_CS	16	鼠标移动速度：
STR_UISET_CH	16	镜头最大距离：
STR_UISET_RENDER	16	渲染选项
STR_UISET_WATERREFIECTION	16	水面反射
STR_UISET_BLOMENANBLE	16	全屏柔光
STR_UISET_SHOCKWAVE	16	屏幕扭曲
STR_UISET_RENDERGRASS	16	地表细节
STR_UISET_TS	16	贴图精度(需重启游戏)
STR_TITLE_UISET	16	界面设置
STR_TIP_UISET	32	你可以在这里自定义你的界面显示。
STR_UISET_DISPLAYCONTENT	16	头顶显示选项
STR_UISET_PN	16	显示其他玩家名字
STR_UISET_PT	16	显示其他玩家称号
STR_UISET_PB	16	显示其他玩家血条
STR_UISET_NN	16	显示NPC名字
STR_UISET_NT	16	显示NPC称号
STR_UISET_NB	16	显示NPC血条
STR_UISET_SN	16	显示自己名字
STR_UISET_ST	16	显示自己称号
STR_UISET_SB	16	显示自己血条
STR_UISET_PLAYERP	16	显示玩家对话泡泡
STR_UISET_NPCP	16	显示NPC对话泡泡
STR_UISET_A1	16	打开下方扩展栏
STR_UISET_A2	16	打开
STR_UISET_A3	16	打开自定义快捷栏一
STR_UISET_A4	16	打开右二扩展栏
STR_UISET_AL	16	锁定快捷栏
STR_AUTO_QUETSHOW	16	自动追踪任务
STR_UISET_ACTIONBAR	16	快捷栏选项
STR_TIP_HOTKEYSET	32	你可以在这里改变你的快捷键设置。
STR_TITLE_HOTKEY	16	快捷键设置
STR_HOTKEY_DEFAULT	16	恢复默认
STR_HOTKEY_SET	16	设置快捷键
STR_HOTKEY_CLEAR	16	清除
STR_RETURNLOGIN	16	返回登录界面
STR_RETURNCHARA	16	返回角色选择
STR_QUITGAME	16	退出游戏
STR_RETURNGAME	16	返回游戏
STR_TIP_RETURNCHAR	32	返回你的角色选择界面，你可以选择另一角色进入游戏而不需要重新输入帐号。
STR_TIP_EXITGAME	32	关闭你的游戏，如果你需要继续游戏，建议不要选择此项。
STR_TIP_BACKTOGAME	32	关闭这个界面，继续游戏。
STR_BUY	16	购买
STR_SEARCH	16	查找
STR_SEARCH2	16	搜索
STR_DEFAULT	32	默认
STR_SURE	16	确定
STR_CANCEL	16	取消
STR_GOODBYE	16	告辞
STR_RETURN	16	返回
STR_BACK	16	后退
STR_CLOSE	16	关闭
STR_TESTNUM1	16	9
STR_TESTNUM2	16	99
STR_TESTNUM3	16	999
STR_TESTNUM4	16	9999
STR_TESTNUM5	16	129/999
STR_TESTNUM6	16	0/9999
STR_TESTNUM7	16	1200~9999
STR_TESTTEXT1	16	未知目标
STR_TESTTEXT2	32	这里是插件加载的测试。哈哈哈哈哈！
STR_TESTTEXT0020	32	请放入药引
STR_TITLE_MOVIE	16	片头动画
STR_TITLE_STUFF	16	制作人员
STR_TITLE_REGISTER	16	注册帐号
STR_TITLE_FIND_PASSWORD	16	忘记密码
STR_TITLE_RECHARGE	16	帐号充值
STR_TITLE_BULLETIN	16	服务器公告
STR_TITLE_SCENE_MINI	16	场景一
STR_TITLE_TEST_CONNECTION	16	测试网速
STR_TITLE_ADVISE_SERVER	16	推荐服务器
STR_TITLE_SERVERLIST	16	大区与服务器选择
STR_TITLE_PREV	8	上一步
STR_TITLE_NEXT	8	下一步
STR_TITLE_ROLE_PREV	8	上一个
STR_TITLE_ROLE_NEXT	8	下一个
STR_LABEL_ONE	8	一
STR_LABEL_TWO	8	二
STR_LABEL_THREE	8	三
STR_LABEL_FOUR	8	四
STR_LABEL_FIVE	8	五
STR_FAMILY_NAME	8	角色姓
STR_NAME	8	角色名
STR_WHOLE_NAME	8	角色名称
STR_CUSTOMROLE	16	角色特征
STR_FACESTYLE	8	脸型
STR_HAIRSTYLE	8	头型
STR_DRESS	8	衣服
STR_TITLE_LOGIN_HOMEPLACE	16	选择新手村
STR_LOGIN_HOMEPLACE_01	16	新手村A
STR_TITLE_LOGIN_ADVISE_HOMEPLAC	16	自动推荐
STR_TITLE_CHANGE_SERVER	16	更改服务器
STR_TITLE_NOW_SERVER	16	当前服务器
STR_ADD_ON_MGR	16	插件管理
STR_TITLE_ENTER_GAME	16	进入游戏
STR_LABEL_ACCOUNT	8	帐号
STR_LABEL_PASSWORD	8	密码
STR_AUTO_LOGIN	16	记住帐号
STR_RELOGIN	16	自动重连
STR_LABEL_2ND_PASSWORD	16	二级密码
STR_TITLE_PASSWORD	16	帐号密码
STR_LABEL_DELETE_ROLE	16	删除角色
STR_LABEL_CREATE_ROLE	16	创建角色
STR_LOGIN_DELETECHAR	32	请输入以下内容以确认删除角色
STR_SURE1	16	确  定
STR_LOGIN	16	登录
STR_AUTO_LOGIN	16	自动登录
STR_TEMPPOEM	32	敢仰捉仗\n问天刀剑\n人一成携\n间笑笔酒\n事抒赋江\n不我性湖\n平意情行
STR_TEMPPOEMTITLE	32	剑\n侠\n情\n
STR_TEXT_UV	16	文字缩放
STR_SEND	16	共享
STR_SAVE	16	保存
STR_BREATH	16	呼吸
STR_SKILL_STUDY	16	学习
STR_AUTO_CAST	16	自动自我运功
STR_CAST_KEEP	16	运功保持
STR_TITLE_REPUCHECK	16	战斗开关
STR_TIP_REPUCHECK	32	勾选这个选项后，你将会向这个势力开战，你可以攻击所有该势力的NPC。
STR_RETURN_MAIL	16	退信
STR_ENVIRONMENT	16	反射环境
STR_EQUIP_GROUND	16	反射地面
STR_THING	16	反射物件
STR_TITLE_RENDEREXPLAIN	32	水面反射细节：
STR_TITLE_CHARACTERRENDER	16	反射人物
STR_LOGIN_ROLE_NAME	16	角色名只能输入2~6个汉字
STR_RANDOM	16	随机定制
STR_BIND_A1	16	绑定快捷栏第一页
STR_BIND_A2	16	绑定快捷栏第二页
STR_BIND_A3	16	绑定快捷栏第三页
STR_BIND_AN	16	不绑定快捷栏
STR_TIP_MYSTIQUE	32	点击打开秘笈界面
STR_MAP_TRAFFIC	16	交通
STR_MAP_COPY	32	武林秘境
STR_SHOW_BG	32	显示快捷栏背景
STR_TITLE_MYSTIQUE	16	秘笈
STR_UISET_CD	16	远景显示
STR_UISET_DETAILENABLE	16	材质过滤
STR_EQUIP_AMICE	32	背部挂件
STR_PROPERTY_SPEED	16	跑速
STR_PROPERTY_INFO	16	属性
STR_PROPERTY_FASTNESS	16	破防
STR_PROPERTY_PHYSICSATTACK	16	外功攻击
STR_PROPERTY_MAGICATTACK	16	内功攻击
STR_PROPERTY_DEFEND	16	防御
STR_PROPERTY_LIVE	16	生存
STR_MARKET_NAME	16	名称
STR_MARKET_CENCEL	16	取消物品
STR_MARKET_AMEND	16	修改价格
STR_MARKET_Stop	16	收摊
STR_MARKET_MARKETSETTING	16	摊位设置
STR_MARKET_HISTORY	16	交易查看
STR_MARKET_MARKETNAME	16	摊位
STR_MARKET_HISTORYNAME	16	查看
STR_MARKET_MARKETBUTTON	16	摆摊
STR_MARKET_MARKETTRADE	16	查看摊位
STR_VIDEO_BASICSETTING	32	基础设置
STR_UISET_MS	16	模型精度
STR_UISET_KE	16	武功特效
STR_UISET_WI	16	天气强度
STR_CRAFT_STRAMINA	32	体力
STR_CRAFT_THEW	32	精力
STR_FRIEND_ENEMY	16	仇人
STR_TITLE_ADD	16	添加
STR_FRIEND_ENTERNAME	16	输入角色名
STR_UISET_ELSEDISPLAY	16	其他显示选项
STR_UISET_BUFFTIME	16	显示增益持续时间
STR_UISET_DOTTIME	16	显示减益持续时间
STR_UISET_TCB	16	显示目标施法条
STR_SWAP_MOUSE	16	鼠标左右键反转
STR_AUTO_PICKUP	16	自动拾取
STR_PICKUP_NEAR_MOUSE	16	鼠标位置打开拾取窗口
STR_SWAP_MOUSE	16	反转鼠标
STR_AUTO_PICKUP	16	自动拾取
STR_PICKUP_NEAR_MOUSE	16	鼠标位置打开拾取窗口
STR_UISET_COMBATINFO	16	浮动战斗信息
STR_UISET_DISPLAYDAMAGE	16	伤害值
STR_UISET_DISPLAYHEALTH	16	治疗值
STR_UISET_DISPLAYCOMBAT	16	开启其他浮动信息
STR_UISET_WARNINGLIFE	16	体质过低警告
STR_UISET_HEDQE	16	躲闪
STR_UISET_GETBUFF	16	增益效果
STR_UISET_GETDOT	16	减益效果
STR_UISET_STATEVALUE	16	状态栏数值
STR_UISET_PLAYER	16	玩家
STR_UISET_TARGET	16	目标
STR_UISET_TEAM	16	小队
STR_UISET_PERSENT	16	用百分比显示
STR_UISET_EXP	16	经验条数值
STR_UISET_DISPLAYSETTING	16	显示选项
STR_UISET_RECOVERY	16	拆招
STR_UISET_HITOFF	16	偏离
STR_UISET_DISCERN	16	识破
STR_TIP_INVITEFRIEND	32	<text>text="添加好友" font=65 </text><text>text="\\\n显示你身边的玩家，也可以输入玩家名来添加好友，组队，密聊。" font=106 </text>
STR_TIP_MYSTATE	32	<text>text="添加备注" font=65 </text><text>text="\\\n为选定的好友添加备注信息，对方并不会知道你的操作。" font=106 </text>
STR_TIP_MESSAGE	32	<text>text="密聊" font=65 </text><text>text="\\\n向指定的玩家发送悄悄话，只有你和对方能看到这条信息。" font=106 </text>
STR_TIP_MYSTIQUETIP	16	<text>text="秘笈" font=65 </text><text>text="\\\n点击打开秘笈装备界面" font=106 </text>
STR_BAG_SPLIT	32	拆分
STR_TIP_NAME	32	<text>text="称号" font=65 </text><text>text="\\\n点击打开称号管理界面" font=106 </text>
STR_PROPERTY_KF	16	内功
STR_SYSTEM_SYS	32	系统
STR_PROPERTY_KFUNMOUNT	16	卸下
STR_CRAFT_JZ	32	经传
STR_CRAFT_YW	32	图册
STR_CRAFT_JH	32	江湖
STR_CRAFT_MJ	32	秘笈
STR_CRAFT_BJ	32	百家
STR_UISET_A5	16	打开背包上方快捷栏
STR_TRADE_TARGET	16	目标
STR_TRADE_SELF	16	自己
STR_UISET_SYSAUTO1	16	智能
STR_UISET_SYSAUTO2	16	半智能
STR_UISET_SYSAUTO3	16	手动
STR_UISET_SYSDISPLAY	16	系统栏弹出方式
STR_UISET_SYSBUTTON	16	系统栏按钮设置
STR_UISET_SYSBUTTONMOVE	16	系统按钮可拖放
STR_UISET_SYS	16	系统栏设置
STR_TIP_SYSAUTO1	32	按下系统栏中的任何一个按钮或者单击系统栏外的区域时，栏目都会自动收起。
STR_TIP_SYSAUTO2	32	按下系统栏中的任何一个按钮后，栏目不收起。当单击栏目以外的区域时才会收起，“系统”按钮除外。
STR_TIP_SYSAUTO3	32	只有单击“开始”按钮，或者按下“Esc”才会收起系统栏。
STR_TIP_SYSBUTTON	32	可以将系统栏上的按钮拖动到快捷栏上，快捷栏的按键同样对它起作用。
STR_CHAR_PER	32	以百分比方式显示人物属性值
STR_UISET_TSTIP	16	控制材质细节的层次，更高的贴图精度使材质表面更加清晰。需要重新启动游戏才能生效。
STR_UISET_CDTIP	16	修改可视地形和物体的范围远近，降低这个参数可以提高运行速度。
STR_UISET_MSTIP	16	修改模型的精细程度，降低这个参数可以提高运行速度。
STR_UISET_KETIP	16	控制武功特效的级别，降低这个参数可以提高运行速度。
STR_UISET_WITIP	16	修改天气效果的显示级别，降低这个参数可以提高运行速度。
STR_UISET_REFRESH	16	刷新率
STR_FRIEND_ENTERNAMETIP	16	输入一个玩家名，你可以通过右下方的按钮进行多项操作，如添加好友，组队和密聊。
STR_MAP_TIP	16	右键点击地图进行标记
STR_MAP_SHOWICON	16	显示/隐藏该类标记
STR_MAP_MYSTATE	16	标记注释
STR_SYSTEM_START	16	开始
STR_SYSTEM_CHARCTERTIP	32	<text>text="人物信息" font=65 </text><text>text="  （<KEY TOGGLE_EQUIP_PANEL>）"font=65</text>
STR_BT_HIDE	16	不再显示
STR_BT_TITLE	16	新手提示
STR_TS	16	小窍门：
STR_CHANNELS_ASSISTANT	16	督脉
STR_CHANNELS_PHYSIC	16	带脉
STR_CHANNELS_SPUNK	16	冲脉
STR_CHANNELS_TITLE	16	经脉
STR_SYSTEM_CHANNEL	32	<text>text="经脉" font=65 </text><text>text="  （<KEY TOGGLE_CHANNEL_PANEL>）"font=65</text><text>text="\\\n你可以在这里使用修为来打通经脉，从而提高角色属性。" font=106 </text>
STR_SYS_SHOWNAME	16	显示名称和快捷键
STR_FLITER	16	过滤器
STR_OPEN_HELPE	16	开启新手帮助
STR_UISET_WATERREFRACTION	16	水面折射
STR_UISET_DYNAMICSHADOW	16	阴影选项
STR_UISET_BULKLIGHT	16	体积光
STR_UISET_ENVIRONMENTSHADOW	16	实时环境光阻挡
STR_HIDE_EDIT	16	自动隐藏聊天输入框
STR_UISET_FSAA	16	全屏抗锯齿
STR_UISET_CAA	16	透明混合渲染
STR_UISET_HJ	16	化解
STR_UISET_MY	16	免疫
STR_UISET_DX	16	抵消
STR_UISET_MYSELF	16	1. 我对目标造成的效果
STR_UISET_TARGETBUFF	16	2. 目标对我造成的效果
STR_CHAT_CHANNEL	16	聊
STR_TARGET_ACTIONBAR	16	显示目标运功条
STR_UISET_RENDERPLUS	16	高级渲染
STR_UISET_MOTIONBLUR	16	动态模糊
STR_UISET_GRASSANIMATION	16	草地动画
STR_UISET_ES	16	全屏模式
STR_BAGSIZE	16	背包空间显示
STR_MIDDLEMAP_WORLDMAP	16	世界地图
STR_MINIKEYBOARD_SHIFT	16	↑Shift
STR_MINIKEYBOARD_BACKSPACE	16	←
STR_MINIKEYBOARD_A	16	G
STR_MINIKEYBOARD_AM	16	g
STR_PROTOCOL_TITLE	16	用户协议
STR_PROTOCOL_AGREE	32	我已阅读用户协议
STR_LOGIN_LASTTIME	32	你的帐号剩余时间
STR_LOGIN_SERVER_NONE	32	未选服务器
STR_LOGIN_CHANGESERVER	32	更改服务器
STR_EULA_READEULA	32	查看协议
STR_EULA_AGREEEULA	32	我同意协议
STR_EULA_AGREE	32	同意
STR_TITLE_FINDPASSWORD	16	取回密码
STR_EULA_REFUSE	32	拒绝
STR_MAP_ALPHA	32	地图不透明度：
STR_MAP_MAX	32	高
STR_MAP_MIN	32	低
STR_TITLE_TESTWARINING	32	该版本仅供测试，未经许可，所有图片及内容请勿随意传播，违者将追究其一切法律责任！
STR_CHANNELS_BASIC	16	任脉
STR_CHANNELS_BASICTIP	16	任脉\n提高基础能力
STR_CHANNELS_ASSISTANTTIP	16	督脉\n提高辅助能力
STR_CHANNELS_PHYSICTIP	16	带脉\n提高外功能力
STR_CHANNELS_SPUNKTIP	16	冲脉\n提高内功能力
STR_AUTO_LOGINTIP	32	勾上这个选项会自动保存您的帐号和上次登录的服务器，如果您是网吧用户，我们不推荐您使用。
STR_PARTY_FLAG	16	队长
STR_PARTY_BOSS	16	分配者
STR_PARTY_CENTER	16	阵眼
STR_LOGIN_PLEASEWAIT	32	排队中，请等待...
STR_GM_GMHELP	32	GM帮助
STR_GM_PUTINBUG	32	反馈BUG
STR_GM_PUTINBUGTITLE	32	请选择反馈BUG的类型
STR_GM_BUGNPC	32	NPC
STR_GM_BUGMAP	32	地图场景
STR_GM_BUGITEM	32	物品
STR_GM_BUGCHAR	32	角色
STR_GM_BUGSCHOOL	32	武功技能
STR_GM_BUGCRAFT	32	生活技能
STR_GM_BUGTIP	32	文字描述
STR_GM_BUGOTHER	32	其他
STR_GM_BUGQUESTTITLE	32	任务名称
STR_GM_BQTM	32	详细描述
STR_GM_BQTT	32	（按“L”打开任务界面，通过“Ctrl+左键”点入任务名称）
STR_GM_BNPCTT	32	（选中NPC头像，“Ctrl+左键”点入，或右键菜单反馈BUG）
STR_GM_BUGNPCTITLE	32	NPC名
STR_GM_MAPTITLE	32	场景名
STR_GM_COORDINATE	32	坐标
STR_GM_MAPTT	32	（按“M”打开大地图，可以看到场景名和坐标）
STR_GM_ITEMTITLE	32	物品名
STR_GM_FROM	32	来源
STR_GM_ITT	32	（可通过“Ctrl+左键”点入物品名）
STR_GM_SCHOOLTITLE	32	门派名
STR_GM_SKILL	32	技能名
STR_GM_STT	32	（可通过“Ctrl+左键”点入技能名称）
STR_GM_SN	32	神农
STR_GM_CJ	32	采金
STR_GM_SS	32	庖丁术
STR_GM_YD	32	阅读
STR_GM_PR	32	烹饪
STR_GM_ZZ	32	铸造
STR_GM_FR	32	缝纫
STR_GM_YS	32	医术
STR_GM_CRAFTTITLE	32	选择生活技能
STR_GM_CHARTITLE	32	角色名
STR_GM_SEX	32	性别
STR_GM_CHARTT	32	（请填写正确的角色名称和性别）
STR_GM_ADVICE	32	体验意见
STR_GM_REPORT	32	举报不良信息
STR_GM_BALLOT	32	投票
STR_GM_LOCK	32	卡号
STR_GM_APPEAL	32	人工求助
STR_GM	32	帮助与反馈
STR_GM_SURE	32	提交
STR_SYSTEM_GM	32	<text>text="帮助与反馈" font=65 </text><text>text="  （<KEY TOGGLE_GM_PANEL>）"font=65</text><text>text="\\\n如果你遇到问题，可以通过这里向系统或客服寻求帮助，也可以向我们反馈游戏中的问题和建议。" font=106 </text>
STR_GET	32	自动获取
STR_IE	32	网页浏览器
STR_GM_ADVICETITLE	32	请选择你的建议类型
STR_GM_EMAIL	32	E-mail
STR_GM_CellPhone	32	手机号
STR_PLAYER_SLCOMBAT	32	禅那
STR_TIP_SERVERPING	32	<text>text="延迟：120ms"font=105</text><text>text="\\\n显示和游戏服务器通讯的平均时间，如果延迟一直很高（红色），请检查你的互联网连接是否有问题。"font=100</text>
STR_LOGIN_RANDOM	16	随机
STR_GET_THREAT	8	获取仇恨
STR_THREAT_STAT_TITLE	16	仇恨统计插件
STR_LOGIN_FZLOGO	16	方正字库授权
STR_LOGIN_KINGSOFT	16	金山软件 版权所有 保留全部权利
STR_NOTES_TITLE	16	上线通知
STR_GM_ACCESSORIES01	32	添加附件
STR_GM_SCAN	32	浏览
STR_GM_LIMIT	32	（小于1MB）
STR_UISET_MCPU	16	多核CPU优化(需重启游戏)
STR_UISET_FBS	16	柔体平滑(需重启游戏)
STR_UISET_DC	16	日夜变化(需重启游戏)
STR_UISET_TD	16	地形精度
STR_UISET_VD	16	植被密度
STR_UNFINISH_Q	32	未完成任务：
STR_XIUWEI	32	修为：
STR_F_TIP	32	点击打开江湖指南
STR_TIP	32	自动显示上线提示
STR_ADDR	32	地址：
STR_BAG_CU	32	整理
STR_UISET_A1TITLE	16	1. 主快捷栏
STR_UISET_A2TITLE	16	2. 副快捷栏
STR_UISET_A3TITLE	16	3. 自定义快捷栏一
STR_UISET_A3RAW	16	行数
STR_UISET_A3BOX	16	总格子数
STR_UISET_A4TITLE	16	4. 自定义快捷栏二
STR_UISET_ABTIP	16	小提示：自定义界面模式下，自定义快捷栏可以任意拖动。\n注：游戏主界面通用菜单可以打开自定义模式
STR_BAG_OPTION	32	<text>text="背包排列模式（标准 / 紧凑）" font=163 </text><text>text="\\\n单击这里可以切换背包的两种排列模式。" font=106 </text>
STR_LOGIN_LOLI	16	LOLI体型试用
STR_UISET_BAG	16	背包选项
STR_UISET_BIG	16	整合背包模式
STR_UISET_BIGC	16	背包紧凑排列
STR_UISET_BAGBG	16	显示背包快捷栏背景（整合模式下无效）
STR_UISET_BANKC	16	仓库紧凑排列
STR_UISET_BAGPOS	16	背包位置（整合模式下无效）
STR_UISET_BAGTIP	16	小提示：自定义界面模式下，非整合模式的背包栏可以拖动。\n注：游戏主界面通用菜单可以打开自定义模式
STR_UISET_BUFFTITLE	16	1. 增益选项
STR_UISET_DEBUFFTITLE	16	2. 减益选项
STR_UISET_BUFFSHOW	16	显示增益效果剩余时间
STR_UISET_DEBUFFSHOW	16	显示减益效果剩余时间
STR_UISET_SORT	16	排列
STR_UISET_BUFFDEBUFF	16	玩家增减益效果
STR_UISET_BUFFTIP	16	小提示：自定义界面模式下，增减益效果可以分别拖动。\n注：游戏主界面通用菜单可以打开自定义模式
STR_MAINBAR_LOCK	16	锁定/解锁所有快捷栏
STR_MAINBAR_UPDOWN	16	展开/关闭副快捷栏
STR_NO_QUEST	16	没有任务
STR_CHAR_KILL	16	杀气： 
STR_TITLE_RELATION	16	社交
STR_FRIEND_BLACKLIST	16	屏蔽
STR_FRIEND_LAST	16	最近
STR_QUEST_AUTOTRACE	16	自动任务追踪
STR_FRIEND_GROUP	16	分组
STR_FRIEND_TIP	16	备注：
STR_TIP_SENDBROW	32	<text>text="发送表情" font=65 </text><text>text="\\\n给他/她发送一个表情问候语。" font=106 </text>
STR_TEST	32	测试换行排列是不是正确的。\n
STR_LOGIN_ANNOUNS	0	抵制不良游戏，拒绝盗版游戏；注意自我保护，谨防受骗上当；\n适度游戏益脑，沉迷游戏伤身；合理安排时间，享受健康生活。
STR_GM_APPEALTIP	32	每2分钟只能发送一条留言，字数在5-256之间
STR_UISET_SHAKE	16	招式全屏振动
STR_FRIEND_FA	16	好感度：
STR_TIP_CBFRIEND	32	<text>text="好友" font=65 </text><text>text="\\\n显示你的好友信息，好友名单是灰色则表示离线。" font=106 </text>
STR_TIP_CBENEMY	32	<text>text="仇人" font=65 </text><text>text="\\\n显示你的仇人，仇人名单是灰色则表示离线。" font=106 </text>
STR_TIP_CBBLACKLIST	32	<text>text="屏蔽" font=65 </text><text>text="\\\n这个列表中的玩家，你将不会收到他们的任何交互信息，除非你解除他的屏蔽。" font=106 </text>
STR_TIP_CBNEAR	32	<text>text="最近" font=65 </text><text>text="\\\n显示最近和你联系过的玩家，你可以方便的和他们进行交互。" font=106 </text>
STR_EMOTION_JIANGHU	32	表情语言
STR_EMOTION_ACTION	16	表情动作
STR_EMOTION_ACTION_CANCEL	16	退出
STR_EMOTION_JIANGHU_MANAGE	16	管理
STR_EMOTION_JIANGHU_CANCEL	16	退出
STR_EMOTION_MANAGE_ENTER	16	确定
STR_EMOTION_MANAGE_NEW	16	新建
STR_EMOTION_MANAGE_DELETE	16	删除
STR_EMOTION_MANAGE_TARGET_TEXT	16	有目标用语：
STR_EMOTION_MANAGE_NO_TARGET_TE	16	无目标用语：
STR_EMOTION_MANAGE_CMD_TEXT	16	指令：
STR_UISET_TARGETTARGET	16	显示目标的目标
STR_QUEST_CANASSIST	32	可协助任务
STR_QUEST_ASSIST	32	<text>text="协助任务" font=163 </text><text>text="\\\n当你帮助队友完成一个你已经完成的任务时，会获得一定的协助任务奖励，这个任务必须是可被协助的，且协助中不能离队友太远。\n" font=106 </text><text>text="协助任务奖励" font=163 </text><text>text="\\\n体力4，精力4，好感度5。\n" font=106 </text>
STR_TIP_ADDENEMY	32	<text>text="添加仇人" font=163 </text><text>text="\\\n将一个玩家添加到你的仇人名单中。" font=106 </text>
STR_TIP_ADDBLACKLIST	32	<text>text="屏蔽玩家" font=163 </text><text>text="\\\n将一个玩家添加到你的屏蔽名单中，对方并不会知道你的操作。" font=106 </text>
STR_TIP_DELLENEMY	32	<text>text="删除仇人" font=163 </text><text>text="\\\n将选定的玩家从仇人名单上去掉，对方并不会知道你的操作。" font=106 </text>
STR_TIP_DELLBLACKLIST	32	<text>text="删除屏蔽的角色" font=163 </text><text>text="\\\n将选定的玩家从屏蔽名单上去掉，对方并不会知道你的操作。" font=106 </text>
STR_TIP_DELLNEAR	32	<text>text="删除最近联系人" font=163 </text><text>text="\\\n将选定的玩家从最近名单上去掉，对方并不会知道你的操作。" font=106 </text>
STR_PARTY_FRIENDINFO	32	好友信息
STR_TIP_CBFRIEND	32	<text>text="好友" font=65 </text><text>text="\\\n显示你的好友信息，好友名单是灰色则表示离线。" font=106 </text>
STR_TIP_CBENEMY	32	<text>text="仇人" font=65 </text><text>text="\\\n显示你的仇人，仇人名单是灰色则表示离线。" font=106 </text>
STR_TIP_CBBLACKLIST	32	<text>text="屏蔽" font=65 </text><text>text="\\\n这个列表中的玩家，你将不会收到他们的任何交互信息，除非你解除他的屏蔽。" font=106 </text>
STR_TIP_CBNEAR	32	<text>text="最近" font=65 </text><text>text="\\\n显示最近和你联系过的玩家，你可以方便的和他们进行交互。" font=106 </text>
STR_STANDARD_TARGET	16	启用标准目标头像
STR_MATRIX	16	显示阵法界面
STR_UISET_HIDEQUEST	16	显示低等级任务
STR_SEARCH1	32	搜索：
STR_UICUSTOM	32	       在这个模式下，你可以自由定制主界面中各个元素的位置。
STR_UICUSTOMTITLE	32	主界面自定义模式
STR_TITLE_NEW_RECIPE	32	你学会了新的秘籍。
STR_TIP_FSAAL	32	改善图形的锯齿效果，增加图形边缘的平滑度。注意：开启对游戏运行的流畅度有较大影响
STR_TIP_CS	32	改变转动镜头时的幅度。
STR_TIP_CH	32	改变你的视野范围。
STR_TIP_C1	32	可以把镜头定位在主角的某一个角度，主角跑动的时候镜头不会改变。
STR_TIP_C2	32	可以把镜头定位在主角的某一个角度，主角跑动的时候镜头会自动调整到主角身后。
STR_TIP_C3	32	镜头总是在主角身后，无法定位到主角的其他角度。
STR_TIP_SHAKE	32	开启后释放技能的时候，屏幕会有振动效果。
STR_TIP_WR	32	可以反射水上的物件，即通常说的倒影。
STR_TIP_WR2	32	使倒影有折射的效果。
STR_TIP_RG	32	地面显示的真实度，开启会在地表上增加一些小细节，草、灌木之类的东西。
STR_TIP_GA	32	开启使植被自然摆动。
STR_TIP_GAA	32	开启使物件边缘变得更加柔和。
STR_UISET_DETAIL	16	解决当屏幕显示的图形大小与纹理贴图大小不一样会产生的闪烁失真或有锯齿的问题。不同的过滤方式产生的图像效果差别可能很大。
STR_TIP_RENDERPLUS	16	开启特效渲染的开关。
STR_TIP_BL	16	光线在通过高度遮蔽的环境时所形成的光束、光轴。
STR_TIP_SW	16	还原更真实的水底效果，使技能更加华丽。
STR_TIP_BLOOM	16	开启全屏幕柔化和光影效果。
STR_TIP_MB	16	模拟运动物体产生的视觉效果。对于高速运动的物体，由于其运动速度太快而会产生的运动模糊效果。
STR_TIP_ES	16	开启会增强场景的层次感，让画面更细腻，让场景细节更加明显。
STR_TIP_MCUP	16	开启会提高游戏流畅度（需要多核CPU）。
STR_TIP_FBS	16	会使物件的运动看起来更加自然。
STR_TIP_DC	16	开启后游戏世界会出现日夜交替的效果
STR_TIP_DS	16	控制游戏角色和环境的阴影渲染质量。注意：开启对游戏运行的流畅度有较大影响。
STR_TIP_TD	16	调整游戏中地形轮廓的清晰程度。注意：过高的地形精度会降低游戏运行的流畅度。
STR_TIP_VD	16	控制地表物件（比如草和其他植被）的数量。
STR_FRIEND_EBLACKLIST	16	屏蔽
STR_FRIEND_NEAR	16	最近
STR_MINIMAP_SWITCH	16	打开/关闭小地图
STR_MINIMAP_NPCSEARCH	16	<text>text="小地图司南" font=163 </text><text>text="\\\n你可以在这个列表中筛选在小地图上显示的信息。" font=106 </text>
STR_SYSTEM_SWITCH	16	打开/关闭通用菜单栏
STR_SYSTEM_EMOTIONTITLE	16	表情动作
STR_UISET_APPLY	16	应用
STR_LOGIN_LASTLOGIN	16	上次登录时间
STR_EMOTION_COMMAND2	16	/
STR_EMOTION_MANAGE_WARNING	16	注：$N表示自己，$n表示你选中的目标
STR_EMOTION_MANAGE_DEFAULT	16	恢复
STR_WATER_EFFECT	16	水面精度
STR_SCENE_COLOR	16	后期校色
STR_GJ	16	广角
STR_CHAR_RAGE	16	<text>text="杀气值" font=163 </text><text>text="\\\n杀气值是用来记录玩家恶意PK程度的数值。你可以通过小地图司南来选择是否在小地图上显示那些杀气值很高的玩家。" font=106 </text>
STR_DUR_HELM	16	帽子耐久度过低
STR_DUR_CHEST	16	上装耐久度过低
