ItemID	IconID	SoundID	Name	Desc	Requirement
17900	1228	10	藏戒	<Text>text="忍者最难之处，便是隐藏自己，在无边的黑暗中忍耐，多以此戒训诫自己。" font=100 </text>	
17901	1230	10	青兮雨	<Text>text="云青青兮欲雨，水澹澹兮生烟。传说得于神山瀛洲，后流失于江湖。" font=100 </text>	
17902	1232	10	相忘	<Text>text="相濡以沫，不如相忘于江湖。" font=100 </text>	
17903	1235	10	慧子戒	<Text>text="白玉羊脂，妙手雕成，极尽其态。" font=100 </text>	
17904	1229	10	且随缘	<Text>text="浮生萍水且随缘，运筹帷幄看成败。" font=100 </text>	
17905	1237	10	霏婴	<Text>text="据说此乃万花谷谷主东方宇轩幼时所戴之戒。" font=100 </text>	
17906	1228	10	平安戒	<Text>text="七秀坊祈求平安之戒。" font=100 </text>	
17907	1228	10	灵宝戒	<Text>text="据说此乃灵宝道尊入世历劫时遗留凡间之物。" font=100 </text>	
17908	1229	10	浩然戒	<Text>text="愿以热血涤黄泉，更使浩气荡长空。此原为浩气盟盟主谢渊于天策时所配之戒，后流失于江湖。" font=100 </text>	
17909	1238	10	乘风戒	<Text>text="驾六龙，乘风而行。行四海，路下之八邦。此为古物。" font=100 </text>	
17910	1237	10	雪胆寒	<Text>text="雪胆森森，寒气逼人。" font=100 </text>	
17911	1228	10	藏戒	<Text>text="忍者最难之处，便是隐藏自己，在无边的黑暗中忍耐，多以此戒训诫自己。" font=100 </text>	
17912	1230	10	青兮雨	<Text>text="云青青兮欲雨，水澹澹兮生烟。传说得于神山瀛洲，后流失于江湖。" font=100 </text>	
17913	1232	10	相忘	<Text>text="相濡以沫，不如相忘于江湖。" font=100 </text>	
17914	1235	10	慧子戒	<Text>text="白玉羊脂，妙手雕成，极尽其态。" font=100 </text>	
17915	1229	10	戒胜	<Text>text="常胜宝树王虽为佛门中人，但是好胜心极强，当年师祖赠此戒以示。" font=100 </text>	
17916	1229	10	戒胜	<Text>text="常胜宝树王虽为佛门中人，但是好胜心极强，当年师祖赠此戒以示。" font=100 </text>	
17917	1237	10	寅雨戒	<Text>text="藏剑山庄出品的第二批江湖制式装备。\n一雨火云尽，闭门心冥冥。" font=100 </text>	
17918	1237	10	寅火戒	<Text>text="藏剑山庄出品的第二批江湖制式装备。\n侵略如火。" font=100 </text>	
17919	1237	10	寅商戒	<Text>text="藏剑山庄出品的第二批江湖制式装备。\n商，章也，物成就可章度也。" font=100 </text>	
17920	1237	10	寅悟戒	<Text>text="藏剑山庄出品的第二批江湖制式装备。\n悟则无生相可行，悟则无住相可得，悟则无灭相可达。" font=100 </text>	
17921	1229	10	戒胜	<Text>text="常胜宝树王虽为佛门中人，但是好胜心极强，当年师祖赠此戒以示。" font=100 </text>	
17922	1227	10	太极扳指		
17923	1228	10	青墨戒指		
17924	1229	10	孔雀石戒指		
17925	1230	10	督御守指环		
17926	1231	10	天鸠指环		
17927	1232	10	戒印	<Text>text="似戒似印，非戒非印。" font=100 </text>	
17928	1233	10	弈僧戒	<Text>text="王积薪于曾遇癫僧市井，与之弈，轻敌而败。此戒为其自省之物。" font=100 </text>	
17929	1234	10	念字戒	<Text>text="道衍初进少林时目不识丁但刻苦学习，他师父赠他此物以示鼓励。" font=100 </text>	
17930	1235	10	怀璧戒	<Text>text="匹夫无罪，怀璧其罪。据说此戒是用和氏璧的碎片制成。" font=100 </text>	
17931	1228	10	天枢戒	<Text>text="浩气盟盟主“天枢”谢渊之物。" font=100 </text>	
17932	1228	10	天璇戒	<Text>text="浩气盟“天璇”影之物，不知何故被纯阳所得。" font=100 </text>	
17933	1228	10	天玑戒	<Text>text="清风拂明月，天玑耀星河。纯阳子云游天下时于昆仑山一古洞得之，名天玑，仙气缭绕。" font=100 </text>	
17934	1227	10	开阳戒	<Text>text="据说此乃剑圣赠予浩气盟“开阳”可人之物。" font=100 </text>	
17935	1236	10	玉衡戒	<Text>text="浩气盟“玉衡”司空仲平遗失之物。" font=100 </text>	
17936	1238	10	素露	<Text>text="李靖赠妻子红拂女之戒。" font=100 </text>	
17937	1230	10	清露白莲	<Text>text="清露涤凡尘，白莲祛心火。" font=100 </text>	
17938	1236	10	业火红阳	<Text>text="抱元并守一，红阳驱业火。" font=100 </text>	
17939	1228	10	墨渊	<Text>text="据说此乃一神秘黑衣刀客夜闯少林藏经阁，被不老僧渡法击退时遗失之戒。" font=100 </text>	
17940	1235	10	伏龙翠环	<Text>text="据说周处杀死蛟龙之后于龙穴中觅得此戒，呈碧绿之色，遂名“伏龙翠戒”。" font=100 </text>	
17941	1227	10	太极扳指		
17942	1228	10	青墨戒指		
17943	1229	10	孔雀石戒指		
17944	1230	10	督御守指环		
17945	1231	10	天鸠指环		
17946	1232	10	戒印	<Text>text="似戒似印，非戒非印。" font=100 </text>	
17947	1233	10	弈僧戒	<Text>text="王积薪于曾遇癫僧市井，与之弈，轻敌而败。此戒为其自省之物。" font=100 </text>	
17948	1234	10	念字戒	<Text>text="道衍初进少林时目不识丁但刻苦学习，他师父赠他此物以示鼓励。" font=100 </text>	
17949	1235	10	怀璧戒	<Text>text="匹夫无罪，怀璧其罪。据说此戒是用和氏璧的碎片制成。" font=100 </text>	
17950	1227	10	太极扳指		
17951	1228	10	青墨戒指		
17952	1229	10	孔雀石戒指		
17953	1230	10	督御守指环		
17954	1231	10	天鸠指环		
17955	1232	10	戒印	<Text>text="似戒似印，非戒非印。" font=100 </text>	
17956	1233	10	弈僧戒	<Text>text="王积薪于曾遇癫僧市井，与之弈，轻敌而败。此戒为其自省之物。" font=100 </text>	
17957	1234	10	念字戒	<Text>text="道衍初进少林时目不识丁但刻苦学习，他师父赠他此物以示鼓励。" font=100 </text>	
17958	1235	10	怀璧戒	<Text>text="匹夫无罪，怀璧其罪。据说此戒是用和氏璧的碎片制成。" font=100 </text>	
17959	1236	10	黑罡铁环		
17960	1237	10	地煞铁指		
17961	1238	10	观冥	<Text>text="使用：使自身阳性内功攻击提高467点，持续20秒。\\\n" font=105 </text><Text>text="观冥悟玄道，保命浊情忘。永免轮回苦，真归蓬岛乡。" font=100 </text>	
17962	1236	10	盈戒	<Text>text="万花谷画圣林白轩赠予妻子琴圣苏雨鸾之戒。" font=100 </text>	
17963	1230	10	龙蛇戒	<Text>text="清操厉冰雪，赤手博龙蛇。" font=100 </text>	
17964	1237	10	苍玄泣	<Text>text="据说洪荒时期魑魅魍魉横行跋扈，有一青年名为苍玄有感于苍生所受之苦而悲怆泪流，上天感之变其泪为一神戒，苍玄戴之变得力大无穷后斩尽邪魔，让百姓过上了好日子。" font=100 </text>	
17965	1227	10	太极扳指		
17966	1228	10	青墨戒指		
17967	1229	10	孔雀石戒指		
17968	1230	10	督御守指环		
17969	1231	10	天鸠指环		
17970	1232	10	戒印	<Text>text="似戒似印，非戒非印。" font=100 </text>	
17971	1233	10	弈僧戒	<Text>text="王积薪于曾遇癫僧市井，与之弈，轻敌而败。此戒为其自省之物。" font=100 </text>	
17972	1234	10	念字戒	<Text>text="道衍初进少林时目不识丁但刻苦学习，他师父赠他此物以示鼓励。" font=100 </text>	
17973	1235	10	怀璧戒	<Text>text="匹夫无罪，怀璧其罪。据说此戒是用和氏璧的碎片制成。" font=100 </text>	
17974	1236	10	黑罡铁环		
17975	1237	10	地煞铁指		
17976	1238	10	观冥	<Text>text="使用：使自身阳性内功攻击提高467点，持续20秒。\\\n" font=105 </text><Text>text="观冥悟玄道，保命浊情忘。永免轮回苦，真归蓬岛乡。" font=100 </text>	
17977	1236	10	黑罡铁环		
17978	1237	10	地煞铁指		
17979	1238	10	观冥	<Text>text="使用：使自身阳性内功攻击提高467点，持续20秒。\\\n" font=105 </text><Text>text="观冥悟玄道，保命浊情忘。永免轮回苦，真归蓬岛乡。" font=100 </text>	
17980	1236	10	黑罡铁环		
17981	1228	10	咏雪白月环	<Text>text="霜天冷，雪飘絮，白月池影渐冻。" font=100 </text>	
17982	1231	10	清露回春环	<Text>text="此戒乃上古异物，可凝聚朝露，戴之者有如沐春风之感。" font=100 </text>	
17983	1238	10	春风拂槛戒	<Text>text="春风又拂槛，明月照我还。" font=100 </text>	
17984	1234	10	烟涛微茫戒	<Text>text="据说是海客偶得之瀛洲宝戒。" font=100 </text>	
17985	1237	10	地煞铁指		
17986	1238	10	观冥	<Text>text="使用：使自身阳性内功攻击提高467点，持续20秒。\\\n" font=105 </text><Text>text="观冥悟玄道，保命浊情忘。永免轮回苦，真归蓬岛乡。" font=100 </text>	
17987	1228	10	咏雪白月环	<Text>text="霜天冷，雪飘絮，白月池影渐冻。" font=100 </text>	
17988	1231	10	清露回春环	<Text>text="此戒乃上古异物，可凝聚朝露，戴之者有如沐春风之感。" font=100 </text>	
17989	1238	10	春风拂槛戒	<Text>text="春风又拂槛，明月照我还。" font=100 </text>	
17990	1234	10	烟涛微茫戒	<Text>text="据说是海客偶得之瀛洲宝戒。" font=100 </text>	
17991	1228	10	咏雪白月环	<Text>text="霜天冷，雪飘絮，白月池影渐冻。" font=100 </text>	
17992	1231	10	清露回春环	<Text>text="此戒乃上古异物，可凝聚朝露，戴之者有如沐春风之感。" font=100 </text>	
17993	1238	10	春风拂槛戒	<Text>text="春风又拂槛，明月照我还。" font=100 </text>	
17994	1234	10	烟涛微茫戒	<Text>text="据说是海客偶得之瀛洲宝戒。" font=100 </text>	
17995	1236	10	鹰扬戒指	<Text>text="虎奋三军，鹰扬千里。据说乃隋炀帝御赐予鹰扬郎将之物。" font=100 </text>	
17996	1235	10	冲霄指环	<Text>text="冲霄鸿鹄谁争先，静修纯阳安自然。白日飞升惊鬼神，悠然直上九重天。" font=100 </text>	
17997	1228	10	太霄戒指	<Text>text="据说此物乃太霄天一星辰坠入凡间所化。" font=100 </text>	
17998	1232	10	须弥戒指	<Text>text="据说此坠内藏须弥山之镜像。" font=100 </text>	
17999	1237	10	碧潮戒	<Text>text="碧潮连海平，海上明月生。相传为公孙幽得于海外荒岛之物。" font=100 </text>	
18000	1231	10	建武指环	<Text>text="唐太宗李世民赠予天策府之物。" font=100 </text>	
18001	1235	10	冲虚指环	<Text>text="冲虚悟空，万法归宗。收心入静，法在其中。" font=100 </text>	
18002	1232	10	清霄戒指	<Text>text="飘縞羽於清霄兮，拟妙姿於白雪。" font=100 </text>	
18003	1236	10	无常戒指	<Text>text="诸行无常，是生灭法；生灭灭已，寂灭为乐。" font=100 </text>	
18004	1230	10	彤华指环	<Text>text="据说公孙盈为情所困离家出走后曾游君山，于峰顶彤云郁结之处拾得此物，遂称“彤华”。" font=100 </text>	
18005	1238	10	辰电戒	<Text>text="藏剑山庄出品的第三批江湖制式装备。\n电，阴阳激耀也。" font=100 </text>	
18006	1235	10	辰雪戒	<Text>text="藏剑山庄出品的第三批江湖制式装备。\n如神若仙，似兰同雪。" font=100 </text>	
18007	1238	10	辰火戒	<Text>text="藏剑山庄出品的第三批江湖制式装备。\n侵略如火。" font=100 </text>	
18008	1238	10	辰桂戒	<Text>text="藏剑山庄出品的第三批江湖制式装备。\n忆在山中时，丹桂花葳蕤。" font=100 </text>	
18009	1238	10	辰松戒	<Text>text="藏剑山庄出品的第三批江湖制式装备。\n松生石上，剑在其背。" font=100 </text>	
18010	1237	10	辰持戒	<Text>text="藏剑山庄出品的第三批江湖制式装备。\n我本求心心自持，求心不得待心知。" font=100 </text>	
18011	1228	10	凌寒	<Text>text="雕有梅花之纹，据说戴了能不畏严寒。" font=100 </text>	
18012	1237	10	疏影	<Text>text="据说此戒乃罗浮山梅花仙子赠予隋代赵师雄之物。" font=100 </text>	
18013	1228	10	咏雪白月环	<Text>text="霜天冷，雪飘絮，白月池影渐冻。" font=100 </text>	
18014	1231	10	清露回春环	<Text>text="此戒乃上古异物，可凝聚朝露，戴之者有如沐春风之感。" font=100 </text>	
18015	1238	10	春风拂槛戒	<Text>text="春风又拂槛，明月照我还。" font=100 </text>	
18016	1234	10	烟涛微茫戒	<Text>text="据说是海客偶得之瀛洲宝戒。" font=100 </text>	
18017	1237	10	疏影	<Text>text="据说此戒乃罗浮山梅花仙子赠予隋代赵师雄之物。" font=100 </text>	
18018	1233	10	三色铜	<Text>text="由白铜、黄铜、红铜三种不同颜色的铜精心打制而成。" font=100 </text>	
18019	1227	10	洞天	<Text>text="像是骨质，但比寻常骨质通透许多，似有彩光闪烁。" font=100 </text>	
18020	1228	10	凌寒	<Text>text="雕有梅花之纹，据说戴了能不畏严寒。" font=100 </text>	
18021	1237	10	疏影	<Text>text="据说此戒乃罗浮山梅花仙子赠予隋代赵师雄之物。" font=100 </text>	
18022	1233	10	三色铜	<Text>text="由白铜、黄铜、红铜三种不同颜色的铜精心打制而成。" font=100 </text>	
18023	1227	10	洞天	<Text>text="像是骨质，但比寻常骨质通透许多，似有彩光闪烁。" font=100 </text>	
18024	1228	10	凌寒	<Text>text="雕有梅花之纹，据说戴了能不畏严寒。" font=100 </text>	
18025	1236	10	忘言	<Text>text="晋代竹林七贤之一山涛之物，据说是忘言之契嵇康所赠。" font=100 </text>	
18026	1237	10	残虹戒	<Text>text="据说此乃红拂女之戒，以七色奇玉所制，细看之下彷佛有如雨后残虹。" font=100 </text>	
18027	1236	10	灼焰	<Text>text="天策府统领李承恩之戒，赤红之色，隐泛灼灼流焰之芒。" font=100 </text>	
18028	1237	10	绝冰流翠	<Text>text="公孙幽之物。通体呈翠绿色，流光溢彩，神奇之处是有冰魄之芒不时闪现。" font=100 </text>	
18029	1235	10	神逸戒	<Text>text="超然冥渺，神逸方外。万花谷谷主东方宇轩之物。" font=100 </text>	
18030	1236	10	玉啸风痕	<Text>text="少林不老僧渡法之戒，上面有一道据说是被朔风吹裂之痕。" font=100 </text>	
18031	1237	10	疏影	<Text>text="据说此戒乃罗浮山梅花仙子赠予隋代赵师雄之物。" font=100 </text>	
18032	1233	10	三色铜	<Text>text="由白铜、黄铜、红铜三种不同颜色的铜精心打制而成。" font=100 </text>	
18033	1227	10	洞天	<Text>text="像是骨质，但比寻常骨质通透许多，似有彩光闪烁。" font=100 </text>	
18034	1228	10	凌寒	<Text>text="雕有梅花之纹，据说戴了能不畏严寒。" font=100 </text>	
18035	1231	10	檀那婆的泪滴	<Text>text="传说檀那婆大神在与妻子生下33个恶魔后痛哭而落下一滴泪，这泪落地后凝固，颜色如深海的蔚蓝。" font=100 </text>	
18036	1236	10	忘言	<Text>text="晋代竹林七贤之一山涛之物，据说是忘言之契嵇康所赠。" font=100 </text>	
18037	1231	10	檀那婆的泪滴	<Text>text="传说檀那婆大神在与妻子生下33个恶魔后痛哭而落下一滴泪，这泪落地后凝固，颜色如深海的蔚蓝。" font=100 </text>	
18038	1236	10	忘言	<Text>text="晋代竹林七贤之一山涛之物，据说是忘言之契嵇康所赠。" font=100 </text>	
18039	1228	10	花褪残红	<Text>text="笑渐不闻声渐悄，多情却被多情恼。塔纳之主唐书雁被初炼成尸人时遗失之戒，据说是柳静海相赠之定情信物。" font=100 </text>	
18040	1233	10	沙鳞蟠龙指	<Text>text="战罢蟠龙三百万，鳞洒如沙满天飞。李世民御赐秦琼之戒，以示其勇武之风。" font=100 </text>	
18041	1231	10	檀那婆的泪滴	<Text>text="传说檀那婆大神在与妻子生下33个恶魔后痛哭而落下一滴泪，这泪落地后凝固，颜色如深海的蔚蓝。" font=100 </text>	
18042	1236	10	忘言	<Text>text="晋代竹林七贤之一山涛之物，据说是忘言之契嵇康所赠。" font=100 </text>	
18043	1228	10	花褪残红	<Text>text="笑渐不闻声渐悄，多情却被多情恼。塔纳之主唐书雁被初炼成尸人时遗失之戒，据说是柳静海相赠之定情信物。" font=100 </text>	
18044	1233	10	沙鳞蟠龙指	<Text>text="战罢蟠龙三百万，鳞洒如沙满天飞。李世民御赐秦琼之戒，以示其勇武之风。" font=100 </text>	
18045	1228	10	花褪残红	<Text>text="笑渐不闻声渐悄，多情却被多情恼。塔纳之主唐书雁被初炼成尸人时遗失之戒，据说是柳静海相赠之定情信物。" font=100 </text>	
18046	1233	10	沙鳞蟠龙指	<Text>text="战罢蟠龙三百万，鳞洒如沙满天飞。李世民御赐秦琼之戒，以示其勇武之风。" font=100 </text>	
18047	1236	10	未命名		
18048	1236	10	未命名		
18049	1228	10	花褪残红	<Text>text="笑渐不闻声渐悄，多情却被多情恼。塔纳之主唐书雁被初炼成尸人时遗失之戒，据说是柳静海相赠之定情信物。" font=100 </text>	
18050	1233	10	沙鳞蟠龙指	<Text>text="战罢蟠龙三百万，鳞洒如沙满天飞。李世民御赐秦琼之戒，以示其勇武之风。" font=100 </text>	
18051	1236	10	未命名		
18052	1235	10	未命名		
18053	1238	10	未命名		
18054	1236	10	未命名		
18055	1236	10	未命名		
18056	1235	10	未命名		
18057	1238	10	未命名		
18058	1236	10	未命名		
18059	1236	10	未命名		
18060	1235	10	未命名		
18061	1238	10	未命名		
18062	1236	10	未命名		
18063	1234	10	龙离	<Text>text="苍龙有意归离卧，白虎多情觅坎行。" font=100 </text>	
18064	1237	10	金丝戒	<Text>text="上古之物，雕有柳叶之纹。" font=100 </text>	
18065	1230	10	皇宇扳指	<Text>text="鹿骨所制，浅褐之色昭示着此戒年代久远。" font=100 </text>	
18066	1234	10	断念	<Text>text="戴此戒者，应断一切尘念。" font=100 </text>	
18067	1228	10	飞翠	<Text>text="仔细凝望这枚戒指，你彷佛感受到一抹飘渺却又令人浮想联翩的飞翠。" font=100 </text>	
18068	1232	10	泪泉	<Text>text="昔日横波目，今作流泪泉。" font=100 </text>	
18069	1230	10	披霜	<Text>text="霜罗曳曳，云锦披披。" font=100 </text>	
18070	1234	10	龙离	<Text>text="苍龙有意归离卧，白虎多情觅坎行。" font=100 </text>	
18071	1237	10	金丝戒	<Text>text="上古之物，雕有柳叶之纹。" font=100 </text>	
18072	1230	10	皇宇扳指	<Text>text="鹿骨所制，浅褐之色昭示着此戒年代久远。" font=100 </text>	
18073	1234	10	断念	<Text>text="戴此戒者，应断一切尘念。" font=100 </text>	
18074	1228	10	飞翠	<Text>text="仔细凝望这枚戒指，你彷佛感受到一抹飘渺却又令人浮想联翩的飞翠。" font=100 </text>	
18075	1232	10	泪泉	<Text>text="昔日横波目，今作流泪泉。" font=100 </text>	
18076	1230	10	披霜	<Text>text="霜罗曳曳，云锦披披。" font=100 </text>	
18077	1234	10	龙离	<Text>text="苍龙有意归离卧，白虎多情觅坎行。" font=100 </text>	
18078	1237	10	金丝戒	<Text>text="上古之物，雕有柳叶之纹。" font=100 </text>	
18079	1230	10	皇宇扳指	<Text>text="鹿骨所制，浅褐之色昭示着此戒年代久远。" font=100 </text>	
18080	1234	10	断念	<Text>text="戴此戒者，应断一切尘念。" font=100 </text>	
18081	1228	10	飞翠	<Text>text="仔细凝望这枚戒指，你彷佛感受到一抹飘渺却又令人浮想联翩的飞翠。" font=100 </text>	
18082	1232	10	泪泉	<Text>text="昔日横波目，今作流泪泉。" font=100 </text>	
18083	1230	10	披霜	<Text>text="霜罗曳曳，云锦披披。" font=100 </text>	
18084	1233	10	云容	<Text>text="云想衣裳花想容，春风拂槛露华浓。" font=100 </text>	
18085	1233	10	云容	<Text>text="云想衣裳花想容，春风拂槛露华浓。" font=100 </text>	
18086	1233	10	云容	<Text>text="云想衣裳花想容，春风拂槛露华浓。" font=100 </text>	
18087	1200	10	星风护链	<Text>text="以天陨之石制成，戴之出招时若带星华之力，罡风四起，威猛无匹。" font=100 </text>	
18088	1206	10	问道链	<Text>text="道由心生，何必问之。" font=100 </text>	
18089	1210	10	百草结链	<Text>text="药圣孙思邈赠予弟子阿麻吕之物，据说戴之能辨百草。" font=100 </text>	
18090	1203	10	天禅佛珠	<Text>text="据说此乃弘忍大师赠予六祖慧能之物。" font=100 </text>	
18091	1210	10	百药结链	<Text>text="药圣孙思邈赠予弟子裴元之物，据说戴之能识百药。" font=100 </text>	
18092	1201	10	淡泊无欲	<Text>text="淡泊以明志，无欲而致远。" font=100 </text>	
18093	1205	10	冰魄	<Text>text="蕴含万年冰魄，戴上能使固本培元之法事半功倍。" font=100 </text>	
18094	1204	10	素柔云	<Text>text="万花谷谷主东方宇轩少年时曾随父到蓬莱岛为祖父拜寿，席间大显身手并与方碧玲琴瑟相合甚感投契。此乃方碧玲赠其之物。" font=100 </text>	
18095	1200	10	飞玉冷心	<Text>text="霜雪冷心凉如水，飞玉传恨肝肠断。据说嫦娥奔月之后，痛苦万分肝肠寸断的后羿将此物系于箭上射入月宫以寄相思之情。" font=100 </text>	
18096	1210	10	眉尖笑	<Text>text="夜清冷，月露眉尖，笑引绝情路；天地寒，霜冷万花，忍割人间缘。蓬莱方碧玲遗于万花绝情谷之物。" font=100 </text>	
18097	1210	10	子火镜	<Text>text="藏剑山庄出品的第一批江湖制式装备。\n侵略如火。" font=100 </text>	
18098	1210	10	子徵链	<Text>text="藏剑山庄出品的第一批江湖制式装备。\n徵，祉也，物盛大而繁祉也。" font=100 </text>	
18099	1207	10	子持木珠	<Text>text="藏剑山庄出品的第一批江湖制式装备。\n我本求心心自持，求心不得待心知。" font=100 </text>	
18100	1207	10	子净木珠	<Text>text="藏剑山庄出品的第一批江湖制式装备。\n净念相继。" font=100 </text>	
18101	1199	10	玉桂攀蟾		
18102	1202	10	金风玉露		
18103	1204	10	倜傥项链		
18104	1202	10	沾血冰蝉		
18105	1207	10	环火蝶		
18106	1204	10	无尘菩提子	<Text>text="身如菩提树，心似明镜台。时时勤拂拭，勿使惹尘埃。" font=100 </text>	
18107	1204	10	封侯坠	<Text>text="宫廷所制，御赐功勋卓著之人。" font=100 </text>	
18108	1204	10	无尘菩提子	<Text>text="身如菩提树，心似明镜台。时时勤拂拭，勿使惹尘埃。" font=100 </text>	
18109	1204	10	封侯坠	<Text>text="宫廷所制，御赐功勋卓著之人。" font=100 </text>	
18110	1204	10	无尘菩提子	<Text>text="身如菩提树，心似明镜台。时时勤拂拭，勿使惹尘埃。" font=100 </text>	
18111	1204	10	封侯坠	<Text>text="宫廷所制，御赐功勋卓著之人。" font=100 </text>	
18112	1210	10	南隅珠链	<Text>text="整串珠链均用南隅珍珠制成，粒粒大如龙眼，晶莹剔透。万花谷谷主东方宇轩从侠客岛带走之物。" font=100 </text>	
18113	1209	10	姿雨	<Text>text="雄姿英发阅雄兵，翻云覆雨等闲间。据说乃李靖之物。" font=100 </text>	
18114	1203	10	舍利链	<Text>text="佛门舍利串连而成，本为圣物，却成了凶物。" font=100 </text>	
18115	1207	10	千叶链	<Text>text="千叶佛中所藏，每颗佛珠上都刻有怪字，传说其中藏有一个极大的秘密。" font=100 </text>	
18116	1208	10	苏合香	<Text>text="池上鸳鸯不独自，帐中苏合还空然。此物因怨而生。" font=100 </text>	
18117	1209	10	凝链	<Text>text="东瀛寒盐石在雪中凝铸而成，冰莹剔透，坚硬可比石块，还带着盐的异香。" font=100 </text>	
18118	1202	10	白驹	<Text>text="人生天地之间，若白驹过隙，忽然而已。" font=100 </text>	
18119	1203	10	舍利链	<Text>text="佛门舍利串连而成，本为圣物，却成了凶物。" font=100 </text>	
18120	1207	10	千叶链	<Text>text="千叶佛中所藏，每颗佛珠上都刻有怪字，传说其中藏有一个极大的秘密。" font=100 </text>	
18121	1208	10	苏合香	<Text>text="池上鸳鸯不独自，帐中苏合还空然。此物因怨而生。" font=100 </text>	
18122	1209	10	凝链	<Text>text="东瀛寒盐石在雪中凝铸而成，冰莹剔透，坚硬可比石块，还带着盐的异香。" font=100 </text>	
18123	1202	10	白驹	<Text>text="人生天地之间，若白驹过隙，忽然而已。" font=100 </text>	
18124	1210	10	落冥	<Text>text="众生度尽，方证菩提；地狱未空，誓不成佛。地藏王菩萨因不忍见地狱无数魂灵受无尽苦，毅然放弃成佛而入幽冥地狱盼度众生。相传此乃其流落凡间之物。" font=100 </text>	
18125	1204	10	挟魂	<Text>text="公孙盈于黄风岭挟魂崖上觅得此物。据说若是有缘人戴上会有三昧神风护体。" font=100 </text>	
18126	1203	10	舍利链	<Text>text="佛门舍利串连而成，本为圣物，却成了凶物。" font=100 </text>	
18127	1207	10	千叶链	<Text>text="千叶佛中所藏，每颗佛珠上都刻有怪字，传说其中藏有一个极大的秘密。" font=100 </text>	
18128	1208	10	苏合香	<Text>text="池上鸳鸯不独自，帐中苏合还空然。此物因怨而生。" font=100 </text>	
18129	1209	10	凝链	<Text>text="东瀛寒盐石在雪中凝铸而成，冰莹剔透，坚硬可比石块，还带着盐的异香。" font=100 </text>	
18130	1202	10	白驹	<Text>text="人生天地之间，若白驹过隙，忽然而已。" font=100 </text>	
18131	1208	10	戏春风	<Text>text="兰叶参差桃半红。飞芳舞縠戏春风。得之于春，华美异常。" font=100 </text>	
18132	1206	10	水蔓菁玄	<Text>text="溪水蔓幽，菁玄且留，万花奇谷，得此无求。" font=100 </text>	
18133	1208	10	戏春风	<Text>text="兰叶参差桃半红。飞芳舞縠戏春风。得之于春，华美异常。" font=100 </text>	
18134	1206	10	水蔓菁玄	<Text>text="溪水蔓幽，菁玄且留，万花奇谷，得此无求。" font=100 </text>	
18135	1208	10	寅徵链	<Text>text="藏剑山庄出品的第二批江湖制式装备。\n徵，祉也，物盛大而繁祉也。" font=100 </text>	
18136	1207	10	寅定木珠	<Text>text="藏剑山庄出品的第二批江湖制式装备。\n心地无乱自性定。" font=100 </text>	
18137	1208	10	戏春风	<Text>text="兰叶参差桃半红。飞芳舞縠戏春风。得之于春，华美异常。" font=100 </text>	
18138	1206	10	水蔓菁玄	<Text>text="溪水蔓幽，菁玄且留，万花奇谷，得此无求。" font=100 </text>	
18139	1199	10	燃墨		
18140	1200	10	林火项坠		
18141	1201	10	闪击玉石		
18142	1202	10	慧眼项饰		
18143	1203	10	锁江链	<Text>text="此链沉于寒江之中不知几多年岁，后为玄阴子所得。" font=100 </text>	
18144	1204	10	尉迟护符	<Text>text="鄂国公尉迟恭之护符。" font=100 </text>	
18145	1205	10	秋意	<Text>text="树树黄叶落，阑珊又一秋。" font=100 </text>	
18146	1206	10	冥思环	<Text>text="天子峰道衍之物。" font=100 </text>	
18147	1203	10	天枢链	<Text>text="浩气盟盟主“天枢”谢渊之物。" font=100 </text>	
18148	1205	10	天璇链	<Text>text="浩气盟“天璇”影之物，不知何故被纯阳所得。" font=100 </text>	
18149	1204	10	摇光链	<Text>text="据说此乃浩气盟“摇光”月弄痕还居住霸刀山庄时情人所赠之物。" font=100 </text>	
18150	1209	10	开阳链	<Text>text="据说此乃剑圣赠予浩气盟“开阳”可人之物。" font=100 </text>	
18151	1205	10	天权链	<Text>text="吕洞宾赠予忘年道友浩气盟副盟主“天权”张桎辕之物。" font=100 </text>	
18152	1209	10	不知年	<Text>text="山中一甲子，寒尽不知年。据说此乃美猴王孙悟空遗于花果山水帘洞之物。" font=100 </text>	
18153	1202	10	一线天	<Text>text="据说一山民机缘巧合下于武夷山一线天葛仙洞中拾得此物，疑是洞主葛仙人修得大道白日飞升后遗留于凡间之仙器。" font=100 </text>	
18154	1200	10	玉天玑	<Text>text="东方宇轩于万花谷水月潭前人所建古殿之内发现此玉，上雕“天玑”二字。" font=100 </text>	
18155	1205	10	夜佛乘月	<Text>text="据说唐玄奘之母成婚后久久无孕，忽有一夜梦到有佛祖乘月而来，梦醒之后发现身边多了此物并怀上了唐玄奘。" font=100 </text>	
18156	1201	10	电劫	<Text>text="取万花谷生死树遭雷击之树枝雕刻而成，戴之出招时若带天雷之劲，却又隐含木之精气。" font=100 </text>	
18157	1199	10	燃墨		
18158	1200	10	林火项坠		
18159	1201	10	闪击玉石		
18160	1202	10	慧眼项饰		
18161	1203	10	锁江链	<Text>text="此链沉于寒江之中不知几多年岁，后为玄阴子所得。" font=100 </text>	
18162	1204	10	尉迟护符	<Text>text="鄂国公尉迟恭之护符。" font=100 </text>	
18163	1205	10	秋意	<Text>text="树树黄叶落，阑珊又一秋。" font=100 </text>	
