ClassID	SubClassID	ID	ClassName	SubClassName	Title	Content	Link
12	14	3			内功：铁牢律	<text>text="　　外功防御位列五大门派之首，关键时刻舍身引敌，使铁牢天策成为队友安心的一道防线，大唐铁盾，绝非浪得虚名。\\\n　　装备倾向：体质、外功防御、外功会心。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
12	15	0		纯阳武学		<text>text="　　纯阳武学融合了道家真谛，万法自然，随心所欲之间不但可将自身内力如意运转，更可用自身能力构造出一片气场，攻守如一，进退自如。随他敌强敌弱，顺其自然，自以不变应万变。\\\n　　纯阳为混元内功，纯阳武学以短兵类为武器，分为两条线路：远程控制输出路线“紫霞功”；和近身输出路线“太虚剑意”。\\\n　　上手难度：上，输出、控制、气场操作三合为一，需眼观四路、耳听八方。\\\n　　团队定位：优秀的输出者和控制者，治疗门派身前的第二道防线。\\\n　　优势：攻击高，爆发强，出色的控制能力，气场。" font=162</text>	
12	15	2			内功：紫霞功	<text>text="　　紫霞纯阳的高远程伤害及强控场能力，使他们游走间如鱼得水。此路线尤为讲究战机把握和对敌距离，同样的招式在不同时机释放会达到完全不同的效果。\\\n　　装备倾向：元气、混元性内功攻击、混元性内功命中、混元性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
12	15	3			内功：太虚剑意	<text>text="　　作为近战攻击门派，他们更适合在群战中发挥优势，攻守之间玩法多变，加之气场的灵活运用，操控需有一定技巧。\\\n　　装备倾向：力道、外功攻击、外功命中、外功会心。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★★\\\n" font=162</text>	
12	16	0		藏剑武学		<text>text="　　藏剑是一个全外功门派，拥有同时装备两种武器的能力。除了当前出现的轻剑（即短兵类），藏剑将会得到其他门派不可装备的巨型剑类武器--重剑类。但和以往的其他门派不同，藏剑武学如同西湖的山水，讲究动静结合，所以在战斗中能快速的切换武器和内功，轻重互补，将威力发挥到极致。" font=162</text>	
12	16	1			内功：问水诀	<text>text="　　在问水诀心法下，玩家可以使用轻剑，获得出色的身位移动能力，能应对各种复杂环境。施展轻剑招式不会消耗任何内力和气血，还能积累剑气，可攻可守，可进可退，蓄势待发。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★★\\\n" font=162</text>	
12	16	2			内功：山居剑意	<text>text="　　在山居剑意心法下，玩家可以使用重剑，获得出色的伤害能力。施展消耗剑气的重剑招式不会消耗任何内力和气血，但是会消耗剑气，以对目标进行爆发性攻击。装备重剑后，藏剑需要尽量靠近目标，以达到最高伤害的效果。合理分配和消耗剑气，藏剑将具有极高的近战群体伤害能力。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
12	17	0		第二套武学		<text>text="　　在剑网3的世界里，你有机会额外学习其他门派的一种内功。想要得到这额外的机会，你需要满足以下两个条件：\\\n　　1.必须完成本门派的特定出师任务，任务可在门派里接取。各门派的任务如下：\\\n　　　少林：叛门弟子；\\\n　　　纯阳：纯阳叛逆；\\\n　　　天策：天子峰演练；\\\n　　　万花：天心图谱；\\\n　　　七秀：哀莫大于心死；\\\n　　　藏剑：天子论剑。\\\n　　2.想学习哪个门派的内功，就在阵营内或瞿塘峡的孤山集中找到对应的武学训练师，支付500金选择需要学习的内功。\\\n　　同样，如果你想换一门内功进行学习，也可以在阵营内或瞿塘峡的孤山集的武学训练师处进行操作。\\\n" font=162</text>	
12	18	0		秘笈		<text>text="　　秘笈乃江湖之中记录武学奇术的神秘书册，机缘巧合若能领悟到某本秘笈残页、断章，便可增强其对应招式的效果属性。几乎所有门派的主动招式包括阵法都可以通过秘笈获得效果加成，即使是相同招式也可能因为装备了不同秘笈而产生不同的效果，实乃精进武学之必备良品。\\\n　　秘笈界面最上方显示该招式效果，秘笈影响的属性会以彩色的符号与数字实时显示。下方列表显示您领悟的所有针对该招式的分类秘笈，点击您想激活的秘笈，该秘笈图标即高亮显示，而招式也获得了该秘笈的属性加成效果。\\\n　　被激活后，秘笈即产生效果，被换下时失效，您可以针对不同的情况来切换不同的秘笈。战斗状态下无法切换秘笈。" font=162</text>	
12	18	1			秘笈效果	<text>text="　　秘笈乃江湖之中记录武学奇术的神秘书册，机缘巧合若能领悟到某本秘笈残页、断章，便可增强其对应招式的效果属性。几乎所有门派的主动招式包括阵法都可以通过秘笈获得效果加成，即使是相同招式也可能因为装备了不同秘笈而产生不同的效果，实乃精进武学之必备良品。\\\n　　秘笈可影响的属性包罗万象，根据针对的不同招式，不同的秘笈会提升不同的效果，包括减少聚气、调息时间；缩短施放距离；减少内力消耗；增加命中、会心伤害；增加治疗成效等等。" font=162</text>	
12	18	2			获得秘笈	<text>text="　　秘笈的获得方式多种多样，包括野外掉落、声望购买、副本BOSS掉落、任务奖励、阅读书页、书籍换取等。\\\n　　秘笈有不绑定和绑定之分，不绑定的秘笈通常也是江湖人士们趋之若鹜的宝贝。\\\n" font=162</text>	
12	18	3			领悟秘笈	<text>text="　　打开背包，右键点击秘笈图标则开始领悟。\\\n　　当进度条读完后，背包中的秘笈则消失，秘笈即被领悟。你可以在对应招式的秘笈界面中，看到已领悟的秘笈列表。同样的秘笈只能领悟一次。\\\n　　按P键打开武学界面，找到该秘笈相对应的招式，点击招式图标后方的“秘”字打开该招式的秘笈界面。另外，用Shift+右键点击快捷栏上的招式图标，也可快速打开该招式的秘笈界面。" font=162</text>	
12	18	4			激活秘笈	<text>text="　　按P键打开武学界面，找到该秘笈相对应的招式，点击招式图标后方的“秘”字打开该招式的秘笈界面。另外，用Shift+右键点击快捷栏上的招式图标，也可快速打开该招式的秘笈界面。\\\n　　在秘笈界面中，激活的秘笈图标周围会有光圈环绕闪动，表示该秘笈已产生效果。未激活的秘笈图标没有光圈环张，表示该秘笈没有产生效果。\\\n鼠标左键单击秘笈图标即可激活秘笈，再次单击则取消激活。您可以针对不同的情况来切换不同的秘笈。战斗状态下无法切换秘笈。\\\n　　一个招式最多能被4个秘笈影响，即，同个招式你最多只能激活4种秘笈。" font=162</text>	
12	19	0		五毒武学		<text>text="　　五毒乃纯内功门派，其武学融合苗疆蛊术与五毒毒术，控虫之术。通过对毒和蛊的神秘运用，以各样奇诡之剧毒攻敌，以蛊术疗伤续命，尽在鼓掌之间，更可操控五种毒虫，圣蝎，玉蟾，灵蛇，风蜈，天蛛，为苗疆不传秘技。\\\n　　优势：毒虫宝宝护身，毒和蛊的相互作用灵活多变，强大的群体疗伤能力与战斗复活。\\\n　　上手难度：中等，需要掌握施毒与上蛊之时机，需要控制毒虫宝宝。\\\n　　劣势：毒性伤害发作较慢，需要耐性与韧性，以及良好的节奏把控。\\\n　　团队定位：毒性伤害与辅助伤害，群体治疗。\\\n\\\n\\\n\\\n" font=162</text>	
12	19	1			内功：毒经	<text>text="　　毒经内功乃苗疆之绝学，五仙教历代传下的用毒之术精粹，毒蛊结合，可运使十数种不同剧毒效果，或毒伤极高，或控制甚强，配合操控毒虫宝宝进攻，可令江湖人士闻风丧胆。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★" font=162</text>	
12	19	2			内功：补天诀	<text>text="　　补天诀内容乃五仙教秘诀，用蛊术强体补身之心诀，蛊到之处，气血充盈，实乃上佳疗伤武学。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★" font=162</text>	
12	20	0		唐门武学		<text>text="　　唐门武学以暗器和机关闻名江湖。在战斗中，唐门善于利用可变形的千机匣和神出鬼没的身法，消无声息地布置各种机关陷阱，再配合各种远程的淬毒暗器、弓箭，使之变幻莫测，威力惊人。\\\n　　职业概况：远程外功，箭弩和机关两条伤害路线。\\\n　　关键词：暗器、变型弩、机关、影遁。\\\n　　上手难度：中，需要随时和敌人保持一定距离。\\\n　　劣势：近战能力较弱。\\\n　　优势：射程远，攻击高，续航力强。\\\n　　团队定位：卓越的单体伤害输出者，辅以部分群伤。\\\n　　门派评价：神出鬼没的身法，诡异的机关和暗器，强悍的远程输出和控制、无限续航力使得唐门独步江湖！" font=162</text>	
12	20	1			内功：惊羽诀	<text>text="　　惊羽穿杨连百中，鹰视狼顾壮志雄。唐门无上心法，利用各种奇巧锐器远距离精准打击敌人，使其插翅难飞。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★\\\n" font=162</text>	
12	20	2			内功：天罗诡道	<text>text="　　天罗地网困龙蛇，神惊魄悸向黄泉。唐家堡秘传心法，利用特制淬毒机关和武器杀敌，实乃波谲云诡、出奇制胜之道。\\\n　　单挑切磋：★★★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
13	0	0	聊天系统			<text>text="　　游戏中，您可以通过聊天系统与其他玩家进行轻松、方便的互动交流。并可在其中获取很多的交易和组队信息。除了文字交流以外，您还可以使用妙趣横生的表情动作和表情语言来增加交流时的乐趣。并且，您还可以通过聊天系统设置来打造自己独一无二的聊天窗口显示。" font=162</text>	
13	1	0		默认聊天窗口		<text>text="　　登录游戏，默认情况下系统会显示：综合、常用、战斗、其他、和师徒这五个聊天窗口。各个窗口所显示的聊天信息有所不同，几乎所有的频道、系统、环境、奖励、战斗信息都会在综合信息面板里显示出来，进入游戏时默认显示综合信息。您也可以根据自己想获取的信息来切换聊天窗口。\\\n" font=162</text>	
13	1	1			综合聊天窗口	<text>text="　　综合聊天窗口默认情况下显示拜师信息以外的所有频道的内容，是显示聊天信息最完整的一个窗口。" font=162</text>	
13	1	2			常用聊天窗口	<text>text="　　常用聊天窗口默认情况下显示玩家经常会使用的与其他玩家之间进行交流的聊天频道，例如：队伍频道、帮会频道、团队频道、好友频道、密聊频道等。具体可以在聊天设置界面中查看到。" font=162</text>	
13	1	3			战斗聊天窗口	<text>text="　　战斗聊天窗口默认情况下显示角色在战斗过程中的信息，包括使用的武功技能、技能的命中情况、技能所造成的伤害、获得的奖励情况等。具体可以在聊天设置界面中查看到。" font=162</text>	
13	1	4			其他聊天窗口	<text>text="　　其他聊天窗口在默认情况下包括了：近聊、密聊、地图、门派、和阵营频道的信息。\\\n" font=162</text>	
13	1	5			师徒聊天窗口	<text>text="　　师徒聊天窗口是专属于师徒系统的，包括了师徒频道和拜师信息的内容。" font=162</text>	
13	2	0		聊天频道		<text>text="　　聊天系统为您设置了八种不同用途的聊天频道，您可以针对不同场合以及聊天对象来选择频道。只要点击对话窗口左侧最下方的“聊天泡泡”或通过输入快捷指令（/XX）便可以轻松切换聊天频道。" font=162</text>	
13	2	1			近聊/s	<text>text="近聊\\\n　　在当前频道发布的信息，可以被当前视野附近的所有玩家看到。" font=162</text>	
13	2	2			地图/y	<text>text="地图\\\n　　在当前角色所在地图发布的信息，整个当前地图场景的玩家都可见。\\\n" font=162</text>	
13	2	4			世界/h	<text>text="世界\\\n　　游戏中所有的人都可看到此频道的发言，无论何时无论何地。" font=162</text>	
13	2	5			门派/f	<text>text="门派\\\n　　门派的专用频道，同门师兄弟们可在此频道交流心得，互通信息。" font=162</text>	
13	2	6			阵营/c	<text>text="阵营\\\n　　在阵营频道发言，同一阵营的人才可看到。\\\n" font=162</text>	
13	2	7			师徒/m	<text>text="师徒\\\n　　在师徒频道发言，只有自己的师父和同门师兄弟才可看到。" font=162</text>	
13	2	8			好友/o	<text>text="好友\\\n　　在好友频道发言，好友列表中的所有好友都可以看到。" font=162</text>	
13	2	9			密聊/w	<text>text="密聊\\\n　　和指定的某个玩家进行一对一交流，无论多远，沟通无极限。" font=162</text>	
13	3	0		聊天窗口设置		<text>text="　　打开聊天系统的设置界面，您可以按照自己的喜好方便的改变聊天文字的大小、颜色、窗口透明度等，打造自己个性化的聊天窗口。并且您还可以方便的对聊天窗口进行拆分，可同时查看几个窗口所显示的信息。" font=162</text>	
13	3	1			聊天文字设置	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，在其中的“聊天页面--界面设置”中可以看到字体、字号的选择列表，可以根据自身的需求来选择字体和字的大小。" font=162</text>	
13	3	2			颜色更改	<text>text="　　根据个人不同的需要，可以随意更改聊天窗口的背景颜色和各频道显示的信息的字体颜色。\\\n　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，在其中的“聊天页面--界面设置”中可以看到“调整背景颜色”这一项，左键点击文字后方的彩色圆球，会出现一个颜色选择卡。\\\n　　如果要更改频道的字体颜色，选择“聊天页面-频道颜色”可以在界面右侧看到各个频道的原始颜色，点击文字旁边的色块，进行选色就可以了。" font=162</text>	
13	3	3			调整窗口透明度	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，在其中的“聊天页面--界面设置”中可以看到“调整背景透明度”选项，左键点住滚动条进行拖动，调整到满意的透明度就可以了。" font=162</text>	
13	3	4			独立聊天窗口	<text>text="　　根据个人的需要，可以将各个聊天窗口从聊天整体窗口中拖拽出来成为一个独立的窗口。只要左键点住窗口的标签名字进行拖动即可。" font=162</text>	
13	3	5			调整聊天框大小	<text>text="　　鼠标放在聊天界面边框处变成“双向箭头”形状时，拖动即可调整聊天框比例和大小。" font=162</text>	
13	4	0		聊天频道设置		<text>text="　　您可以按照自身的需要任意增加或减少各聊天窗口所要包括的频道信息或是增加新的聊天窗口。也可方便的删除和恢复到系统默认的状态。" font=162</text>	
13	4	1			增加频道信息	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，点开“聊天窗口”一栏，选择需要增加信息的频道，例如：在战斗聊天窗口中需要增加队伍频道的信息。点击战斗，在界面右边可以看到可以勾选的频道，左键点击频道前方的小方格进行勾选即可。" font=162</text>	
13	4	2			减少频道信息	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，点开“聊天窗口”一栏，选择需要减少信息的频道，例如：在综合聊天窗口中需要减少队伍频道的信息。点击综合，在界面右边可以看到所有可以选择的频道，左键点击频道前方的小方格将勾选勾去即可。" font=162</text>	
13	4	3			新建聊天窗口	<text>text="　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，点开“聊天窗口”一栏，点击左下方的“新建”按钮，系统会弹出一个输入频道名称的输入框，输入并确定后，新的频道就建好了。然后勾选需要显示的信息即可。" font=162</text>	
13	4	4			删除聊天窗口	<text>text="　　如果需要删除某个聊天窗口，只需要左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，点开“聊天窗口”一栏，选择左侧中的某一窗口，例如：其他，然后点击界面左下角的“删除”按钮，再确定就可以了。" font=162</text>	
13	4	5			恢复默认设置	<text>text="　　可以根据自己的需要，将聊天界面，频道颜色和聊天窗口恢复成默认设置。\\\n　　左键点击频道界面边的齿轮按钮后会弹出聊天设置界面，选择“聊天页面--界面设置”，再点击左下角的“恢复默认”按钮，可将字体、字号、背景颜色和透明度恢复成默认。\\\n　　选择“聊天页面-频道颜色”，再点击左下角的“恢复默认”按钮，可将聊天窗口中显示的信息的字体颜色恢复成默认。\\\n　　选择“聊天窗口-综合”，再点击左下角的“恢复”按钮，可将聊天窗口中所要显示的频道信息恢复成默认。其他窗口同理。" font=162</text>	
13	5	0		聊天表情		<text>text="　　系统自带了很多妙趣横生的表情动作和表情语言，您可以使用这些来增加与他人交流时的乐趣。除了系统默认提供的表情语言之外，您还可以自己定义更丰富更个性化的表情语言。" font=162</text>	
13	5	1			表情动作	<text>text="表情动作\\\n　　除了文字交流以外，您还可以通过点击对话栏最右侧的“笑脸”图标或在聊天窗口中输入文字命令（/　XX）让自己的角色展示不同的动作。未来将不定期地加入更多动作来增加交流时的乐趣。\\\n" font=162</text>	
13	5	2			表情语言	<text>text="表情语言\\\n　　除了表情动作之外，还有妙趣横生的表情语言供您嬉笑怒骂，笑傲江湖，表情语言是只有文字表现的。鼠标悬停在语言按钮上时会显示语言内容。\\\n" font=162</text>	
13	5	3			自定义表情语言	<text>text="　　除了系统默认提供的表情语言之外，您还可以按“管理”按钮打开界面来自定义更丰富更个性化的表情语言。然后点击“新建”按钮，将右侧的需要填写的“指令、无目标用语、和有目标用语”填写完毕，点击右下角的确定就可以了。\\\n　　您还可以将已存在的表情语言进行删除，按“管理”按钮，点选其中的一个表情语言，再点击左下方的“删除”按钮，确定即可。" font=162</text>	
13	6	0		聊天栏操作		<text>text="　　您可以在聊天窗口中进行很多的快捷操作，例如：快速切换聊天频道、查看其它玩家链接到窗口的任务信息和物品信息。您也可以方便的通过聊天窗口将物品信息展示给其他玩家。同时，您可以通过对聊天窗口中的玩家角色名进行操作来方便的组队、密聊加好友等。" font=162</text>	
13	6	1			切换聊天频道	<text>text="　　点击对话窗口左侧最下方的“聊天泡泡”或通过输入快捷指令（/XX）可以切换聊天频道发言。" font=162</text>	
13	6	2			切换显示频道信息	<text>text="　　左键点击聊天栏上方的频道按钮可以切换显示不同聊天信息，分别是近聊、地图、帮会、世界、门派、阵营、密聊频道信息。\\\n　　几乎所有的频道、系统、环境、奖励、战斗信息都会在综合信息面板里显示出来，进入游戏时默认显示综合信息。\\\n　　而战斗信息则可以清晰地显示战斗中发生了什么，您和对手的战斗操作和造成的效果等，一个武林高手一定会善于分析战斗信息。" font=162</text>	
13	6	3			显示任务与物品信息	<text>text="　　通过Ctrl+左键点击任务面板里的“任务名”或背包内的“物品图标”时，可把该名称快速显示在聊天栏中。\\\n　　点击聊天信息中包含的“任务名”和“物品名”时，可以直接查看该任务或物品信息。" font=162</text>	
13	6	4			聊天栏中的快捷操作	<text>text="　　点击聊天信息中的其他玩家名称，可直接将其选择为密聊对象。\\\n　　点击聊天信息中的玩家名称，可对其进行密聊、组队、加为好友、屏蔽等快捷操作。当您屏蔽掉某个玩家时，您将不会再收到这个玩家发出的交互消息，除非您按O键打开社交界面的屏蔽列表，主动解除该玩家的屏蔽。\\\n　　点击“新建”按钮，输入表情语言指令、有目标和无目标时的显示用语，再点击“确认”即可新建一个自定义的表情语言。" font=162</text>	
14	0	0	师徒系统			<text>text="　　江湖中遇一良师可以受益匪浅，收一顽徒亦可以增添乐趣。\\\n　　师徒系统给剑侠江湖中的各位侠士提供了一个拜师学艺、收徒传艺的方便的平台。通过拜师和收徒，徒弟一方不仅可以更快的熟悉游戏的各种操作和玩法，还可以获得饰品套装的奖励。而作为师父的一方，通过帮助徒弟，与徒弟一起完成师徒任务，不仅可以获得师徒值、修为等丰厚的奖励，更可以让自己的名字永存于隐元密鉴的排行榜中。\\\n　　各位侠士通过师徒系统不仅可以结识到与自己有缘的师父或徒弟，更可以认识其他的同门师兄弟和师姐妹。相约结伴，快意江湖。" font=162</text>	
14	1	0		如何收徒		<text>text="　　80级的大侠便可招收自己的徒弟，可以通过多种途径进行收徒。例如：在聊天窗口中直接收徒、在师徒界面的“找徒弟”列表中寻找等。" font=162</text>	
14	1	1			聊天窗口快捷收徒	<text>text="　　您可以在聊天频道里直接右键点击角色名进行收徒，待徒弟方同意后收徒成功。\\\n　　具体操作如下：\\\n" font=162</text><image>path="ui\Image\JX3Library\名字收徒.UITex" frame=0</image>	
14	1	2			师徒界面收徒	<text>text="　　在师徒界面里面寻找徒弟，新进的小侠会随机在徒弟界面中显示。　　\\\n" font=162</text><image>path="ui\Image\JX3Library\打开师徒.UITex" frame=0</image><text>text="\\\n　　1.按U键或是左键点击游戏界面右边的手掌合十的图标来打开师徒界面。\\\n　　2.在师徒界面中选择“找徒弟”一列，可在其中看到新进的小侠角色名，选中其中一个进行收徒或者直接右键点击角色名进行收徒即可，首次最多收4个徒弟。每成功带出一名，可多一个名额，最多同时带十名。" font=162</text>	
14	1	3			收附近玩家为徒	<text>text="　　收附近玩家为徒，可以直接右键点击对方的头像进行收徒，系统会发送一个收徒请求给对方，如果对方同意，则收徒成功。\\\n　　选中目标，右键点击角色栏，在出现的列表中选择收徒。\\\n" font=162</text><image>path="ui\Image\JX3Library\收徒弟.UITex" frame=0</image><text>text="\\\n" font=162</text>	
14	1	4			师徒频道收徒	<text>text="　　在师徒频道中，未拜师的小侠在每次登录时，系统都会自动发布信息，想要收徒的大侠可以在频道中寻找徒弟，右键点击角色名便可收徒。\\\n" font=162</text><image>path="ui\Image\JX3Library\快捷收徒.UITex" frame=0</image>	
14	1	5			发布收徒信息	<text>text="　　如果没有寻找到想要收的徒弟，可以在师徒界面中　“发布收徒”消息，系统会自动在师徒界面中发布，只要静等有缘人即可。\\\n　　1.按U键或是左键点击游戏界面右边的手掌合十的图标来打开师徒界面。\\\n　　2.在师徒界面中选择“找徒弟”一列，再点击左下角的“发布收徒”按钮即可。\\\n" font=162</text>	
14	2	0		如何拜师		<text>text="　　1-79级的小侠可以拜80级的大侠为师，每位小侠都有多种途径可以寻找到自己的师父。\\\n　　例如：频道喊话、拜附近的玩家为师、在师徒界面中寻找师父等。" font=162</text>	
14	2	1			聊天频道发言拜师	<text>text="　　可以通过在世界频道喊话来寻求师父，与您有缘的师傅自然会收您为徒。\\\n" font=162</text><image>path="ui\Image\JX3Library\世界频道.UITex" frame=0</image>	
14	2	2			聊天窗口快捷拜师	<text>text="　　可以在综合频道里，直接右键点击其他玩家角色名进行拜师，如果对方同意则拜师成功。\\\n" font=162</text><image>path="ui\Image\JX3Library\名字拜师.UITex" frame=0</image>	
14	2	3			师徒界面拜师	<text>text="　　在师徒界面里面寻找师父，发布过收徒信息的大侠会在师父界面中显示。\\\n" font=162</text><image>path="ui\Image\JX3Library\打开师徒.UITex" frame=0</image><text>text="\\\n　　1.按U键或是左键点击游戏界面右边的手掌合十的图标来打开师徒界面\\\n　　2.在师徒界面中选择“找师父”一列，可在其中看到发布过收徒信息的大侠的角色名，选中其中一个进行拜师或者直接右键点击角色名进行拜师即可，同一时期最多拜3个师父。" font=162</text>	
14	2	4			拜附近玩家为师	<text>text="　　拜附近玩家为师，可以直接右键点击对方的头像进行拜师，系统会发送一个拜师请求给对方，如果对方同意，则拜师成功。\\\n　　选中目标，右键点击角色栏，在出现的列表中选择拜师。\\\n" font=162</text><image>path="ui\Image\JX3Library\拜师.UITex" frame=0</image>	
14	2	5			师徒频道拜师	<text>text="　　在师徒频道中，未收满徒地的大侠侠在每次登录时，系统都会自动发布信息，想要拜师的小侠可以在频道中寻找徒师父，同样右键点击角色名便可收徒。\\\n" font=162</text><image>path="ui\Image\JX3Library\快捷拜师.UITex" frame=0</image>	
14	2	6			发布拜师信息	<text>text="　　如果没有寻找到想要拜的师父，可以在师徒界面中　“发布拜师”消息，系统会自动在师徒界面中发布，只要静等有缘人即可。" font=162</text>	
14	3	0		师门互动		<text>text="　　结为师徒关系的双方，徒弟不仅可以很方便地邀请师父或是同门组队，并且每天还有3次召请师父前来帮助自己的机会。师徒之间更有特殊的师徒阵法可以开启。江湖之路将不再寂寞。" font=162</text>	
14	3	1			召请师父	<text>text="　　打开师徒界面，选择一个师父，然后点击“召请”按钮，系统会发送邀请信息给师父，师父同意后系统会将师父在第一时间传送到徒弟身边。每次召请师父需要消耗20点体力值。\\\n　　1.按U键或是左键点击游戏界面右边的手掌合十的图标来打开师徒界面。\\\n　　2.选择“我的师父和同门”一列，点选其中的一个在线的师父进行召请。\\\n" font=162</text>	
14	3	2			组队与密聊	<text>text="　　在师徒界面中，可以与同门的师兄弟们很方便的进行组队、密聊加好友等操作。\\\n　　1.按U键或是左键点击游戏界面右边的手掌合十的图标来打开师徒界面。\\\n　　2.选择“我的师父和同门”一列，点选其中的一个在线的同门进行密聊、组队或是加好友。" font=162</text>	
14	3	3			开启阵法	<text>text="　　师徒组队后，可以开启师徒阵法，徒弟可以享受阵法带来的特定属性加成。但当徒弟等级达到70级后，将无法享受阵法所带来的效果了。\\\n　　1.阵法需要最少2人才能开启，阵眼拥有人左键点击阵眼选择要开启的阵法。\\\n　　2.阵法装备后，可看到师徒阵法的属性。" font=162</text>	
14	3	4			师徒齐心通秘境	<text>text="　　师父与徒弟一起组队打秘境，每成功击杀一个秘境首领，师父方都有额外的帮贡及师徒值的奖励。打秘境时所带徒弟的数量越多，得到额外奖励的帮贡和师徒值越多。师徒组团打团队秘境也可获得额外奖励。\\\n" font=162</text>	
14	5	0		脱离师门		<text>text="　　当徒弟一方完成出师任务后便自动脱离师门，在师徒界面中将不可再看到曾经的师父和同门。\\\n　　在出师之前，如果师父或徒弟一方觉得对方不适合当师父或是徒弟，可以解除彼此的师徒关系。解除关系也有很多种情况，不同的情况下关系的解除时间也是不一样的。" font=162</text>	
14	5	1			出师	<text>text="　　凡徒弟满80级后，便可出师。出师需要完成出师任务，可在各新手镇敬师堂门口的“纪天下”处接取任务。" font=162</text>	
14	5	2			自动脱离关系	<text>text="　　当师徒双方连续不在线时间达到3个月，则系统自动解除双方的师徒关系。" font=162</text>	
14	5	3			即时解除关系	<text>text="　　如果师父在一个星期内上过线，但是徒弟没有上线，那师父可以在第一时间内就解除师徒关系。同理，如果徒弟在一个星期内上过线，但是师父没有上线，那徒弟可以在第一时间内就解除师徒关系。只要打开师徒界面，选择需要解除关系的一方，点击断绝关系即可。" font=162</text>	
14	5	4			限时解除关系	<text>text="　　如果师徒双方在一个星期内都上过线，师父主动解除师徒关系，系统会先弹出确认界面，确认后，则系统会在四天后解除双方关系，并且以红字进行标识。在师徒界面中可以查看到剩余的时间。同理徒弟方进行解除也需要师父进行确认并需要四天时间。" font=162</text>	
14	5	5			取消断绝关系	<text>text="　　在系统解除师徒关系的倒计时内，主动解除关系的一方可以随时取消断绝关系，只要打开师徒界面，点击左下角的“取消断绝”按钮即可。" font=162</text>	
14	6	0		师父奖励		<text>text="　　为了答谢师父对徒弟耐心的教导，师徒系统为师父设立了丰厚的奖励，师父可以通过协助徒弟任务，完成师徒任务，来获得精力、体力、师徒值、修为值、金钱和趣味雨伞等。并且系统还为师父设立了各种成就，可以隐元密鉴中进行查看。" font=162</text>	
14	6	1			即时奖励	<text>text="　　在师父带徒弟的过程中，师父帮助徒弟完成任务，可立即获得可用师徒值奖励。徒弟在50-80级阶段，每升一级师父便可获得师徒值。\\\n　　且徒弟每10级（80级除外），师父将会收到隐元会寄出的奖励邮件，可获得“除滞散”、“九花玉露散”、传送类物品这些实用的物品。\\\n　　可用师徒值可在师徒界面的左下角查看到。" font=162</text>	
14	6	2			出师奖励	<text>text="　　修为值、金钱和趣味雨伞只有当徒弟成功出师后，系统会通过邮件寄送到师父处，师父只需到信使处进行查收即可。并且趣味雨伞只能获得一把。修为也只有当成功带一个10级以下的角色到80级出师后才能获得，且最多获得900点。\\\n　　当收到邮件时，在小地图的左上角会有信件的提示。" font=162</text>	
14	6	3			成就奖励	<text>text="　　通过不断热心的带徒弟出师，可获得以下成就：\\\n　　江湖行-杂闻-师徒中可获得的成就：\\\n　　为人师表；善为人师；桃李之师；耐心之师；广为人师；德高之师；青出于蓝；爱徒心切；言传身教；因材施教；亦师亦友；苦心孤诣；桃李天下。\\\n　　独步江湖-杂闻-师徒中可获得的成就：\\\n　　广为人师！五甲；德高之师！五甲；桃李之师！五甲。\\\n　　完成成就可以获得江湖资历、阅历、称号等奖励。具体可在隐元密鉴中“江湖行”和“独步江湖”中进行查看。" font=162</text>	
